,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,H2_fc,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time,H2_mass
0,23554.9,60.0,10.668,0.0,0.6694537415411013,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7504777612228595,0.11886063975802484,15684.959664503298,1.0,0.0,1.0,False,9.304832973144018e-08,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.013266552543891311,0.1379386271435525,0.0,,,,,,,,,2.0,0.026533105087782623
1,23554.204013153372,60.04756103878398,27.16819382831726,118.86018510682187,1.338141681836468,62.0,0.0,1,0.1765113299400745,59.969279456360205,1.7504260390972237,0.11885520810866634,15684.242899043573,1.0,0.0,1.0,False,9.291530626136976e-08,47527.78540358459,3598373.4392176187,3598373.4392176187,2530.1527154712044,0.013251376674620159,0.13785809341041314,0.0,,,,,,initial climb,,,2.0,0.05303585843702294
2,23553.508822459728,60.09518762109931,43.671887200204125,237.81591826799695,2.0060633030669894,64.0,0.0,1,0.1766842411933504,59.969279456360205,1.7503743761375414,0.1188497828361459,15683.526975077271,1.0,0.0,1.0,False,9.278273827965347e-08,47507.2241543204,3599385.1529654176,3599385.1529654176,2530.0430297657995,0.01323619054373716,0.13777624478451386,0.0,,,,,,initial climb,,,2.0,0.07950823952449726
3,23552.81442845741,60.1428794229517,60.17892629682265,356.8673523673946,2.673218111018202,66.0,0.0,1,0.17685742149849207,59.969279456360205,1.7503227723838175,0.11884436394410308,15682.81189308469,1.0,0.0,1.0,False,9.265062646427088e-08,47486.36303105076,3600379.3682306586,3600379.3682306586,2529.917233821121,0.013220994619015181,0.13769308472312658,0.0,,,,,,initial climb,,,2.0,0.10595022876252762
4,23552.12083166022,60.19063611829922,76.68915721272774,476.01463960566247,3.339605634973963,68.0,0.0,1,0.17703086978407465,59.969279456360205,1.7502712278742365,0.11883895143598638,15682.097653520883,1.0,0.0,1.0,False,9.251897147492421e-08,47465.20287048418,3601356.096659454,3601356.096659454,2529.775343266339,0.013205789366120014,0.13760861673634783,0.0,,,,,,initial climb,,,2.0,0.13236180749476764
5,23551.42803255753,60.23845737906051,93.20242596202768,595.2579314946213,4.005225427608647,70.0,0.0,1,0.1772045849704278,59.969279456360205,1.7502197426451653,0.11883354531505363,15681.384256815765,1.0,0.0,1.0,False,9.238777395304752e-08,47443.74452124261,3602315.3505839403,3602315.3505839403,2529.617374393038,0.013190575248581131,0.13752284438679444,0.0,,,,,,initial climb,,,2.0,0.1587429579919299
6,23550.7360316144,60.28634287512303,109.7185784845514,714.5973788516804,4.670001740835552,72.0,0.0,1,0.17737856596965682,59.969279456360205,1.750168316731164,0.11882814558437316,15680.671703374239,1.0,0.0,1.0,False,9.225703452181722e-08,47417.064125424295,3602848.91375788,3603257.1430204394,2529.1806644054923,0.013173860032594381,0.1374144478998514,0.0,,,,,,initial climb,,,2.0,0.18509067805711865
7,23550.04490758111,60.33428487749028,126.23491387319301,834.0334840056811,5.333839434914897,74.0,0.0,1,0.17755278480333125,59.969279456360205,1.7501169559845458,0.11882275285785118,15679.960074207918,1.0,0.0,1.0,False,9.212677383506244e-08,47383.88186708431,3602848.91375788,3604181.3465131195,2528.3964341845717,0.013155259434125639,0.137277882883243,0.0,,,,,,initial climb,,,2.0,0.21140119692536993
8,23549.35475936816,60.38227366826392,142.74805976380645,953.5668255448012,5.9967421440446955,76.0,0.0,1,0.17772720624247146,59.969279456360205,1.7500656677558246,0.11881736790662072,15679.249471076237,1.0,0.0,1.0,False,9.199701749890628e-08,47350.64737303994,3602848.91375788,3605087.8086148677,2527.6083604002883,0.013136730854492405,0.13714107353816107,0.0,,,,,,initial climb,,,2.0,0.23767465863435475
9,23548.665583197322,60.430309177177826,159.2579734698776,1073.197501555658,6.658713496633414,78.0,0.0,1,0.17790183010710392,59.969279456360205,1.7500144517642213,0.11881199070051998,15678.539889999025,1.0,0.0,1.0,False,9.186776470988097e-08,47317.36063047249,3602848.91375788,3605976.5686617466,2526.8164350595534,0.01311827417896335,0.1370040198438398,0.0,,,,,,initial climb,,,2.0,0.26391120699228143
10,23547.977375296374,60.47839133307295,175.7646121733915,1192.925609983499,7.319757115279548,80.0,0.0,1,0.17807665621382185,59.969279456360205,1.7499633077294043,0.11880662120943866,15677.83132700289,1.0,0.0,1.0,False,9.17390146616841e-08,47284.02162725337,3602848.91375788,3606847.6661222014,2526.0206501923644,0.013099889292402377,0.13686672178240752,0.0,,,,,,initial climb,,,2.0,0.2901109855770862
11,23547.290131899143,60.526520063893294,192.26793292486258,1312.7512486303233,7.979876616751229,82.0,0.0,1,0.17825168437576747,59.969279456360205,1.7499122353714915,0.11880125940331815,15677.123778121273,1.0,0.0,1.0,False,9.161076654518326e-08,47250.6303519491,3602848.91375788,3607701.14059688,2525.220997852227,0.013081576079269278,0.1367291793389083,0.0,,,,,,initial climb,,,2.0,0.31627413773562474
12,23546.60384924551,60.57469529668194,208.7678926433693,1432.6745151529926,8.63907561196587,84.0,0.0,1,0.17842691440261407,59.969279456360205,1.749861234411051,0.11879590525215147,15676.41723939442,1.0,0.0,1.0,False,9.148301954842128e-08,47217.18679382654,3602848.91375788,3608537.0318184374,2524.4174701165944,0.013063334423620475,0.1365913925013251,0.0,,,,,,initial climb,,,2.0,0.3424008065828657
13,23545.91852358145,60.622916957577026,225.26444811659348,1552.6955070613346,9.297357705969846,86.0,0.0,1,0.17860234610054815,59.969279456360205,1.7498103045691007,0.11879055872598343,15675.711706869433,1.0,0.0,1.0,False,9.135577285662086e-08,47183.69094285818,3602848.91375788,3609355.379651348,2523.610059087301,0.013045164209109703,0.13645336126060217,0.0,,,,,,initial climb,,,2.0,0.3684911350010851
14,23545.234151159028,60.67118497180775,241.7575560008643,1672.8143217162376,9.954726497918212,88.0,0.0,1,0.17877797927225153,59.969279456360205,1.7497594455671166,0.11878521979491116,15675.00717660028,1.0,0.0,1.0,False,9.12290256521901e-08,47150.142789727266,3602848.91375788,3610156.2240917054,2522.798756891006,0.013027065318988769,0.1363150856106676,0.0,,,,,,initial climb,,,2.0,0.3945452656390626
