,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
0,22156.75758030111,60.0,10.668,0.0,0.7438374906012237,60.0,1,0.17633868880182274,59.969279456360205,1.646575082259874,0.10827944097819192,14288.654912975442,1.0,0.0,1.0,False,1.0338703303493353e-07,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.15306905875334678,0.0,,,,,,,,,2.0
1,22156.013742810508,60.05274256309279,28.96464245449251,118.59693450883316,1.486731426602458,62.0,1,0.1765301402228747,59.969279456360205,1.6465198041230418,0.10827398746169765,14287.935261908307,1.0,0.0,1.0,False,1.0322316957306334e-07,47525.56164744375,3598484.4249303914,3598484.4249303914,2530.1415568241136,0.1529740272761454,0.0,,,,,,initial climb,,,2.0
2,22155.27084887451,60.10556717750207,47.26608800755063,237.2998605387539,2.2286810772029977,64.0,1,0.17672192908937012,59.969279456360205,1.6464645961062854,0.10826854104964855,14287.216548350301,1.0,0.0,1.0,False,1.0305992386224108e-07,47502.70706402348,3599603.1376478327,3599603.1376478327,2530.0170087032134,0.15287727436005222,0.0,,,,,,initial climb,,,2.0
3,22154.528899223908,60.15847343644713,65.57213714683753,356.1089737743423,2.9696857467689117,66.0,1,0.17691405408194755,59.969279456360205,1.6464094582639113,0.10826310174669088,14286.498772914572,1.0,0.0,1.0,False,1.0289729689060611e-07,47479.48328693297,3600700.36802669,3600700.36802669,2529.8726503884645,0.1527788048215079,0.0,,,,,,initial climb,,,2.0
4,22153.78789455434,60.21146093017796,83.88259021314875,475.0244690359829,3.7097447746581116,68.0,1,0.1771065138693163,59.969279456360205,1.6463543906476172,0.10825766955721385,14285.781936180307,1.0,0.0,1.0,False,1.0273528961703051e-07,47455.89141673325,3601776.1309085735,3601776.1309085735,2529.708501623091,0.15267862355894035,0.0,,,,,,initial climb,,,2.0
5,22153.047835526453,60.26452924598663,102.19724740978302,594.0465402713431,4.448857535042806,70.0,1,0.17729930710828382,59.969279456360205,1.6462993933064995,0.1082522444853502,14285.066038692861,1.0,0.0,1.0,False,1.0257390297113346e-07,47431.93257136176,3602830.442128621,3602830.442128621,2529.524583112278,0.15257673555226497,0.0,,,,,,initial climb,,,2.0
6,22152.30872276607,60.317677968218696,120.51590881192683,713.1753805468832,5.186815659981389,72.0,1,0.17749243244378238,59.969279456360205,1.6462444662870643,0.10824682653497747,14284.351080963932,1.0,0.0,1.0,False,1.0241313785329822e-07,47395.3783065357,3602848.91375788,3603863.3185127317,2528.6684362004125,0.1524168505992777,0.0,,,,,,initial climb,,,2.0
7,22151.570764641132,60.37088716529247,138.83166193620582,832.4122133184785,5.923620266762446,74.0,1,0.1776858175829311,59.969279456360205,1.6461896250741357,0.10824141723271707,14283.637264447882,1.0,0.0,1.0,False,1.0225305368308487e-07,47358.53485914926,3602848.91375788,3604874.411282386,2527.795628676719,0.15225561057610207,0.0,,,,,,initial climb,,,2.0
8,22150.83396003435,60.42415640583356,157.14432934130681,951.7571850642879,6.659276261556591,76.0,1,0.17787946106702782,59.969279456360205,1.6461348695846816,0.10823601656951534,14282.924587949983,1.0,0.0,1.0,False,1.020936503866372e-07,47321.625373671435,3602848.91375788,3605863.7641517394,2526.918043498592,0.15209404263384463,0.0,,,,,,initial climb,,,2.0
9,22150.098304039555,60.477485611701006,175.45385565354334,1071.2104225911464,7.393788542220424,78.0,1,0.17807336272055066,59.969279456360205,1.646080199454101,0.10823062450855077,14282.213046611241,1.0,0.0,1.0,False,1.0193492681014403e-07,47284.649816873396,3602848.91375788,3606831.4280008017,2526.0356689297078,0.15193214666807087,0.0,,,,,,initial climb,,,2.0
