,mass,equivalent_airspeed,altitude,ground_distance,engine_setting,true_airspeed,mach,CL,CD,drag,thrust_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,TP_power_rate,thermo_power,TP_thermal_efficiency,TP_residual_thrust,TP_air_flow,CT,slope_angle,acceleration,time,name,RC,climb_gradient,slope_angle_penalty,RC_penalty,altitude_penalty
1729,23047.448164540107,63.950472723733064,5828.722544550578,265175.2030373626,9,86.32153857615441,0.2721911453247253,1.506150334999347,0.09702897552266326,14560.511968284767,1.0,False,7.67822920321705e-08,16576.937862022092,1690812.2057879998,1.0000105833119932,1690794.3115842838,0.32754858047961966,1196.6590279270722,5.18015673975096,0.4035795346619333,0.008921517737811947,0.0,3458.0,OEI_ceiling,0.7701191375623798,0.00892151773781194,-0.0020784792691200347,-0.1794175284090823,2911.4356261484468
1730,23047.188515666992,63.950472723733064,5830.2627623936305,265347.83924392896,9,86.32888715756445,0.2722197619782238,1.5061333669500248,0.09702744735205171,14560.282645586472,1.0,False,7.678031066997347e-08,16574.320512221315,1690650.2764051282,1.0000106917739469,1690632.2005478127,0.32755946098525734,1196.5675657512147,5.179478967679903,0.4035845188695647,0.00891105249025465,0.0,3460.0,OEI_ceiling,0.7692812448863273,0.008911052490254659,-0.002088944471238697,-0.18033625153598362,2911.076791091629
1731,23046.928898360078,63.950472723733064,5831.801304521416,265520.4901631839,9,86.3362286620283,0.2722483516444134,1.506116400963552,0.09702591938484395,14560.053353411682,1.0,False,7.677833154261871e-08,16571.70630674342,1690488.5325574663,1.000010800356121,1690470.2748764858,0.3275703303835415,1196.4762147476542,5.178802005310189,0.40358949763860624,0.008900600771772542,0.0,3462.0,OEI_ceiling,0.7684443034611796,0.008900600771772543,-0.002099396143884258,-0.18125394553057178,2910.716118588557
1732,23046.669312582035,63.950472723733064,5833.338172836188,265693.1557809371,9,86.34356309577757,0.2722769143458732,1.5060994370374907,0.09702439162081404,14559.824091726476,1.0,False,7.677635464852743e-08,16569.09524142009,1690326.9738641453,1.0000109089663267,1690308.5343452625,0.3275811886804566,1196.3849746366484,5.1781258513662705,0.4035944709765191,0.008890162564587233,0.0,3464.0,OEI_ceiling,0.7676083123271574,0.008890162564587231,-0.002109834304834494,-0.18217061142111315,2910.3536106974957
1733,23046.4097582956,63.950472723733064,5834.873369238284,265865.83608301095,9,86.35089046504153,0.2723054501051769,1.5060824751694055,0.09702286405973619,14559.594860496974,1.0,False,7.67743799835217e-08,16566.4873120888,1690165.6002493738,1.000011017692683,1690146.9787293728,0.3275920358941522,1196.293845409512,5.177450504962683,0.4035994388907561,0.008879737850944787,0.0,3466.0,OEI_ceiling,0.7667732705252166,0.008879737850944786,-0.002120258971842769,-0.18308625023511652,2909.9892694746536
1734,23046.15023546354,63.950472723733064,5836.406895626122,266038.53105524014,9,86.35821077604716,0.27233395894489293,1.5060655153568634,0.09702133670138485,14559.365659689334,1.0,False,7.677240754581842e-08,16563.8825145926,1690004.4113576286,1.000011126457673,1689985.6078042956,0.3276028720315802,1196.202826808896,5.1767759648585,0.4036044013887565,0.008869326613114787,0.0,3468.0,OEI_ceiling,0.7659391770969711,0.008869326613114792,-0.002130670162638935,-0.18400086299940785,2909.623096974183
1735,23045.890744048695,63.950472723733064,5837.938753896205,266211.240683472,9,86.36552403501905,0.27236244088758416,1.5060485575974358,0.09701980954553498,14559.136489269773,1.0,False,7.677043733109834e-08,16561.280844780198,1689843.407131142,1.000011235359798,1689824.4213457725,0.32761369711156607,1196.1119188420578,5.176102230193551,0.4036093584779489,0.008858928833390602,0.0,3470.0,OEI_ceiling,0.7651060310847194,0.008858928833390609,-0.0021410678949290857,-0.1849144507401056,2909.2550952481843
1736,23045.63128401392,63.950472723733064,5839.468945943121,266383.9649535665,9,86.37283024817957,0.27239089595580857,1.5060316018886954,0.09701828259196156,14558.90734920454,1.0,False,7.676846933768642e-08,16558.68229850602,1689682.587203116,1.0000113443145475,1689663.4191298098,0.32762451114056834,1196.0211212415095,5.175429299714828,0.40361431016575267,0.008848544494089727,0.0,3472.0,OEI_ceiling,0.764273831531476,0.008848544494089727,-0.0021514521863951926,-0.18582701448258676,2908.885266346704
1737,23045.371855322148,63.950472723733064,5840.997473659546,266556.703851396,9,86.38012942174856,0.2724193241721181,1.5060146482282184,0.09701675584043994,14558.678239459921,1.0,False,7.676650356243587e-08,16556.086871630087,1689521.9513798868,1.0000114533397042,1689502.6009326673,0.32763531413193875,1195.9304338936038,5.174757172391212,0.40361925645957414,0.008838173577553291,0.0,3474.0,OEI_ceiling,0.7634425774809318,0.008838173577553288,-0.002161823054695591,-0.186738555251525,2908.513612317739
1738,23045.11245793635,63.950472723733064,5842.524338936242,266729.45736284537,9,86.38742156194367,0.2724477255590597,1.5059976966135877,0.09701522929074606,14558.449160002277,1.0,False,7.676454000215395e-08,16553.49456001808,1689361.4994738444,1.0000115624564867,1689341.9665308653,0.327646106099251,1195.8398566900298,5.174085847200435,0.40362419736681054,0.008827816066146138,0.0,3476.0,OEI_ceiling,0.7626122679774656,0.008827816066146132,-0.002172180517464926,-0.18764907407088352,2908.1401352072357
1739,23044.85309181954,63.950472723733064,5844.049543662064,266902.22547381214,9,86.3947066749801,0.2724761001391746,1.505980747042384,0.09701370294265568,14558.220110797982,1.0,False,7.676257865444949e-08,16550.905359541277,1689201.231204254,1.0000116716308398,1689181.5157011815,0.32765688705233315,1195.7493894396307,5.173415323002673,0.40362913289484637,0.008817471942256832,0.0,3478.0,OEI_ceiling,0.7617829020661461,0.008817471942256835,-0.002182524592314122,-0.1885585719639091,2907.764837059094
1740,23044.59375693479,63.950472723733064,5845.5730897239555,267075.0081702063,9,86.40198476707073,0.2725044479349987,1.5059637995121953,0.0970121767959453,14557.991091813476,1.0,False,7.67606195158302e-08,16548.31926607657,1689041.1464199794,1.0000117809052742,1689021.248220648,0.32766765700617395,1195.659032066413,5.172745598824436,0.40363406305105604,0.008807141188297497,0.0,3480.0,OEI_ceiling,0.7609544787927215,0.008807141188297493,-0.002192855296830594,-0.18946704995314734,2907.387719915166
1741,23044.334453245217,63.950472723733064,5847.094979006953,267247.8054379502,9,86.40925584442596,0.27253276896906187,1.5059468540206113,0.09701065085039147,14557.762103015228,1.0,False,7.675866258365602e-08,16545.736275506562,1688881.2448708494,1.0000118902635167,1688861.1638665681,0.32767841597177977,1195.5687844062988,5.172076673567148,0.40363898784280416,0.008796823786704409,0.0,3482.0,OEI_ceiling,0.7601269972036732,0.008796823786704405,-0.002203172648577565,-0.1903745090603804,2907.0087858152597
1742,23044.07518071398,63.950472723733064,5848.615213394186,267420.6172629789,9,86.41651991325398,0.2725610632638891,1.5059299105652233,0.09700912510577095,14557.533144369752,1.0,False,7.675670785554352e-08,16543.156383719303,1688721.5262772904,1.0000119996717332,1688701.262416486,0.3276891639589603,1195.4786462689833,5.171408546095872,0.40364390727744237,0.008786519719936776,0.0,3484.0,OEI_ceiling,0.7593004563461152,0.00878651971993677,-0.002213476665095372,-0.1912809503067372,2906.628036797139
1743,23043.815939304295,63.950472723733064,5850.133794766881,267593.44363123993,9,86.42377697976042,0.27258933084199916,1.5059129691436286,0.09700759956186103,14557.30421584362,1.0,False,7.67547553278119e-08,16540.579586608535,1688561.9905124344,1.0000121091863572,1688541.5436482104,0.32769990098360746,1195.3886175999196,5.1707412154715,0.40364882136231217,0.008776228970477765,0.0,3486.0,OEI_ceiling,0.7584748552678826,0.008776228970477765,-0.0022237673639003814,-0.19218637471259628,2906.2454748965256
