,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
0,22415.35081787819,60.0,10.668,0.0,0.7438374906012237,60.0,1,0.17633868880182274,59.969279456360205,1.6657923878557923,0.11018667746802402,14540.335599488537,1.0,0.0,1.0,False,1.0338703303493353e-07,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.1501582450141772,0.0,,,,,,,,,2.0
1,22414.606980387587,60.051746585069736,28.619351843413902,118.64969012599215,1.4867492377283473,62.0,1,0.1765265245336349,59.969279456360205,1.6657371097189606,0.11018115892790636,14539.607367844075,1.0,0.0,1.0,False,1.0322625585289878e-07,47525.98934231394,3598463.1089681303,3598463.1089681303,2530.143716412298,0.1500661980657587,0.0,,,,,,initial climb,,,2.0
2,22413.86406864046,60.10357194207581,46.57525486904198,237.40336214586688,2.228734541181593,64.0,1,0.1767146843233328,59.969279456360205,1.665681900378573,0.11017564744258163,14538.880067156597,1.0,0.0,1.0,False,1.0306607398714892e-07,47503.57637170609,3599561.304458742,3599561.304458742,2530.022069358628,0.14997251332791564,0.0,,,,,,initial climb,,,2.0
3,22413.12208333701,60.15547568119088,64.53551896136113,356.2612030926016,2.969792734071903,66.0,1,0.17690316690389654,59.969279456360205,1.6656267598866645,0.11017014301654665,14538.153698019512,1.0,0.0,1.0,False,1.029064883786445e-07,47480.808071333726,3600638.815715807,3600638.815715807,2529.8813527768807,0.14987719532376428,0.0,,,,,,initial climb,,,2.0
4,22412.38102514412,60.207457409814126,82.49995387060108,475.2233991723356,3.7099231826583785,68.0,1,0.17709197099715507,59.969279456360205,1.665571688292796,0.11016464565405155,14537.428260993658,1.0,0.0,1.0,False,1.0274749994099563e-07,47457.685486545684,3601695.65688463,3601695.65688463,2529.7215855327995,0.1497802486520208,0.0,,,,,,initial climb,,,2.0
5,22411.640894695534,60.25951673258187,100.46836922141387,594.290135756484,4.449125286183322,70.0,1,0.17728109531381162,59.969279456360205,1.665516685644062,0.11015915535910034,14536.703756607421,1.0,0.0,1.0,False,1.0258910956047501e-07,47434.2096789004,3602731.843038333,3602731.843038333,2529.5427873900303,0.1496816779865475,0.0,,,,,,initial climb,,,2.0
6,22410.901692592008,60.31165325137828,118.44057452155559,713.4615973738814,5.187214412457489,72.0,1,0.1774705385534698,59.969279456360205,1.6654617519851087,0.11015367213545303,14535.980185356972,1.0,0.0,1.0,False,1.0243131809603387e-07,47399.548440020764,3602848.91375788,3603747.3901752937,2528.7670229432265,0.1495321956486238,0.0,,,,,,initial climb,,,2.0
7,22410.163603465735,60.363849476794385,136.4104997269342,832.7388536290915,5.9241712324476525,74.0,1,0.17766023729276886,59.969279456360205,1.6654069010368422,0.11014819735190184,14535.25772786938,1.0,0.0,1.0,False,1.0227417768977382e-07,47363.40934105651,3602848.91375788,3604741.9932015473,2527.9112874135726,0.14937596634451825,0.0,,,,,,initial climb,,,2.0
8,22409.426646645745,60.416103111704246,154.37732590730906,952.1221458086615,6.660000478175379,76.0,1,0.17785018328743288,59.969279456360205,1.6653521342356932,0.11014273115097953,14534.536402953421,1.0,0.0,1.0,False,1.0211769398903754e-07,47327.206955211244,3602848.91375788,3605715.6566493795,2527.050961152643,0.14921942607570632,0.0,,,,,,initial climb,,,2.0
9,22408.690817400016,60.46841407947521,172.3410002818126,1071.6115949821476,7.394706873744886,78.0,1,0.178040376360534,59.969279456360205,1.6652974512300043,0.1101372734967431,14533.816205866013,1.0,0.0,1.0,False,1.0196186589506272e-07,47290.941253600846,3602848.91375788,3606668.4289838634,2526.1860332063525,0.14906257475686036,0.0,,,,,,initial climb,,,2.0
10,22407.956111004445,60.520782302271954,190.30146988357149,1191.207322066487,8.128295135311395,80.0,1,0.1782308163305536,59.969279456360205,1.6652428516687037,0.11013182435331412,14533.097131872606,1.0,0.0,1.0,False,1.018066923046954e-07,47254.61220824324,3602848.91375788,3607600.358855243,2525.316492647425,0.14890541230661655,0.0,,,,,,initial climb,,,2.0
11,22407.22252274288,60.57320770104993,208.2586815596616,1310.9094478234513,8.860769971049539,82.0,1,0.1784215030113541,59.969279456360205,1.6651883352013126,0.11012638368487923,14532.379176247232,1.0,0.0,1.0,False,1.0165217211039657e-07,47218.21979206653,3602848.91375788,3608511.4950987156,2524.4423285760495,0.1487479386476117,0.0,,,,,,initial climb,,,2.0
12,22406.49004790714,60.62569019554924,226.21258197106977,1430.7180928570856,9.592136081121808,84.0,1,0.17861243621215162,59.969279456360205,1.6651339014779414,0.1101209514556898,14531.662334272489,1.0,0.0,1.0,False,1.0149830420024909e-07,47181.763978916635,3602848.91375788,3609401.8867342193,2523.563530120511,0.14859015370651835,0.0,,,,,,initial climb,,,2.0
