,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,H2_fc,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time,H2_mass
0,22728.27216040496,60.0,10.668,0.0,0.6694537415411013,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.6890470758869498,0.11252483506061395,14848.881032221236,1.0,0.0,1.0,False,9.304832973144018e-08,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.013266552543891311,0.14670657050555566,0.0,,,,,,,,,2.0,0.026533105087782623
1,22727.57617355833,60.05056500711763,28.20970560915612,118.71094542762981,1.3380933314584065,62.0,0.0,1,0.17652223508106846,59.969279456360205,1.6889953537613147,0.1125195978966532,14848.189931233992,1.0,0.0,1.0,False,9.290692589569117e-08,47526.49658315064,3598437.8100509048,3598437.8100509048,2530.1462693637845,0.01325041851606301,0.14661747848145812,0.0,,,,,,initial climb,,,2.0,0.05303394211990864
2,22726.88103313138,60.10120480227784,45.7556093116298,237.5234981902052,2.0059181744030012,64.0,0.0,1,0.1767060892334736,59.969279456360205,1.6889436945371914,0.11251436726528395,14847.499692293553,1.0,0.0,1.0,False,9.276603487243564e-08,47504.60709855236,3599511.6308621652,3599511.6308621652,2530.028037078263,0.013234272690216162,0.14652684564405175,0.0,,,,,,initial climb,,,2.0,0.07950248750034096
3,22726.186739743054,60.15191901452325,63.30553175575858,356.43783499172986,2.672927703105279,66.0,0.0,1,0.17689025004968628,59.969279456360205,1.6888920982605764,0.11250914317056662,14846.810315935734,1.0,0.0,1.0,False,9.262565745414727e-08,47482.37847116226,3600565.6911664517,3600565.6911664517,2529.891596338694,0.013218115622797911,0.14643467621179512,0.0,,,,,,initial climb,,,2.0,0.10593871874593679
4,22725.493293983105,60.202707270349244,80.85929347269106,475.45413175021673,3.339121378240505,68.0,0.0,1,0.17707471631009794,59.969279456360205,1.6888405649752984,0.1125039256163422,14846.121802667385,1.0,0.0,1.0,False,9.248579441061447e-08,47459.81168678883,3601600.0045233336,3601600.0045233336,2529.73696519567,0.013201947867591268,0.14634097447151156,0.0,,,,,,initial climb,,,2.0,0.13234261448111934
5,22724.800696412236,60.253569193713616,98.41671488427649,594.572563590522,4.004498688292441,70.0,0.0,1,0.17725948678486705,59.969279456360205,1.6887890947230246,0.11249871460623305,14845.434152966527,1.0,0.0,1.0,False,9.23464464889518e-08,47436.90774611923,3602614.5853459574,3602614.5853459574,2529.5641625253106,0.013185769975676671,0.14624574477798075,0.0,,,,,,initial climb,,,2.0,0.15871415443247266
6,22724.108947562232,60.304504406046824,115.97761631096425,713.7933048372056,4.668918895153029,72.0,0.0,1,0.1774445602339445,59.969279456360205,1.6887376875432754,0.11249351014364437,14844.747367282507,1.0,0.0,1.0,False,9.220761441361382e-08,47404.49625642355,3602848.91375788,3603609.448898693,2528.8839416337873,0.013166803079250479,0.1461078359963988,0.0,,,,,,initial climb,,,2.0,0.1850477605909736
7,22723.418193749214,60.35549825588432,133.53690715107064,833.1172517708712,5.332342720233092,74.0,0.0,1,0.1776298835401333,59.969279456360205,1.6886863543095034,0.11248831332875778,14844.061590796317,1.0,0.0,1.0,False,9.206933748272183e-08,47369.19305464186,3602848.91375788,3604584.341422328,2528.048447061745,0.013147057799741443,0.14595693130378287,0.0,,,,,,initial climb,,,2.0,0.2113418761904565
8,22722.728475808533,60.406546281696215,151.0930242625932,952.5447504084577,5.994774243391573,76.0,0.0,1,0.1778154405875526,59.969279456360205,1.688635098056381,0.11248312446808262,14843.3768639552,1.0,0.0,1.0,False,9.19316267508349e-08,47333.82988227752,3602848.91375788,3605539.222053707,2527.2085817584652,0.013127393370722369,0.14580573695211593,0.0,,,,,,initial climb,,,2.0,0.23759666293190124
9,22722.039789498634,60.45764840823769,168.6459179113487,1072.075914793677,6.656217537725576,78.0,0.0,1,0.17800123119612773,59.969279456360205,1.6885839184686962,0.11247794352898577,14842.693182452871,1.0,0.0,1.0,False,9.179448127955177e-08,47298.4067158325,3602848.91375788,3606474.136703377,2526.364335698584,0.013107809658194075,0.14565425287676,0.0,,,,,,initial climb,,,2.0,0.2638122822482894
