Altitude	Mach	PSFC	SHP	Throttle
1724.137931	0.4	0.268617074	2684.166655	1
2586.206897	0.4	0.263495698	2684.166655	1
3448.275862	0.4	0.258444972	2684.166655	1
4310.344828	0.4	0.25346431	2684.166655	1
5172.413793	0.4	0.248553126	2684.166655	1
6034.482759	0.4	0.243710837	2684.166655	1
6896.551724	0.4	0.238936859	2684.166655	1
7758.62069	0.4	0.23423061	2684.166655	1
8620.689655	0.4	0.229591507	2684.166655	1
9482.758621	0.4	0.225018971	2684.166655	1
10344.82759	0.4	0.220512421	2684.166655	1
11206.89655	0.4	0.216071279	2684.166655	1
12068.96552	0.4	0.211694966	2684.166655	1
12931.03448	0.4	0.208393833	2671.145673	1
13793.10345	0.4	0.207586485	2626.601244	1
14655.17241	0.4	0.206890102	2581.142992	1
15517.24138	0.4	0.206128246	2536.997255	1
16379.31034	0.4	0.205381882	2493.145701	1
17241.37931	0.4	0.204527319	2451.075463	1
18103.44828	0.4	0.203864237	2407.190611	1
18965.51724	0.4	0.203152406	2364.382431	1
19827.58621	0.4	0.202346347	2323.145876	1
20689.65517	0.4	0.201723782	2280.290716	1
21551.72414	0.4	0.200953708	2239.594503	1
22413.7931	0.4	0.200359552	2197.431699	1
23275.86207	0.4	0.199686427	2156.642296	1
24137.93103	0.4	0.199038124	2116.080085	1
25000	0.4	0.198398932	2075.919334	1
0	0.42	0.280360315	2684.166655	1
862.0689655	0.42	0.275069946	2684.166655	1
1724.137931	0.42	0.269851768	2684.166655	1
2586.206897	0.42	0.264705193	2684.166655	1
3448.275862	0.42	0.259629631	2684.166655	1
4310.344828	0.42	0.254624493	2684.166655	1
5172.413793	0.42	0.249689193	2684.166655	1
6034.482759	0.42	0.244823143	2684.166655	1
6896.551724	0.42	0.240025757	2684.166655	1
7758.62069	0.42	0.23529645	2684.166655	1
8620.689655	0.42	0.230634637	2684.166655	1
9482.758621	0.42	0.226039735	2684.166655	1
10344.82759	0.42	0.221511161	2684.166655	1
11206.89655	0.42	0.217048334	2684.166655	1
12068.96552	0.42	0.212650673	2684.166655	1
12931.03448	0.42	0.208317599	2684.166655	1
13793.10345	0.42	0.206906413	2647.091793	1
14655.17241	0.42	0.206234737	2600.976202	1
15517.24138	0.42	0.205488011	2556.313285	1
16379.31034	0.42	0.20465259	2513.229813	1
17241.37931	0.42	0.203900768	2469.592862	1
18103.44828	0.42	0.203263306	2425.075507	1
18965.51724	0.42	0.202567349	2381.767909	1
19827.58621	0.42	0.201757205	2340.283165	1
20689.65517	0.42	0.201164298	2296.774724	1
21551.72414	0.42	0.200388448	2255.854337	1
22413.7931	0.42	0.199734861	2214.043602	1
23275.86207	0.42	0.199169193	2171.777573	1
24137.93103	0.42	0.198532138	2130.809317	1
25000	0.42	0.197810064	2091.243508	1
0	0.45	0.282412885	2684.166655	1
862.0689655	0.45	0.277081131	2684.166655	1
1724.137931	0.45	0.271822158	2684.166655	1
2586.206897	0.45	0.266635371	2684.166655	1
3448.275862	0.45	0.261520177	2684.166655	1
4310.344828	0.45	0.256475984	2684.166655	1
5172.413793	0.45	0.251502199	2684.166655	1
6034.482759	0.45	0.246598231	2684.166655	1
6896.551724	0.45	0.241763491	2684.166655	1
7758.62069	0.45	0.236997387	2684.166655	1
8620.689655	0.45	0.232299332	2684.166655	1
9482.758621	0.45	0.227668738	2684.166655	1
10344.82759	0.45	0.223105017	2684.166655	1
11206.89655	0.45	0.218607583	2684.166655	1
12068.96552	0.45	0.214175852	2684.166655	1
12931.03448	0.45	0.20980924	2684.166655	1
13793.10345	0.45	0.205944017	2678.472924	1
14655.17241	0.45	0.205206498	2632.663438	1
15517.24138	0.45	0.204389133	2588.366193	1
16379.31034	0.45	0.203648716	2543.579738	1
17241.37931	0.45	0.203010878	2498.026584	1
18103.44828	0.45	0.202321383	2453.630138	1
18965.51724	0.45	0.201533982	2410.913608	1
19827.58621	0.45	0.200934705	2366.453118	1
20689.65517	0.45	0.200183056	2324.297233	1
21551.72414	0.45	0.199610621	2280.572936	1
22413.7931	0.45	0.198956583	2238.307421	1
23275.86207	0.45	0.198326768	2196.282699	1
24137.93103	0.45	0.197705543	2154.679181	1
25000	0.45	0.197105601	2113.362474	1
0	0.48	0.284614651	2684.166655	1
862.0689655	0.48	0.279238511	2684.166655	1
1724.137931	0.48	0.273935782	2684.166655	1
2586.206897	0.48	0.268705865	2684.166655	1
3448.275862	0.48	0.263548162	2684.166655	1
4310.344828	0.48	0.258462077	2684.166655	1
5172.413793	0.48	0.253447013	2684.166655	1
6034.482759	0.48	0.248502374	2684.166655	1
6896.551724	0.48	0.243627565	2684.166655	1
7758.62069	0.48	0.238821992	2684.166655	1
8620.689655	0.48	0.234085061	2684.166655	1
9482.758621	0.48	0.22941618	2684.166655	1
