Altitude	Mach	PSFC	SHP	Throttle
26896.55172	0.15	0.217836082	1329.832725	1
27931.03448	0.15	0.216501485	1301.519548	1
28965.51724	0.15	0.215275595	1272.940486	1
30000	0.15	0.214177962	1244.011985	1
0	0.18	0.26835423	2080.229158	1
1034.482759	0.18	0.262245502	2080.229158	1
2068.965517	0.18	0.256237138	2080.229158	1
3103.448276	0.18	0.251496146	2070.568343	1
4137.931034	0.18	0.249756893	2036.591251	1
5172.413793	0.18	0.248040612	2002.769581	1
6206.896552	0.18	0.246346974	1969.110507	1
7241.37931	0.18	0.244675652	1935.621131	1
8275.862069	0.18	0.243026316	1902.308504	1
9310.344828	0.18	0.241398629	1869.17965	1
10344.82759	0.18	0.239792245	1836.241588	1
11379.31034	0.18	0.238323108	1802.621201	1
12413.7931	0.18	0.236774834	1769.97185	1
13448.27586	0.18	0.235249478	1737.517168	1
14482.75862	0.18	0.233747116	1705.261439	1
15517.24138	0.18	0.232267883	1673.208554	1
16551.72414	0.18	0.23081199	1641.361951	1
17586.2069	0.18	0.229379735	1609.724538	1
18620.68966	0.18	0.227971527	1578.29859	1
19655.17241	0.18	0.226465435	1547.9223	1
20689.65517	0.18	0.225081041	1517.086854	1
21724.13793	0.18	0.223716518	1486.501544	1
22758.62069	0.18	0.222371313	1456.173967	1
23793.10345	0.18	0.221148686	1425.442047	1
24827.58621	0.18	0.219869056	1395.480383	1
25862.06897	0.18	0.218615026	1365.753901	1
26896.55172	0.18	0.217388063	1336.25923	1
27931.03448	0.18	0.216059487	1307.780872	1
28965.51724	0.18	0.214844764	1279.004275	1
30000	0.18	0.213765887	1249.83273	1
0	0.22	0.269610629	2080.229158	1
1034.482759	0.22	0.263471634	2080.229158	1
2068.965517	0.22	0.25743351	2080.229158	1
3103.448276	0.22	0.251495286	2080.229158	1
4137.931034	0.22	0.248485365	2056.542655	1
5172.413793	0.22	0.246799049	2022.201684	1
6206.896552	0.22	0.24513472	1988.032983	1
7241.37931	0.22	0.243492062	1954.043595	1
8275.862069	0.22	0.241870754	1920.240519	1
9310.344828	0.22	0.240270468	1886.630736	1
10344.82759	0.22	0.238798387	1852.386784	1
11379.31034	0.22	0.237254186	1819.078494	1
12413.7931	0.22	0.235732402	1785.968642	1
13448.27586	0.22	0.234233083	1753.061686	1
14482.75862	0.22	0.23275633	1720.361719	1
15517.24138	0.22	0.231302309	1687.872422	1
16551.72414	0.22	0.229871265	1655.596998	1
17586.2069	0.22	0.228463533	1623.538085	1
18620.68966	0.22	0.22697103	1592.458794	1
19655.17241	0.22	0.22558881	1560.98386	1
20689.65517	0.22	0.224226333	1529.761011	1
21724.13793	0.22	0.222883148	1498.79733	1
22758.62069	0.22	0.221558658	1468.100674	1
23793.10345	0.22	0.220365121	1436.942383	1
24827.58621	0.22	0.219107422	1406.613263	1
25862.06897	0.22	0.217875313	1376.524602	1
26896.55172	0.22	0.216564447	1347.331047	1
27931.03448	0.22	0.215350457	1317.932105	1
28965.51724	0.22	0.214153409	1288.836014	1
30000	0.22	0.213105769	1259.262499	1
0	0.25	0.270720009	2080.229158	1
1034.482759	0.25	0.264554294	2080.229158	1
2068.965517	0.25	0.258489897	2080.229158	1
3103.448276	0.25	0.252525843	2080.229158	1
4137.931034	0.25	0.247377476	2074.205552	1
5172.413793	0.25	0.245717121	2039.404211	1
6206.896552	0.25	0.244078188	2004.783753	1
7241.37931	0.25	0.24246037	1970.35117	1
8275.862069	0.25	0.240863355	1936.113418	1
9310.344828	0.25	0.239286819	1902.077443	1
10344.82759	0.25	0.237843043	1867.365606	1
11379.31034	0.25	0.23632227	1833.641515	1
12413.7931	0.25	0.234823507	1800.123305	1
13448.27586	0.25	0.233346824	1766.815274	1
14482.75862	0.25	0.231892346	1733.721341	1
15517.24138	0.25	0.230460266	1700.844992	1
16551.72414	0.25	0.229050859	1668.189213	1
17586.2069	0.25	0.227664497	1635.756389	1
18620.68966	0.25	0.226186424	1604.365258	1
19655.17241	0.25	0.224823703	1572.53943	1
20689.65517	0.25	0.22348024	1540.97363	1
21724.13793	0.25	0.222155556	1509.675111	1
22758.62069	0.25	0.22084901	1478.65199	1
23793.10345	0.25	0.219681455	1447.111342	1
24827.58621	0.25	0.218442942	1416.456094	1
25862.06897	0.25	0.21723005	1386.045791	1
26896.55172	0.25	0.215928865	1356.601614	1
27931.03448	0.25	0.214730954	1326.910849	1
28965.51724	0.25	0.213652292	1296.906319	1
30000	0.25	0.212530049	1267.595008	1
0	0.28	0.271973456	2080.229158	1
1034.482759	0.28	0.265777555	2080.229158	1
2068.965517	0.28	0.259683478	2080.229158	1
3103.448276	0.28	0.253690246	2080.229158	1
4137.931034	0.28	0.24779688	2080.229158	1
5172.413793	0.28	0.244510546	2058.89056	1
6206.896552	0.28	0.242899775	2023.757701	1
7241.37931	0.28	0.241309507	1988.822475	1
8275.862069	0.28	0.239739435	1954.091791	1
9310.344828	0.28	0.238189244	1919.572558	1
10344.82759	0.28	0.23677726	1884.32691	1
11379.31034	0.28	0.235282535	1850.131017	1
12413.7931	0.28	0.233809377	1816.149442	1
13448.27586	0.28	0.232357882	1782.386294	1
14482.75862	0.28	0.230928203	1748.845289	1
15517.24138	0.28	0.229520564	1715.529682	1
16551.72414	0.28	0.228135274	1682.442198	1
17586.2069	0.28	0.226670358	1650.330052	1
18620.68966	0.28	0.22531019	1617.844324	1
19655.17241	0.28	0.223969124	1585.620942	1
20689.65517	0.28	0.222646768	1553.666699	1
21724.13793	0.28	0.221342605	1521.989074	1
22758.62069	0.28	0.220159464	1489.895605	1
23793.10345	0.28	0.218918139	1458.616708	1
24827.58621	0.28	0.217701117	1427.591028	1
25862.06897	0.28	0.216509798	1396.815133	1
26896.55172	0.28	0.215218386	1367.09365	1
27931.03448	0.28	0.214038215	1337.073277	1
28965.51724	0.28	0.212988756	1306.667436	1
30000	0.28	0.211887606	1277.015794	1
0	0.3	0.272889551	2080.229158	1
1034.482759	0.3	0.266671593	2080.229158	1
2068.965517	0.3	0.260555827	2080.229158	1
3103.448276	0.3	0.254541272	2080.229158	1
4137.931034	0.3	0.248626947	2080.229158	1
5172.413793	0.3	0.243639144	2073.165771	1
6206.896552	0.3	0.242048607	2037.6571	1
7241.37931	0.3	0.240478134	2002.35325	1
8275.862069	0.3	0.238927424	1967.261097	1
9310.344828	0.3	0.237504464	1931.506385	1
10344.82759	0.3	0.236007306	1896.748149	1
11379.31034	0.3	0.234531342	1862.206085	1
12413.7931	0.3	0.233076634	1827.884522	1
13448.27586	0.3	0.231643295	1793.787428	1
14482.75862	0.3	0.230231499	1759.918359	1
15517.24138	0.3	0.228841494	1726.280399	1
16551.72414	0.3	0.227473615	1692.876073	1
17586.2069	0.3	0.226020757	1660.496996	1
18620.68966	0.3	0.224676548	1627.713358	1
19655.17241	0.3	0.22335106	1595.198705	1
20689.65517	0.3	0.222043881	1562.959953	1
21724.13793	0.3	0.220754461	1531.00476	1
22758.62069	0.3	0.219592035	1498.590967	1
23793.10345	0.3	0.218366313	1467.03594	1
24827.58621	0.3	0.217164883	1435.738167	1
25862.06897	0.3	0.215888013	1405.35225	1
26896.55172	0.3	0.214704145	1374.77381	1
27931.03448	0.3	0.213536644	1344.512711	1
28965.51724	0.3	0.212509147	1313.807117	1
30000	0.3	0.211423454	1283.904718	1
0	0.32	0.273870345	2080.229158	1
1034.482759	0.32	0.267628775	2080.229158	1
2068.965517	0.32	0.261489792	2080.229158	1
3103.448276	0.32	0.255452411	2080.229158	1
4137.931034	0.32	0.249515648	2080.229158	1
5172.413793	0.32	0.243678521	2080.229158	1
6206.896552	0.32	0.241146599	2052.568102	1
7241.37931	0.32	0.239597008	2016.868422	1
8275.862069	0.32	0.238066724	1981.388156	1
9310.344828	0.32	0.236668229	1945.206675	1
10344.82759	0.32	0.235191247	1910.069777	1
11379.31034	0.32	0.233735117	1875.155827	1
12413.7931	0.32	0.23229992	1840.469013	1
13448.27586	0.32	0.230885789	1806.013144	1
14482.75862	0.32	0.22949292	1771.791604	1
15517.24138	0.32	0.228121587	1737.807282	1
