Altitude,FR,F_prop,Mach,Ratio,eta
18965.51724,293.2577369,5126.004219,0.4,0.057209812,0.6
19827.58621,294.0987355,5053.801338,0.4,0.058193569,0.6
20689.65517,294.8064011,4981.868568,0.4,0.059175869,0.6
21551.72414,295.1051432,4907.497018,0.4,0.060133535,0.6
22413.7931,295.4995434,4835.593623,0.4,0.061109259,0.6
23275.86207,295.7605029,4763.888509,0.4,0.062083842,0.6
24137.93103,295.8897229,4692.374514,0.4,0.063057568,0.6
25000,296.158626,4623.593316,0.4,0.064053779,0.6
0,490.5663518,9411.274211,0.2,0.052125391,0.5
862.0689655,492.7938883,9419.697586,0.2,0.052315256,0.5
1724.137931,495.0710525,9427.694323,0.2,0.052512421,0.5
2586.206897,497.4001869,9435.247187,0.2,0.05271724,0.5
3448.275862,496.9532908,9394.125295,0.2,0.052900432,0.5
4310.344828,492.2418933,9279.980086,0.2,0.053043421,0.5
5172.413793,487.5290409,9165.878428,0.2,0.05318956,0.5
6034.482759,482.8156471,9051.840565,0.2,0.053338947,0.5
6896.551724,478.1026223,8937.886778,0.2,0.053491685,0.5
7758.62069,473.3908764,8824.037419,0.2,0.053647877,0.5
8620.689655,468.6813209,8710.312942,0.2,0.053807633,0.5
9482.758621,463.9748727,8596.733951,0.2,0.053971063,0.5
10344.82759,459.272457,8483.32125,0.2,0.054138284,0.5
11206.89655,454.3421236,8366.307139,0.2,0.054306173,0.5
12068.96552,449.6242499,8252.885623,0.2,0.054480853,0.5
12931.03448,444.9097927,8139.643686,0.2,0.054659615,0.5
13793.10345,440.1992326,8026.596218,0.2,0.054842578,0.5
14655.17241,435.4929983,7913.757499,0.2,0.055029864,0.5
15517.24138,430.7914597,7801.141106,0.2,0.055221596,0.5
16379.31034,426.0949185,7688.759798,0.2,0.0554179,0.5
17241.37931,421.4035967,7576.625372,0.2,0.055618904,0.5
18103.44828,416.7176233,7464.748486,0.2,0.055824737,0.5
18965.51724,412.2515097,7356.441339,0.2,0.056039529,0.5
19827.58621,407.6117699,7245.628574,0.2,0.056256233,0.5
20689.65517,402.9837673,7135.191081,0.2,0.056478343,0.5
21551.72414,398.3844717,7025.392982,0.2,0.056706361,0.5
22413.7931,393.576603,6912.682921,0.2,0.056935434,0.5
23275.86207,389.2478471,6806.370794,0.2,0.057188751,0.5
24137.93103,384.4647046,6694.436347,0.2,0.057430482,0.5
25000,379.8709742,6585.557286,0.2,0.057682434,0.5
0,288.5078956,6575.911084,0.3,0.043873448,0.5
862.0689655,295.2772472,6590.364551,0.3,0.044804388,0.5
1724.137931,301.99934,6604.782599,0.3,0.045724342,0.5
2586.206897,308.6783835,6619.158508,0.3,0.046634082,0.5
3448.275862,315.3186457,6633.485196,0.3,0.047534386,0.5
4310.344828,321.9244579,6647.755207,0.3,0.04842604,0.5
5172.413793,326.8742983,6639.947102,0.3,0.049228449,0.5
6034.482759,326.5447581,6561.625475,0.3,0.049765833,0.5
6896.551724,326.119501,6483.363873,0.3,0.050300971,0.5
7758.62069,325.6010917,6405.174747,0.3,0.050834068,0.5
8620.689655,324.9920789,6327.070678,0.3,0.051365331,0.5
9482.758621,324.0814351,6246.239141,0.3,0.05188425,0.5
10344.82759,323.2751116,6168.04551,0.3,0.052411272,0.5
11206.89655,322.3827031,6089.938922,0.3,0.052936935,0.5
12068.96552,321.4062829,6011.92768,0.3,0.053461435,0.5
12931.03448,320.3478587,5934.019652,0.3,0.053984968,0.5
13793.10345,319.2093663,5856.222207,0.3,0.054507728,0.5
14655.17241,317.9926625,5778.542136,0.3,0.055029912,0.5
15517.24138,316.6995162,5700.985559,0.3,0.055551713,0.5
16379.31034,315.3315972,5623.557806,0.3,0.056073327,0.5
17241.37931,313.8904623,5546.263268,0.3,0.056594945,0.5
18103.44828,312.5977514,5471.867674,0.3,0.057128164,0.5
18965.51724,311.0506647,5395.285399,0.3,0.05765231,0.5
19827.58621,309.4410155,5318.921327,0.3,0.0581774,0.5
20689.65517,307.787231,5242.988353,0.3,0.058704542,0.5
21551.72414,306.1258802,5166.909874,0.3,0.059247381,0.5
22413.7931,304.1649884,5089.038448,0.3,0.059768656,0.5
23275.86207,302.2968499,5013.227307,0.3,0.060299849,0.5
24137.93103,300.3705601,4937.617827,0.3,0.060833092,0.5
25000,298.3863577,4862.201371,0.3,0.061368573,0.5
0,82.15980009,4997.845695,0.4,0.016439043,0.5
862.0689655,93.62632669,5010.926257,0.4,0.018684435,0.5
1724.137931,104.944956,5024.066928,0.4,0.020888447,0.5
2586.206897,116.1218477,5037.265897,0.4,0.023052555,0.5
3448.275862,127.1631882,5050.521181,0.4,0.025178231,0.5
4310.344828,138.0751956,5063.830623,0.4,0.027266946,0.5
5172.413793,148.8641248,5077.191881,0.4,0.029320169,0.5
6034.482759,159.5362725,5090.602426,0.4,0.03133937,0.5
6896.551724,170.0979835,5104.059526,0.4,0.033326019,0.5
7758.62069,177.346108,5081.373983,0.4,0.034901211,0.5
8620.689655,180.9179589,5019.189174,0.4,0.036045256,0.5
9482.758621,184.3038684,4957.098399,0.4,0.037179788,0.5
10344.82759,187.5076478,4895.107357,0.4,0.038305114,0.5
11206.89655,190.5330226,4833.221398,0.4,0.039421538,0.5
12068.96552,193.3836277,4771.44547,0.4,0.040529359,0.5
12931.03448,196.0630005,4709.784066,0.4,0.041628873,0.5
13793.10345,198.5745736,4648.241142,0.4,0.042720368,0.5
14655.17241,200.921664,4586.820031,0.4,0.043804131,0.5
15517.24138,203.2931486,4527.51537,0.4,0.044901703,0.5
16379.31034,205.350142,4466.646961,0.4,0.045974115,0.5
17241.37931,207.2571001,4405.95797,0.4,0.04704019,0.5
18103.44828,209.0178108,4345.458219,0.4,0.048100292,0.5
18965.51724,210.6521569,4285.326479,0.4,0.049156618,0.5
19827.58621,212.2210478,4225.071444,0.4,0.050228984,0.5
20689.65517,213.5750223,4165.207666,0.4,0.05127596,0.5
21551.72414,214.5831325,4103.364377,0.4,0.052294438,0.5
22413.7931,215.6351329,4043.528952,0.4,0.05332845,0.5
23275.86207,216.5550488,3983.858404,0.4,0.054358119,0.5
24137.93103,217.3447537,3924.346711,0.4,0.055383678,0.5
25000,218.2216384,3867.140104,0.4,0.056429721,0.5
0,390.4833553,7623.730146,0.2,0.051219462,0.4
862.0689655,392.1392218,7633.487951,0.2,0.05137091,0.4
1724.137931,393.8041416,7642.269314,0.2,0.051529739,0.4
2586.206897,395.5032749,7650.758609,0.2,0.051694648,0.4
3448.275862,395.019924,7619.497639,0.2,0.051843303,0.4
4310.344828,391.1914189,7528.503189,0.2,0.051961381,0.4
5172.413793,387.360906,7437.525534,0.2,0.05208196,0.4
6034.482759,383.5291684,7346.580515,0.2,0.052205127,0.4
6896.551724,379.6969855,7255.684004,0.2,0.05233097,0.4
7758.62069,375.8651352,7164.851936,0.2,0.052459582,0.4
8620.689655,372.0343955,7074.100334,0.2,0.052591054,0.4
9482.758621,368.2055475,6983.44535,0.2,0.052725486,0.4
10344.82759,364.3793777,6892.903304,0.2,0.052862975,0.4
11206.89655,360.3766355,6799.412271,0.2,0.053001145,0.4
12068.96552,356.5379212,6708.815512,0.2,0.05314469,0.4
12931.03448,352.7016331,6618.340438,0.2,0.053291552,0.4
13793.10345,348.8682131,6527.998532,0.2,0.053441834,0.4
14655.17241,345.038063,6437.800782,0.2,0.053595642,0.4
15517.24138,341.2115388,6347.757603,0.2,0.053753083,0.4
16379.31034,337.3889439,6257.878747,0.2,0.053914267,0.4
17241.37931,333.5705206,6168.173174,0.2,0.054079305,0.4
18103.44828,329.75644,6078.648918,0.2,0.054248311,0.4
18965.51724,326.1134135,5992.030067,0.2,0.054424529,0.4
19827.58621,322.3357368,5903.318983,0.2,0.05460246,0.4
20689.65517,318.5675518,5814.884238,0.2,0.054784848,0.4
21551.72414,314.8096917,5726.744097,0.2,0.054971845,0.4
22413.7931,311.0630773,5638.918197,0.2,0.055163609,0.4
23275.86207,307.328748,5551.427979,0.2,0.055360305,0.4
24137.93103,303.4350357,5461.579895,0.2,0.055558106,0.4
25000,299.6903422,5374.248277,0.2,0.055764142,0.4
0,198.8809893,5289.048472,0.3,0.037602414,0.4
862.0689655,204.7344743,5298.575802,0.3,0.038639529,0.4
1724.137931,210.7457636,5310.787588,0.3,0.039682582,0.4
2586.206897,216.6960428,5323.000263,0.3,0.04070938,0.4
3448.275862,222.5889596,5335.20951,0.3,0.041720753,0.4
4310.344828,228.4281941,5347.410709,0.3,0.042717533,0.4
5172.413793,232.958703,5341.83657,0.3,0.043610227,0.4
6034.482759,233.3786404,5279.379939,0.3,0.044205691,0.4
6896.551724,233.7034007,5216.968895,0.3,0.044796779,0.4
7758.62069,233.9354285,5154.613301,0.3,0.045383701,0.4
8620.689655,234.0771492,5092.32312,0.3,0.045966673,0.4
9482.758621,233.9675934,5027.849436,0.3,0.046534328,0.4
10344.82759,233.9178354,4965.481426,0.3,0.047108793,0.4
11206.89655,233.7826258,4903.179942,0.3,0.047679797,0.4
12068.96552,233.5640023,4840.951489,0.3,0.04824754,0.4
12931.03448,233.2639465,4778.802216,0.3,0.04881222,0.4
13793.10345,232.8843793,4716.73787,0.3,0.049374035,0.4
14655.17241,232.4271556,4654.763723,0.3,0.04993318,0.4
15517.24138,231.8940576,4592.884503,0.3,0.050489852,0.4
16379.31034,231.2867872,4531.104298,0.3,0.051044243,0.4
17241.37931,230.606955,4469.426429,0.3,0.051596543,0.4
18103.44828,230.0254529,4410.088188,0.3,0.052158924,0.4
18965.51724,229.2327676,4348.975518,0.3,0.052709602,0.4
19827.58621,228.376903,4288.033414,0.3,0.053259124,0.4
20689.65517,227.4600566,4227.273601,0.3,0.053807744,0.4
21551.72414,226.4844944,4166.708927,0.3,0.054355727,0.4
22413.7931,225.3103212,4104.526171,0.3,0.054893138,0.4
23275.86207,224.1903865,4043.970357,0.3,0.055438187,0.4
24137.93103,223.0142376,3983.599869,0.3,0.055983092,0.4
25000,221.7800234,3923.37734,0.3,0.056527834,0.4
0,2.628587053,4010.624121,0.4,0.000655406,0.4
862.0689655,13.07206764,4019.124908,0.4,0.003252466,0.4
1724.137931,23.58015465,4029.786403,0.4,0.005851465,0.4
2586.206897,33.92826799,4040.51138,0.4,0.008397023,0.4
3448.275862,44.12201013,4051.299109,0.4,0.01089083,0.4
4310.344828,54.16698604,4062.14872,0.4,0.013334565,0.4
5172.413793,64.0688069,4073.059194,0.4,0.015729898,0.4
6034.482759,73.83309401,4084.029362,0.4,0.018078492,0.4
6896.551724,83.46548265,4095.057885,0.4,0.020382003,0.4
7758.62069,90.52486098,4077.115237,0.4,0.022203165,0.4
8620.689655,94.73468934,4027.452457,0.4,0.023522237,0.4
9482.758621,98.76087739,3977.864218,0.4,0.024827614,0.4
10344.82759,102.6072084,3928.355048,0.4,0.026119637,0.4
11206.89655,106.2773887,3878.929193,0.4,0.027398641,0.4
12068.96552,109.7750438,3829.590577,0.4,0.028664956,0.4
12931.03448,113.1037142,3780.34276,0.4,0.029918905,0.4
13793.10345,116.2668491,3731.188865,0.4,0.031160805,0.4
14655.17241,119.2677997,3682.131521,0.4,0.032390967,0.4
15517.24138,122.2510497,3634.772919,0.4,0.033633752,0.4
16379.31034,124.9595845,3586.156972,0.4,0.034844985,0.4
17241.37931,127.5193301,3537.683752,0.4,0.036045995,0.4
18103.44828,129.933953,3489.361113,0.4,0.037237176,0.4
18965.51724,132.2071356,3441.197547,0.4,0.038418932,0.4
19827.58621,134.342597,3393.202383,0.4,0.039591684,0.4
20689.65517,136.3441183,3345.386033,0.4,0.04075587,0.4
21551.72414,138.0490372,3295.947734,0.4,0.041884474,0.4
22413.7931,139.7583395,3248.146538,0.4,0.043027104,0.4
23275.86207,141.3369697,3200.475448,0.4,0.044161242,0.4
24137.93103,142.7869876,3152.929482,0.4,0.045287086,0.4
25000,144.2955762,3107.470639,0.4,0.046435057,0.4
