,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
1999,21933.664697312182,150.43715866188296,6095.999999999999,139299.65992628422,312.9201968100504,1322.3852326261317,3,0.4760171657840233,109.81001949212914,0.4861387692043285,0.033789534506662354,14950.434939943289,1.0,0.0,1.0,False,7.860670690231035e-08,15520.137894243697,2553699.0775726563,2553699.0775726563,816.8896546345604,0.0,0.0259739064202172,,,,,,climb,,0.4812372354399409,0.20000000000004547
2000,21933.6245497372,150.442353443167,6095.999999999999,139329.7473580166,312.9603445723064,1322.5852326261318,3,0.4760336032459223,109.81381136801362,0.4861043072252113,0.03378858245908257,14951.046202075288,1.0,0.0,1.0,False,7.860647729115251e-08,15519.709099087275,2553718.4491335806,2553718.4491335806,816.8267105786127,0.0,0.025926535567455986,,,,,,climb,,0.4812372354399409,0.20000000000004547
2001,21933.584401974946,150.4475387502805,6095.999999999999,139359.83582870525,313.0004925215026,1322.7852326261318,3,0.4760500107294047,109.81759632832707,0.48606991006120104,0.033787632274580516,14951.656383012241,1.0,0.0,1.0,False,7.860624810755607e-08,15519.281107565528,2553737.785657223,2553737.785657223,816.7638792671285,0.0,0.025879250475001097,,,,,,climb,,0.4812372354399409,0.20000000000004547
2002,21933.54425402575,150.45271460037551,6095.999999999999,139389.92533645532,313.0406406573054,1322.9852326261318,3,0.4760663882887436,109.82137438558951,0.4860355775816631,0.03378668394913853,14952.265484516989,1.0,0.0,1.0,False,7.860601935071567e-08,15518.853918142351,2553757.08720592,2553757.08720592,816.7011605034302,0.0,0.025832050992915506,,,,,,climb,,0.4812372354399409,0.20000000000004547
2003,21933.504105889948,150.45788101057408,6095.999999999999,139420.0158793754,313.0807889793817,1323.185232626132,3,0.47608273597811684,109.82514555229895,0.4860013096562434,0.03378573747874859,14952.873508350041,1.0,0.0,1.0,False,7.860579101982735e-08,15518.427529284652,2553776.3538419046,2553776.3538419046,816.6385540911591,0.0,0.025784936971504656,,,,,,climb,,0.4812372354399409,0.20000000000004547
2004,21933.46395756787,150.4630379979684,6095.999999999999,139450.1074555775,313.120937487399,1323.385232626132,3,0.47609905385160806,109.82890984093167,0.4859671061548668,0.033784792859412244,14953.480456269574,1.0,0.0,1.0,False,7.860556311408852e-08,15518.001939462332,2553795.5856273053,2553795.5856273053,816.5760598342755,0.0,0.025737908261315813,,,,,,climb,,0.4812372354399409,0.20000000000004547
2005,21933.423809059852,150.46818557962067,6095.999999999999,139480.2000631771,313.1610861810254,1323.585232626132,3,0.476115341963206,109.83266726394206,0.4859329669477382,0.03378385008714059,14954.086330031396,1.0,0.0,1.0,False,7.860533563269816e-08,15517.577147148275,2553814.782624146,2553814.782624146,816.5136775370487,0.0,0.025690964713138982,,,,,,climb,,0.4812372354399409,0.20000000000004547
2006,21933.383660366224,150.4733237725633,6095.999999999999,139510.29370029303,313.2012350599295,1323.785232626132,3,0.4761316003668049,109.83641783376274,0.48589889190534025,0.03378290915795428,14954.691131389005,1.0,0.0,1.0,False,7.860510857485608e-08,15517.153150818333,2553833.944894344,2553833.944894344,816.4514070040706,0.0,0.02564410617800391,,,,,,climb,,0.4812372354399409,0.20000000000004547
2007,21933.34351148732,150.4784525937989,6095.999999999999,139540.38836504755,313.24138412378056,1323.985232626132,3,0.47614782911620496,109.84016156280455,0.4858648808984334,0.033781970067883436,14955.294862093528,1.0,0.0,1.0,False,7.860488193976486e-08,15516.729948951364,2553853.072499717,2553853.072499717,816.3892480402423,0.0,0.025597332507184413,,,,,,climb,,0.4812372354399409,0.20000000000004547
2008,21933.30336242347,150.48357206030033,6095.999999999999,139570.4840555663,313.2815333722484,1324.1852326261321,3,0.47616402826511217,109.84389846345671,0.4858309337980547,0.033781032812967675,14955.89752389378,1.0,0.0,1.0,False,7.860465572662764e-08,15516.307540029165,2553872.1655019745,2553872.1655019745,816.327200450784,0.0,0.02555064355219241,,,,,,climb,,0.4812372354399409,0.20000000000004547
2009,21933.263213175003,150.48868218901077,6095.999999999999,139600.58076997838,313.3216828050034,1324.3852326261322,3,0.4761801978671385,109.84762854808669,0.4857970504755183,0.03378009738925608,14956.49911853623,1.0,0.0,1.0,False,7.860442993464941e-08,15515.885922536507,2553891.2239627233,2553891.2239627233,816.2652640412254,0.0,0.025504039164781483,,,,,,climb,,0.4812372354399409,0.20000000000004547
2010,21933.223063742247,150.49378299684372,6095.999999999999,139630.67850641618,313.3618324217164,1324.5852326261322,3,0.47619633797580213,109.8513518290403,0.4857632308024139,0.033779163792807154,14957.099647764999,1.0,0.0,1.0,False,7.860420456303697e-08,15515.46509496113,2553910.2479434675,2553910.2479434675,816.2034386174147,0.0,0.02545751919694663,,,,,,climb,,0.4812372354399409,0.20000000000004547
2011,21933.182914125533,150.49887450068312,6095.999999999999,139660.77726301554,313.40198222205896,1324.7852326261323,3,0.4762124486445276,109.85506831864181,0.4857294746506055,0.03377823201968878,14957.699113321894,1.0,0.0,1.0,False,7.860397961099749e-08,15515.045055793707,2553929.2375056064,2553929.2375056064,816.1417239855107,0.0,0.02541108350092079,,,,,,climb,,0.4812372354399409,0.20000000000004547
2012,21933.142764325192,150.5039567173833,6095.999999999999,139690.87703791566,313.44213220570316,1324.9852326261323,3,0.47622852992664594,109.85877802919387,0.4856957818922326,0.033777302065978225,14958.29751694636,1.0,0.0,1.0,False,7.860375507774124e-08,15514.625803527872,2553948.192710438,2553948.192710438,816.0801199519849,0.0,0.02536473192917856,,,,,,climb,,0.4812372354399409,0.20000000000004547
