,TP_total_temperature,TP_total_pressure
20,"[101325.29951527814, 101325.29951527814, 500.2299043724366, 684.8068700926124, 1422.1432887009637, 1255.6925088945238, 1066.1682351007432, 858.056947242691, 858.056947242691]","[101325.29951527814, 101325.29951527814, 522854.8129040454, 1316414.2532494946, 1224265.25552203, 674819.793696892, 308435.0693332666, 111719.94052074483, 111719.94052074483]"
21,"[101325.3300910955, 101325.3300910955, 500.22991358143025, 684.8068656946823, 1422.143183861255, 1255.6924153906057, 1066.1681550456103, 858.0568799014545, 858.0568799014545]","[101325.3300910955, 101325.3300910955, 522854.8652063478, 1316414.2888283022, 1224265.288610321, 674819.809531148, 308435.0756513891, 111719.94103590609, 111719.94103590609]"
22,"[101325.36214471915, 101325.36214471915, 500.22992323546083, 684.8068610840877, 1422.143073954036, 1255.692317367102, 1066.1680711209501, 858.0568093053096, 858.0568093053096]","[101325.36214471915, 101325.36214471915, 522854.92003637244, 1316414.3261261259, 1224265.323297297, 674819.8261304004, 308435.0822747366, 111719.94157595775, 111719.94157595775]"
23,"[101325.39567507085, 101325.39567507085, 500.22993333394, 684.8068562604913, 1422.1429589812406, 1255.6922148257395, 1066.1679833282428, 858.0567354558923, 858.0567354558923]","[101325.39567507085, 101325.39567507085, 522854.97739145486, 1316414.3651389012, 1224265.359579178, 674819.8434926138, 308435.089202399, 111719.94214084104, 111719.94214084104]"
24,"[101325.43068107235, 101325.43068107235, 500.2299438774498, 684.8068512257449, 1422.142838952654, 1255.6921077752395, 1066.1678916749484, 858.0566583581312, 858.0566583581312]","[101325.43068107235, 101325.43068107235, 522855.0372725705, 1316414.4058750446, 1224265.3974637915, 674819.8616223123, 308435.0964365196, 111719.94273067759, 111719.94273067759]"
25,"[101325.46716164579, 101325.46716164579, 500.2299548647585, 684.8068459783082, 1422.1427138658946, 1255.6919962134834, 1066.1677961592602, 858.0565780118532, 858.0565780118532]","[101325.46716164579, 101325.46716164579, 522855.09967505396, 1316414.448323632, 1224265.4369409778, 674819.8805138565, 308435.1039745101, 111719.94334530958, 111719.94334530958]"
26,"[101325.50511571352, 101325.50511571352, 500.2299662960094, 684.8068405192115, 1422.1425837278011, 1255.6918801465677, 1066.1676967863941, 858.0564944207504, 858.0564944207504]","[101325.50511571352, 101325.50511571352, 522855.16459851677, 1316414.4924883984, 1224265.4780142107, 674819.900169309, 308435.11181736825, 111719.94398479076, 111719.94398479076]"
27,"[101325.54454219794, 101325.54454219794, 500.2299781708778, 684.8068348486106, 1422.1424485420737, 1255.6917595777927, 1066.1675935591757, 858.0564075872003, 858.0564075872003]","[101325.54454219794, 101325.54454219794, 522855.2320411142, 1316414.5383680903, 1224265.520682324, 674819.920588113, 308435.1199648713, 111719.94464910313, 111719.94464910313]"
28,"[101325.58544002178, 101325.58544002178, 500.2299904883956, 684.8068289654574, 1422.1423083080958, 1255.6916345066124, 1066.1674864771426, 858.0563175117686, 858.0563175117686]","[101325.58544002178, 101325.58544002178, 522855.3019990017, 1316414.585954592, 1224265.5649377706, 674819.9417661047, 308435.1284151185, 111719.94533812927, 111719.94533812927]"
29,"[101325.62780810792, 101325.62780810792, 500.2300032488813, 684.8068228711104, 1422.1421630338816, 1255.6915049401705, 1066.167375546406, 858.0562241986411, 858.0562241986411]","[101325.62780810792, 101325.62780810792, 522855.3744723362, 1316414.6352535102, 1224265.6107857646, 674819.9637063311, 308435.1371695653, 111719.94605195023, 111719.94605195023]"
30,"[101325.67164537955, 101325.67164537955, 500.2300164518646, 684.8068165654522, 1422.1420127221486, 1255.6913708808913, 1066.1672607690425, 858.0561276497814, 858.0561276497814]","[101325.67164537955, 101325.67164537955, 522855.44945882045, 1316414.6862620343, 1224265.658223692, 674819.9864074159, 308435.14622760797, 111719.9467905253, 111719.9467905253]"
31,"[101325.71695075979, 101325.71695075979, 500.23003009719633, 684.8068100489664, 1422.141857377773, 1255.6912323331228, 1066.1671421487738, 858.0560278680597, 858.0560278680597]","[101325.71695075979, 101325.71695075979, 522855.52695715695, 1316414.7389807818, 1224265.7072521271, 674820.0098697837, 308435.155589482, 111719.94755386359, 111719.94755386359]"
32,"[101325.76372317222, 101325.76372317222, 500.23004418428866, 684.8068033213157, 1422.1416970026853, 1255.6910892985888, 1066.1670196870775, 858.0559248551092, 858.0559248551092]","[101325.76372317222, 101325.76372317222, 522855.60696468403, 1316414.793405691, 1224265.7578672927, 674820.034091403, 308435.16525427817, 111719.9483419061, 111719.9483419061]"
33,"[101325.81196154052, 101325.81196154052, 500.2300587128173, 684.8067963826558, 1422.1415316005828, 1255.6909417805862, 1066.1668933867763, 858.0558186133051, 858.0558186133051]","[101325.81196154052, 101325.81196154052, 522855.6894795596, 1316414.8495355106, 1224265.810068025, 674820.0590717145, 308435.1752217734, 111719.94915463483, 111719.94915463483]"
34,"[101325.86166478867, 101325.86166478867, 500.23007368292605, 684.8067892340174, 1422.1413611783005, 1255.6907897852086, 1066.166763253084, 858.0557091463373, 858.0557091463373]","[101325.86166478867, 101325.86166478867, 522855.7745013973, 1316414.9073739788, 1224265.8638578004, 674820.0848127861, 308435.1854929673, 111719.94999210382, 111719.94999210382]"
35,"[101325.9128318407, 101325.9128318407, 500.23008909402694, 684.8067818750629, 1422.141185737767, 1255.6906333141776, 1066.166629287476, 858.0555964558389, 858.0555964558389]","[101325.9128318407, 101325.9128318407, 522855.86202753615, 1316414.9669170326, 1224265.9192328404, 674820.1113125822, 308435.19606694934, 111719.9508542542, 111719.9508542542]"
36,"[101325.96546162094, 101325.96546162094, 500.23010494488915, 684.8067743042521, 1422.1410052765975, 1255.6904723653718, 1066.166491488144, 858.0554805416343, 858.0554805416343]","[101325.96546162094, 101325.96546162094, 522855.9520533147, 1316415.0281537524, 1224265.9761829898, 674820.1385654646, 308435.20694113197, 111719.95174092815, 111719.95174092815]"
37,"[101326.0195530539, 101326.0195530539, 500.2301212364172, 684.8067665240384, 1422.1408198067259, 1255.6903069494272, 1066.1663498641842, 858.055361409551, 858.055361409551]","[101326.0195530539, 101326.0195530539, 522856.04458071286, 1316415.0910959872, 1224266.034719268, 674820.166577762, 308435.2181184989, 111719.95265229707, 111719.95265229707]"
38,"[101326.07510506434, 101326.07510506434, 500.2301379679942, 684.8067585340295, 1422.1406293298846, 1255.6901370678906, 1066.1662044169232, 858.0552390611394, 858.0552390611394]","[101326.07510506434, 101326.07510506434, 522856.1396069799, 1316415.155739365, 1224266.0948376094, 674820.1953472774, 308435.22959806374, 111719.95358829753, 111719.95358829753]"
39,"[101326.13211657717, 101326.13211657717, 500.23015513833076, 684.8067503325753, 1422.1404338432926, 1255.689962718288, 1066.1660551442505, 858.0551134960573, 858.0551134960573]","[101326.13211657717, 101326.13211657717, 522856.23712727294, 1316415.2220723398, 1224266.1565272762, 674820.2248680433, 308435.24137708603, 111719.95454876257, 111719.95454876257]"
40,"[101326.19058651752, 101326.19058651752, 500.2301727485362, 684.806741922512, 1422.1402333602557, 1255.6897839124772, 1066.165902056307, 858.0549847207072, 858.0549847207072]","[101326.19058651752, 101326.19058651752, 522856.33714420936, 1316415.2901089443, 1224266.2198013184, 674820.2551475355, 308435.2534590825, 111719.95553389516, 111719.95553389516]"
41,"[101326.25051381074, 101326.25051381074, 500.2301907976725, 684.8067333028462, 1422.1400278803478, 1255.6896006500824, 1066.165745152776, 858.0548527357345, 858.0548527357345]","[101326.25051381074, 101326.25051381074, 522856.4396540396, 1316415.3598413789, 1224266.2846524825, 674820.2861817561, 308435.26584222954, 111719.95654358261, 111719.95654358261]"
42,"[101326.31189738243, 101326.31189738243, 500.2302092854154, 684.8067244737327, 1422.13981740726, 1255.6894129343952, 1066.165584436476, 858.0547175435095, 858.0547175435095]","[101326.31189738243, 101326.31189738243, 522856.5446549235, 1316415.4312683917, 1224266.3510796044, 674820.317970147, 308435.2785263048, 111719.95757780652, 111719.95757780652]"
43,"[101326.3747361582, 101326.3747361582, 500.2302282112949, 684.8067154350534, 1422.1396019437032, 1255.6892207678347, 1066.1654199094783, 858.0545791459928, 858.0545791459928]","[101326.3747361582, 101326.3747361582, 522856.652144567, 1316415.5043871708, 1224266.4190800688, 674820.3505113317, 308435.29151070333, 111719.95863652637, 111719.95863652637]"
44,"[101326.43902906419, 101326.43902906419, 500.2302475751627, 684.8067061872919, 1422.1393814945448, 1255.689024154741, 1066.1652515754984, 858.0544375460482, 858.0544375460482]","[101326.43902906419, 101326.43902906419, 522856.7621216766, 1316415.5791983379, 1224266.4886544542, 674820.3838057383, 308435.30479566264, 111719.95971975119, 111719.95971975119]"
45,"[101326.50477502643, 101326.50477502643, 500.2302673768121, 684.8066967308221, 1422.1391560642614, 1255.6888230991055, 1066.1650794379523, 858.0542927463764, 858.0542927463764]","[101326.50477502643, 101326.50477502643, 522856.87458477815, 1316415.6557018904, 1224266.559802758, 674820.4178534644, 308435.3183812645, 111719.9608274808, 111719.9608274808]"
46,"[101326.57197297136, 101326.57197297136, 500.2302876155096, 684.8066870650331, 1422.1389256537946, 1255.6886176017708, 1066.1649034975646, 858.0541447481942, 858.0541447481942]","[101326.57197297136, 101326.57197297136, 522856.989530759, 1316415.7338922103, 1224266.6325197557, 674820.45265166, 308435.33226621954, 111719.961959634, 111719.961959634]"
47,"[101326.64062182563, 101326.64062182563, 500.23030829166333, 684.8066771914484, 1422.1386902717393, 1255.688407670398, 1066.1647237608888, 858.0539935559285, 858.0539935559285]","[101326.64062182563, 101326.64062182563, 522857.1069600563, 1316415.8137758481, 1224266.706811539, 674820.4882038671, 308435.34645221365, 111719.96311630546, 111719.96311630546]"
48,"[101326.7107205159, 101326.7107205159, 500.2303294036327, 684.8066671077601, 1422.1384499129547, 1255.6881933004106, 1066.1645402240176, 858.0538391682474, 858.0538391682474]","[101326.7107205159, 101326.7107205159, 522857.22686673707, 1316415.8953375118, 1224266.782663886, 674820.5245021512, 308435.3609355903, 111719.96429727411, 111719.96429727411]"
49,"[101326.78226796932, 101326.78226796932, 500.23035095261577, 684.8066568169694, 1422.1382045913326, 1255.687974504188, 1066.1643528975371, 858.053681591797, 858.053681591797]","[101326.78226796932, 101326.78226796932, 522857.3492536962, 1316415.9785921786, 1224266.860090726, 674820.5615544814, 308435.3757200957, 111719.96550275631, 111719.96550275631]"
50,"[101326.85526311302, 101326.85526311302, 500.2303729376746, 684.806646318082, 1422.1379543064395, 1255.6877512813485, 1066.1641617811254, 858.053520827219, 858.053520827219]","[101326.85526311302, 101326.85526311302, 522857.4741171853, 1316416.0635320446, 1224266.9390848016, 674820.5993568593, 308435.3908039058, 111719.96673263947, 111719.96673263947]"
51,"[101326.92970487446, 101326.92970487446, 500.23039535769567, 684.8066356097753, 1422.1376990566644, 1255.6875236304597, 1066.1639668735631, 858.0533568746598, 858.0533568746598]","[101326.92970487446, 101326.92970487446, 522857.6014529107, 1316416.1501474364, 1224267.019637116, 674820.6379043019, 308435.40618473827, 111719.96798678351, 111719.96798678351]"
52,"[101327.00559218125, 101327.00559218125, 500.23041821411135, 684.8066246954884, 1422.137438857468, 1255.6872915652996, 1066.1637681866318, 858.0531897414244, 858.0531897414244]","[101327.00559218125, 101327.00559218125, 522857.7312644957, 1316416.2384558273, 1224267.1017639195, 674820.677206091, 308435.4218669507, 111719.96926544116, 111719.96926544116]"
53,"[101327.08292396134, 101327.08292396134, 500.2304415045498, 684.8066135715447, 1422.1371736987999, 1255.6870550769177, 1066.1635657126853, 858.0530194241205, 858.0530194241205]","[101327.08292396134, 101327.08292396134, 522857.86354373465, 1316416.3284341265, 1224267.1854437378, 674820.7172501936, 308435.4378449784, 111719.97056827832, 111719.97056827832]"
54,"[101327.16169914267, 101327.16169914267, 500.23046523061925, 684.8066022417121, 1422.1369035972962, 1255.6868141801388, 1066.1633594644004, 858.0528459305459, 858.0528459305459]","[101327.16169914267, 101327.16169914267, 522857.9982947972, 1316416.4201016778, 1224267.2706945604, 674820.7580468749, 308435.4541236372, 111719.9718955749, 111719.9718955749]"
55,"[101327.24191665355, 101327.24191665355, 500.23048939041604, 684.8065907031895, 1422.1366285460463, 1255.6865688688097, 1066.163149436522, 858.052669258625, 858.052669258625]","[101327.24191665355, 101327.24191665355, 522858.1355109343, 1316416.5134403845, 1224267.3574995578, 674820.7995867258, 308435.4706985841, 111719.97324706917, 111719.97324706917]"
56,"[101327.32357542255, 101327.32357542255, 500.2305139846707, 684.8065789581028, 1422.1363485557977, 1255.6863191525092, 1066.1629356372423, 858.0524894136856, 858.0524894136856]","[101327.32357542255, 101327.32357542255, 522858.27519358613, 1316416.6084602305, 1224267.4458680144, 674820.8418750928, 308435.4875723447, 111719.97462290537, 111719.97462290537]"
57,"[101327.40667437823, 101327.40667437823, 500.2305390125334, 684.8065670056219, 1422.1360636267036, 1255.6860650313772, 1066.1627180666853, 858.0523063966137, 858.0523063966137]","[101327.40667437823, 101327.40667437823, 522858.41733928054, 1316416.7051543533, 1224267.5357935487, 674820.8849084707, 308435.5047433242, 111719.9760229844, 111719.9760229844]"
58,"[101327.49121244963, 101327.49121244963, 500.2305644740321, 684.806554846558, 1422.1357737648004, 1255.6858065107954, 1066.162496729456, 858.0521202107618, 858.0521202107618]","[101327.49121244963, 101327.49121244963, 522858.56194727466, 1316416.8035252474, 1224267.6272784802, 674820.9286882709, 308435.52221221646, 111719.97744734214, 111719.97744734214]"
59,"[101327.57718856579, 101327.57718856579, 500.23059036784895, 684.8065424792055, 1422.1354789671004, 1255.6855435881052, 1066.1622716232866, 858.051930855699, 858.051930855699]","[101327.57718856579, 101327.57718856579, 522858.7090126404, 1316416.903561057, 1224267.720311783, 674820.9732083628, 308435.53997620486, 111719.97889580722, 111719.97889580722]"
60,"[101327.66460165614, 101327.66460165614, 500.2306166952702, 684.8065299067295, 1422.1351792480762, 1255.6852762762044, 1066.1620427592063, 858.0517383383138, 858.0517383383138]","[101327.66460165614, 101327.66460165614, 522858.85853854835, 1316417.0052776958, 1224267.8149082572, 674821.0184772101, 308435.5580392663, 111719.98036860973, 111719.98036860973]"
61,"[101327.75345065018, 101327.75345065018, 500.2306434547151, 684.8065171269316, 1422.134874602973, 1255.6850045708602, 1066.1618101336016, 858.0515426574345, 858.0515426574345]","[101327.75345065018, 101327.75345065018, 522859.01051925257, 1316417.1086605003, 1224267.9110542652, 674821.0644872071, 308435.5763978971, 111719.98186553753, 111719.98186553753]"
62,"[101327.84373447759, 101327.84373447759, 500.2306706463581, 684.8065041408971, 1422.134565038808, 1255.684728478328, 1066.161573751824, 858.0513438168246, 858.0513438168246]","[101327.84373447759, 101327.84373447759, 522859.1649544665, 1316417.2137135274, 1224268.0087535805, 674821.1112405861, 308435.59505317337, 111719.98338664943, 111719.98338664943]"
63,"[101327.9354520685, 101327.9354520685, 500.23069827011017, 684.8064909492184, 1422.1342505608293, 1255.684448003287, 1066.161333617878, 858.0511418195049, 858.0511418195049]","[101327.9354520685, 101327.9354520685, 522859.321843085, 1316417.3204380258, 1224268.108007364, 674821.1587381038, 308435.6140054841, 111719.98493196348, 111719.98493196348]"
64,"[101328.02860235311, 101328.02860235311, 500.2307263250055, 684.806477550847, 1422.1339311684023, 1255.6841631451753, 1066.161089731288, 858.0509366660303, 858.0509366660303]","[101328.02860235311, 101328.02860235311, 522859.4811812746, 1316417.428825888, 1224268.2088080759, 674821.2069756, 308435.63325293, 111719.98650136217, 111719.98650136217]"
65,"[101328.12318426177, 101328.12318426177, 500.23075481133526, 684.8064639470862, 1422.1336068693245, 1255.6838739109432, 1066.160842097999, 858.0507283604907, 858.0507283604907]","[101328.12318426177, 101328.12318426177, 522859.64296911267, 1316417.5388824157, 1224268.3111606466, 674821.255955961, 308435.652796891, 111719.98809492243, 111719.98809492243]"
66,"[101328.21919672508, 101328.21919672508, 500.2307837282504, 684.8064501371061, 1422.1332776637437, 1255.6835803007264, 1066.160590718132, 858.050516903769, 858.050516903769]","[101328.21919672508, 101328.21919672508, 522859.8072031294, 1316417.6506007474, 1224268.4150586952, 674821.3056756813, 308435.6726357727, 111719.98971254479, 111719.98971254479]"
67,"[101328.31663867393, 101328.31663867393, 500.2308130758383, 684.8064361218283, 1422.1329435580856, 1255.6832823202526, 1066.1603355965874, 858.0503022993795, 858.0503022993795]","[101328.31663867393, 101328.31663867393, 522859.9738827682, 1316417.7639840085, 1224268.520505128, 674821.356136503, 308435.6927704227, 111719.99135427462, 111719.99135427462]"
68,"[101328.41550903935, 101328.41550903935, 500.2308428535418, 684.8064219009686, 1422.1326045544565, 1255.6829799714023, 1066.1600767349773, 858.0500845490258, 858.0500845490258]","[101328.41550903935, 101328.41550903935, 522860.14300546836, 1316417.8790284533, 1224268.6274964616, 674821.4073365588, 308435.7132000087, 111719.99302005763, 111719.99302005763]"
69,"[101328.51580675274, 101328.51580675274, 500.2308730612438, 684.8064074750658, 1422.1322606579079, 1255.6826732586796, 1066.1598141371562, 858.0498636556458, 858.0498636556458]","[101328.51580675274, 101328.51580675274, 522860.3145700375, 1316417.995735024, 1224268.7360335726, 674821.4592764442, 308435.73392484465, 111719.99470990745, 111719.99470990745]"
70,"[101328.61753074548, 101328.61753074548, 500.23090369859233, 684.8063928442195, 1422.1319118719189, 1255.6823621851875, 1066.1595478057814, 858.0496396215186, 858.0496396215186]","[101328.61753074548, 101328.61753074548, 522860.4885745525, 1316418.1141021608, 1224268.8461150096, 674821.5119554386, 308435.75494463276, 111719.9964238015, 111719.9964238015]"
71,"[101328.72067994945, 101328.72067994945, 500.2309347650021, 684.8063780080923, 1422.1315581984002, 1255.6820467526318, 1066.159277742315, 858.049412448265, 858.049412448265]","[101328.72067994945, 101328.72067994945, 522860.66501636564, 1316418.2341258125, 1224268.9577370058, 674821.5653715146, 308435.77625846496, 111719.99816168119, 111719.99816168119]"
72,"[101328.82525329631, 101328.82525329631, 500.2309662598871, 684.806362966346, 1422.1311996392617, 1255.6817269627174, 1066.1590039482192, 858.0491821375057, 858.0491821375057]","[101328.82525329631, 101328.82525329631, 522860.8438928271, 1316418.3558019262, 1224269.0708957915, 674821.6195226414, 308435.7978654333, 111719.99992348779, 111719.99992348779]"
73,"[101328.93124971844, 101328.93124971844, 500.23099818409577, 684.8063477213244, 1422.130836206024, 1255.6814028257122, 1066.1587264322754, 858.0489486948908, 858.0489486948908]","[101328.93124971844, 101328.93124971844, 522861.02520574676, 1316418.479141735, 1224269.1856018137, 674821.6744148228, 308435.8197683696, 111720.00170938384, 111720.00170938384]"
74,"[101329.03866814816, 101329.03866814816, 500.23103053660327, 684.8063322718684, 1422.1304678976526, 1255.6810743406977, 1066.158445193703, 858.0487121208058, 858.0487121208058]","[101329.03866814816, 101329.03866814816, 522861.2089511113, 1316418.6041365073, 1224269.3018469517, 674821.7300435702, 308435.841965221, 111720.00351924305, 111720.00351924305]"
75,"[101329.1475075181, 101329.1475075181, 500.23106331629845, 684.8063166166563, 1422.130094712526, 1255.6807415062328, 1066.158160231275, 858.0484724153906, 858.0484724153906]","[101329.1475075181, 101329.1475075181, 522861.39512463706, 1316418.73077658, 1224269.4196222194, 674821.7864039055, 308435.8644537072, 111720.00535292568, 111720.00535292568]"
76,"[101329.25776676103, 101329.25776676103, 500.23109652385324, 684.8063007577022, 1422.1297166609847, 1255.6804043315342, 1066.1578715528738, 858.0482295837999, 858.0482295837999]","[101329.25776676103, 101329.25776676103, 522861.583727587, 1316418.8590713115, 1224269.5389363198, 674821.8435008477, 308435.88723620126, 111720.00721056701, 111720.00721056701]"
77,"[101329.36944480994, 101329.36944480994, 500.23113015894586, 684.806284695161, 1422.1293337467025, 1255.6800628198778, 1066.1575791613045, 858.0479836283932, 858.0479836283932]","[101329.36944480994, 101329.36944480994, 522861.7747581334, 1316418.9890194598, 1224269.6597880977, 674821.9013338428, 308435.9103124822, 111720.00909214909, 111720.00909214909]"
78,"[101329.48254059814, 101329.48254059814, 500.23116422151753, 684.8062684296794, 1422.128945975114, 1255.6797169761091, 1066.1572830607138, 858.047734552268, 858.047734552268]","[101329.48254059814, 101329.48254059814, 522861.968215266, 1316419.1206225853, 1224269.7821790043, 674821.9599038116, 308435.9336830157, 111720.01099769435, 111720.01099769435]"
79,"[101329.59705305916, 101329.59705305916, 500.23119870955026, 684.8062519582397, 1422.128553338517, 1255.6793667933698, 1066.156983245243, 858.0474823530137, 858.0474823530137]","[101329.59705305916, 101329.59705305916, 522862.16409188375, 1316419.2538613619, 1224269.9060910665, 674822.0192006986, 308435.9573431572, 111720.01292692339, 111720.01292692339]"
80,"[101329.71298112663, 101329.71298112663, 500.23123362453526, 684.8062352843874, 1422.1281558527394, 1255.6790122857649, 1066.1566797269545, 858.047227038086, 858.047227038086]","[101329.71298112663, 101329.71298112663, 522862.36239179637, 1316419.3887538759, 1224270.0315411047, 674822.0792341075, 308435.9812974148, 111720.0148800978, 111720.0148800978]"
