,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,H2_fc,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time,H2_mass
0,23570.1,60.0,10.668,0.0,0.07438374906012235,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7516073462336461,0.11897930506640181,15700.618848058575,1.0,0.0,1.0,False,1.0338703303493351e-08,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.1193989728950218,0.13778192609146053,0.0,,,,,,,,,2.0,0.2387979457900436
1,23569.786818305147,60.0475073197806,27.149568109752458,118.86276924522494,0.1486825051655864,62.0,0.0,1,0.17651113492809828,59.969279456360205,1.7515840721975837,0.11897685929136942,15700.296101329212,1.0,0.0,1.0,False,1.0323939571989723e-08,47527.80844126564,3598372.28740891,3598372.28740891,2530.152830165364,0.11926254428503992,0.13769759820900251,0.0,,,,,,initial climb,,,2.0,0.47732303436012347
2,23569.47399446047,60.09507866880952,43.63415469756237,237.82104321683826,0.22289621335042348,64.0,0.0,1,0.17668384559856598,59.969279456360205,1.7515608247550858,0.11897441634404765,15699.973727747154,1.0,0.0,1.0,False,1.0309226757734898e-08,47507.27150111277,3599382.860075096,3599382.860075096,2530.043298893515,0.11912602744503084,0.13761196893125718,0.0,,,,,,initial climb,,,2.0,0.7155750892501851
3,23569.161528697394,60.142713719236504,60.121606403890844,356.87497157316386,0.2970248212660249,66.0,0.0,1,0.1768568197329099,59.969279456360205,1.7515376039233517,0.11897197622613033,15699.651727535922,1.0,0.0,1.0,False,1.029456493125467e-08,47486.43598102934,3600375.9464639584,3600375.9464639584,2529.9176984520395,0.11898942657631664,0.1375250418741144,0.0,,,,,,initial climb,,,2.0,0.9535539424028183
4,23568.849421236326,60.1904121412162,76.61176980388956,476.02470327700576,0.3710682791689607,68.0,0.0,1,0.17703005624272455,59.969279456360205,1.7515144097187612,0.11896953893922523,15699.330100907668,1.0,0.0,1.0,False,1.0279954161048598e-08,47465.30274016065,3601351.5596932895,3601351.5596932895,2529.7760457937957,0.11885274586066655,0.1374368207048453,0.0,,,,,,initial climb,,,2.0,1.1912594341241514
5,23568.5376722867,60.238173602916724,93.10449141351269,595.2703865901778,0.44502653990863933,70.0,0.0,1,0.17720355403153773,59.969279456360205,1.7514912421568782,0.11896710448485434,15699.00884806324,1.0,0.0,1.0,False,1.0265394513591548e-08,47443.87264935517,3602309.713560288,3602309.713560288,2529.618358527317,0.11871598946004135,0.1373473091417844,0.0,,,,,,initial climb,,,2.0,1.428691413044234
6,23568.226282047042,60.28599777052823,109.59961769563336,714.612169068057,0.5188913272732695,72.0,0.0,1,0.17737731199483292,59.969279456360205,1.7514681012524556,0.11896467286445457,15698.687969192259,1.0,0.0,1.0,False,1.0250886053335357e-08,47417.30291196953,3602848.91375788,3603250.422539573,2529.186298447956,0.11856594828687064,0.1372355540178762,0.0,,,,,,initial climb,,,2.0,1.6658233096179753
7,23567.915285363102,60.33387703846325,126.09449200740686,834.0505432624144,0.5926519561234569,74.0,0.0,1,0.17755130259952775,59.969279456360205,1.751444989595049,0.11896224435001475,15698.367500186616,1.0,0.0,1.0,False,1.0236431032192923e-08,47384.16422966691,3602848.91375788,3604173.5630272245,2528.4031185348376,0.1183987555895426,0.1370953699338888,0.0,,,,,,initial climb,,,2.0,1.9026208207970605
8,23567.60472722307,60.38180159048915,142.5857097646794,953.5860886489304,0.6663088322018862,76.0,0.0,1,0.1777254902563343,59.969279456360205,1.751421910527946,0.11895981929270782,15698.047487387423,1.0,0.0,1.0,False,1.0222032319640483e-08,47350.97440583776,3602848.91375788,3605078.982054356,2527.616127879194,0.11823221418043829,0.13695495635017146,0.0,,,,,,initial climb,,,2.0,2.139085249157937
9,23567.294605918632,60.42977135325501,159.07322895698042,1073.2189000517237,0.7398623605742904,78.0,0.0,1,0.17789987477095634,59.969279456360205,1.751398863924195,0.11895739767905643,15697.727929016184,1.0,0.0,1.0,False,1.0207689821731342e-08,47317.73343175817,3602848.91375788,3605966.7203409723,2526.8253188407325,0.11806632297293176,0.13681431324535562,0.0,,,,,,initial climb,,,2.0,2.3752178951038005
