,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,H2_fc,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time,H2_mass
0,23553.0,60.0,10.668,0.0,0.7438374906012237,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7503365630965109,0.11884581208603671,15683.00299123008,1.0,0.0,1.0,False,1.0338703303493353e-07,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.0,0.13795822585868828,0.0,,,,,,,,,2.0,0.0
1,23552.2561625094,60.04756775738176,27.17052333205706,118.8598617013957,1.4868239707720838,62.0,0.0,1,0.17651135433008744,59.969279456360205,1.7502812849596792,0.11884000748247547,15682.237010389728,1.0,0.0,1.0,False,1.0323920835024842e-07,47527.78252225369,3598373.5832718257,3598373.5832718257,2530.1527011250555,0.0,0.13787816693869667,0.0,,,,,,initial climb,,,2.0,0.0
2,23551.513176029228,60.09520124779538,43.676606408724204,237.81527686092335,2.2289588619425227,64.0,0.0,1,0.17668429067052244,59.969279456360205,1.75022607006552,0.11883420970656965,15681.471930533084,1.0,0.0,1.0,False,1.030918893790253e-07,47507.2182325428,3599385.4397309693,3599385.4397309693,2530.0429961000495,0.0,0.13779679144910575,0.0,,,,,,initial climb,,,2.0,0.0
3,23550.771041138058,60.142900147734494,60.18609535530045,356.8663987656538,2.970241611776518,66.0,0.0,1,0.17685749676213663,59.969279456360205,1.75017091845703,0.11882841876219265,15680.707752171285,1.0,0.0,1.0,False,1.0294507688058117e-07,47486.35390687104,3600379.7961795754,3600379.7961795754,2529.9171756956184,0.0,0.13771410282717933,0.0,,,,,,initial climb,,,2.0,0.0
4,23550.029758388224,60.19066413163868,76.69883620780338,476.0133800209904,3.710671694054401,68.0,0.0,1,0.17703097153565076,59.969279456360205,1.7501158301752562,0.11882263465301325,15679.944475788465,1.0,0.0,1.0,False,1.0279877159391951e-07,47465.19037913301,3601356.664079433,3601356.664079433,2529.775255375046,0.0,0.1376301045631842,0.0,,,,,,initial climb,,,2.0,0.0
5,23549.289328305946,60.23849287190146,93.21467491913549,595.2563725450469,4.450248608553531,70.0,0.0,1,0.17720471391351775,59.969279456360205,1.7500608052593034,0.11881685738249652,15679.182101841883,1.0,0.0,1.0,False,1.0265297423773979e-07,47443.72849516281,3602316.05557917,3602316.05557917,2529.617251264849,0.0,0.13754480020008744,0.0,,,,,,initial climb,,,2.0,0.0
6,23548.549751391445,60.286386038878476,109.73345736525742,714.5955275630467,5.188888015339841,72.0,0.0,1,0.17737872280994352,59.969279456360205,1.7500058437463468,0.1188110869539052,15678.420630762084,1.0,0.0,1.0,False,1.025076855104488e-07,47417.03425926448,3602848.91375788,3603257.983512437,2529.179959719718,0.0,0.13743682407666644,0.0,,,,,,initial climb,,,2.0,0.0
7,23547.811111984658,60.334335888132436,126.25247710043377,834.0313486281844,5.92648434623438,74.0,0.0,1,0.1775529701907767,59.969279456360205,1.749950951904091,0.11880532402461629,15677.660149297155,1.0,0.0,1.0,False,1.0236292841450348e-07,47383.84655036162,3602848.91375788,3604182.319941183,2528.395598120929,0.0,0.13730071203268115,0.0,,,,,,initial climb,,,2.0,0.0
8,23547.073515653763,60.38233271407846,142.7683657948865,953.5644142162483,6.663041636803413,76.0,0.0,1,0.17772742087215607,59.969279456360205,1.7498961375778153,0.11879956941754027,15676.900766039114,1.0,0.0,1.0,False,1.0221873137066715e-07,47350.60646880166,3602848.91375788,3605088.912483409,2527.6073888505907,0.0,0.1371643538154627,0.0,,,,,,initial climb,,,2.0,0.0
9,23546.336958363194,60.43037644684191,159.28108067901294,1073.1948228217957,7.398563916222479,78.0,0.0,1,0.17790207467592087,59.969279456360205,1.749841400467617,0.11879382310041352,15676.142476730423,1.0,0.0,1.0,False,1.0207509349204075e-07,47317.314001249375,3602848.91375788,3605977.80030178,2526.815323871319,0.0,0.13702774940417062,0.0,,,,,,initial climb,,,2.0,0.0
