,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
0,23529.89242578576,60.0,10.668,0.0,0.7438374906012237,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7486193282630864,0.11866557737375966,15659.219052341949,1.0,0.0,1.0,False,1.0338703303493353e-07,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.13819678057241971,0.0,,,,,,,,,2.0
1,23529.14858829516,60.047649534486126,27.198877442504767,118.85592156464435,1.4868225082479025,62.0,0.0,1,0.17651165119932138,59.969279456360205,1.7485640501262547,0.11865977858062958,15658.45383825145,1.0,0.0,1.0,False,1.0323895482534033e-07,47527.7474509736,3598375.336633642,3598375.336633642,2530.152526481742,0.1381164952530965,0.0,,,,,,initial climb,,,2.0
2,23528.405603277515,60.09536504599342,43.73333301149357,237.80756147558893,2.228954472095073,64.0,0.0,1,0.17668488540562138,59.969279456360205,1.7485088353407827,0.1186539866199083,15657.689525771926,1.0,0.0,1.0,False,1.0309138401256901e-07,47507.14704873105,3599388.8866439555,3599388.8866439555,2530.0425913225877,0.1380348875241642,0.0,,,,,,initial climb,,,2.0
3,23527.663471313666,60.14314620979039,60.271212170967914,356.85507364174657,2.97023282765963,66.0,0.0,1,0.1768583903559057,59.969279456360205,1.7484536839498366,0.11864820149548132,15656.926115416098,1.0,0.0,1.0,False,1.0294432135924582e-07,47486.2455730362,3600384.876877815,3600384.876877815,2529.9164853514585,0.13795196084202077,0.0,,,,,,initial climb,,,2.0
4,23526.922192958104,60.19099269907892,76.81236029488312,475.99861128769527,3.710657046701871,68.0,0.0,1,0.17703216497701912,59.969279456360205,1.7483985959946209,0.11864242321102855,15656.163607669585,1.0,0.0,1.0,False,1.0279776760756049e-07,47465.04386161887,3601363.3188459673,3601363.3188459673,2529.7742240940393,0.13786771871645015,0.0,,,,,,initial climb,,,2.0
5,23526.18176873906,60.23890418500221,93.35662267335744,595.2383269480174,4.45022662710538,70.0,0.0,1,0.17720620818748822,59.969279456360205,1.7483435715143938,0.11863665177002602,15655.402002991073,1.0,0.0,1.0,False,1.0265172347927571e-07,47443.54276422277,3602324.2247502035,3602324.2247502035,2529.615823743338,0.1377821647103165,0.0,,,,,,initial climb,,,2.0
6,23525.442199158657,60.286880336653184,109.90384451888801,714.5743724616606,5.188855255358768,72.0,0.0,1,0.17738051889754292,59.969279456360205,1.7482886105464694,0.11863088717574594,15654.641301812362,1.0,0.0,1.0,False,1.0250618967573861e-07,47416.69224023439,3602848.91375788,3603267.607481539,2529.171889701874,0.13767340917612195,0.0,,,,,,initial climb,,,2.0
7,23524.703570530404,60.33491322662704,126.45125620087772,834.0072612717806,5.926439057948384,74.0,0.0,1,0.17755506840862123,59.969279456360205,1.7482337195052182,0.11862513010028777,15653.881592824338,1.0,0.0,1.0,False,1.0236118974807268e-07,47383.446834097434,3602848.91375788,3604193.3357318197,2528.3861353092957,0.13753691735269594,0.0,,,,,,initial climb,,,2.0
8,23523.965986727813,60.38299328785812,142.99553709084145,953.5375661575812,6.662982083539372,76.0,0.0,1,0.17772982204049645,59.969279456360205,1.748178906109981,0.11861938135252675,15653.122982766909,1.0,0.0,1.0,False,1.0221675169036602e-07,47350.148851465914,3602848.91375788,3605101.260073742,2527.5965193414054,0.13740017818308864,0.0,,,,,,initial climb,,,2.0
9,23523.22944370222,60.431120450333395,159.5366442362862,1073.1653860324288,7.398488374378343,78.0,0.0,1,0.17790477961496323,59.969279456360205,1.7481241700598815,0.1186136409001274,15652.36546737306,1.0,0.0,1.0,False,1.0207287461186036e-07,47316.7982787402,3602848.91375788,3605991.419839548,2526.803033709189,0.13726319164542217,0.0,,,,,,initial climb,,,2.0
