,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
0,22242.022835026968,60.0,10.668,0.0,0.7438374906012237,60.0,1,0.17633868880182274,59.969279456360205,1.6529115528966678,0.10890581098398233,14371.311276729482,1.0,0.0,1.0,False,1.0338703303493353e-07,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.15210331585005277,0.0,,,,,,,,,2.0
1,22241.278997536367,60.05241216631969,28.850099792175023,118.61454905342511,1.4867373350757784,62.0,1,0.1765289407851509,59.969279456360205,1.6528562747598365,0.1089003360274232,14370.588796411605,1.0,0.0,1.0,False,1.0322419335330632e-07,47525.70354030837,3598477.3546828562,3598477.3546828562,2530.142274001985,0.15200927991254476,0.0,,,,,,initial climb,,,2.0
2,22240.536097691893,60.104905288765075,47.036918450774934,237.33442293751148,2.2286988128426843,64.0,1,0.17671952574314004,59.969279456360205,1.6528010663039916,0.10889486815901894,14369.867251453194,1.0,0.0,1.0,False,1.030619639343743e-07,47502.99549618876,3599589.2637916207,3599589.2637916207,2530.0186905933324,0.15191355059710146,0.0,,,,,,initial climb,,,2.0
3,22239.794136214125,60.157478966229405,65.22825961397014,356.15981444021145,2.9697212378645785,66.0,1,0.17691044237393266,59.969279456360205,1.6527459275826846,0.10888940738336671,14369.146642460877,1.0,0.0,1.0,False,1.0290034575045582e-07,47479.92288670447,3600679.9569894127,3600679.9569894127,2529.8755442528604,0.1518161326213031,0.0,,,,,,initial climb,,,2.0
4,22239.0531137891,60.210132794702744,83.42392677733665,475.0909154977957,3.709803958476963,68.0,1,0.17710168936400486,59.969279456360205,1.6526908586468982,0.10888395370480926,14368.426970007728,1.0,0.0,1.0,False,1.0273933974524873e-07,47456.48679388918,3601749.4488843568,3601749.4488843568,2529.71285442978,0.15171703078255214,0.0,,,,,,initial climb,,,2.0
5,22238.31303106849,60.262866367283046,101.6237233029895,594.127917186547,4.448946357214913,70.0,1,0.17729326538819246,59.969279456360205,1.6526358595450592,0.10887850712743659,14367.708234633483,1.0,0.0,1.0,False,1.0257894683384405e-07,47432.68831675917,3602797.7550559305,3602797.7550559305,2529.5306415136442,0.1516162499575888,0.0,,,,,,initial climb,,,2.0
6,22237.57388866975,60.31567927418727,119.82745242872933,713.2710097144849,5.186947932867679,72.0,1,0.1774851691097178,59.969279456360205,1.6525809303230559,0.10887306765508747,14366.990436844695,1.0,0.0,1.0,False,1.0241916790274282e-07,47396.7617790157,3602848.91375788,3603824.892052274,2528.701147638144,0.1514598378275712,0.0,,,,,,initial climb,,,2.0
7,22236.835887094097,60.36855239909978,138.02848287957147,832.5213646647072,5.923803024641732,74.0,1,0.17767733119662452,59.969279456360205,1.6525260858810957,0.10886763676250384,14366.273771249676,1.0,0.0,1.0,False,1.0226005994315908e-07,47360.152024904484,3602848.91375788,3604830.525647599,2527.8340060190426,0.15130026931483706,0.0,,,,,,initial climb,,,2.0
8,22236.099032002323,60.42148468742659,156.2264229603293,951.8791606056033,6.659516480589119,76.0,1,0.17786974792356947,59.969279456360205,1.6524713266398594,0.10886221449048702,14365.558243232606,1.0,0.0,1.0,False,1.0210162479170071e-07,47323.47715176043,3602848.91375788,3605814.6864822614,2526.9621491735375,0.15114037857390913,0.0,,,,,,initial climb,,,2.0
9,22235.363318546377,60.474476061522424,174.4212181665174,1071.344522425407,7.3940931405809,78.0,1,0.1780624191145146,59.969279456360205,1.652416652239065,0.10885680080250691,14364.843847972938,1.0,0.0,1.0,False,1.0194386131301789e-07,47286.737127824286,3602848.91375788,3606777.424626477,2526.0855656286335,0.15098016550686255,0.0,,,,,,initial climb,,,2.0
