,mass,true_airspeed,altitude,ground_distance,alpha,time,engine_setting,mach,equivalent_airspeed,thrust_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,TP_power_rate,thermo_power,TP_thermal_efficiency,TP_residual_thrust,TP_air_flow,CT,CL,CD,drag,slope_angle,acceleration,name,delta_time,fuel_mass,max_mach
2991,23412.007539885606,96.93710900563487,2083.226687105106,28657.30328332792,,381.1573197014087,2,0.2918005231059196,87.5,1.0,False,8.859921122523994e-08,29084.063909178854,3175649.644586065,0.9999933384425571,3175670.7994995154,0.28198256944294975,1814.6617440017103,6.435836715462928,0.2384861235421978,0.8172511560344731,0.04629443289862177,13005.664774158027,0.07002989491088787,0.0,climb,2.0,95.5099655024195,
2992,23411.44481977833,97.00337856736681,2096.792583590521,28850.70229796354,,383.1573197014087,2,0.2920469006621807,87.5,1.0,False,8.857141441785649e-08,29047.655689487492,3173503.614531386,0.9999936773865096,3173523.6794950143,0.2820822826660022,1813.3094286598398,6.428877977277668,0.23851335800779289,0.8172315129663847,0.04629349144899052,13005.400289261264,0.06987414937553733,0.0,climb,2.0,96.07212891001795,
2993,23410.882656370733,97.0696126523371,2110.337612402779,29044.235638782146,,385.1573197014087,2,0.29229318584342445,87.5,1.0,False,8.854367349647926e-08,29011.334892225612,3171361.472631296,0.9999940175101674,3171380.445382566,0.28218188036026143,1811.9603363465449,6.421936157584413,0.23854054262728389,0.8172118893312071,0.04629255095459338,13005.136072721923,0.06971877431521999,0.0,climb,2.0,96.63373689956191,
2994,23410.32104838119,97.13581116526453,2123.8617988355604,29237.90322818014,,387.1573197014087,2,0.2925393782111737,87.5,1.0,False,8.851598833380734e-08,28975.10130153284,3169223.2132558376,0.9999943588177248,3169241.0915225088,0.28228136261294534,1810.6144595170667,6.415011210987375,0.23856767756044572,0.8171922850842022,0.046291611413215465,13004.87212391777,0.06956376883397487,0.0,climb,2.0,97.19479074950549,
2995,23409.759994531247,97.20197401114663,2137.3651681779174,29431.704988387162,,389.1573197014087,2,0.29278547732788623,87.5,1.0,False,8.853794826555293e-08,28925.87748710292,3164266.8239955874,0.9995496619207994,3165692.455855497,0.28221212449013117,1806.628852831798,6.407091284232445,0.23848694445594848,0.8171727001807426,0.04629067282264747,13004.608442228131,0.06935216841195782,0.0,climb,2.0,97.75510613422814,
2996,23409.199679146524,97.268046885195,2150.8366984029267,29625.641609168415,,391.1573197014087,2,0.2930312810690251,87.5,1.0,False,8.851068241091514e-08,28889.780091493983,3162122.522942368,0.999547255924264,3163554.8036379814,0.2823101860566658,1805.2742682476758,6.400200097355805,0.23851325768823117,0.8171531410551476,0.046289735491166835,13004.34511425852,0.06919773344888762,0.0,climb,2.0,98.31486937897326,
2997,23408.63991590178,97.33408356224389,2164.28741476298,29819.71213760806,,393.1573197014087,2,0.29327698935440394,87.5,1.0,False,8.848341561840767e-08,28853.769023838155,3159990.0985550387,0.9995473919831056,3161420.9830367393,0.2824083227960731,1803.9286431559274,6.393331438471757,0.23853951754515398,0.8171336012032961,0.04628879910699488,13004.08205241981,0.06904366436258073,0.0,climb,2.0,98.87408281345425,
2998,23408.080702467298,97.4000839462257,2177.7173422796213,30013.916494764395,,395.1573197014087,2,0.2935226017417134,87.5,1.0,False,8.844726478781698e-08,28817.84406952544,3159110.6831741803,0.9999429286122331,3159290.9882952417,0.2825368516939698,1803.491350280727,6.387376425695899,0.23856572416423621,0.8171140805438643,0.0462878636661646,13003.819255597542,0.06888996026700225,0.0,climb,2.0,99.4329122116317,
2999,23407.52187306912,97.46604794134834,2191.1265059693146,30208.25460152699,,397.1573197014087,2,0.2937681177895681,87.5,1.0,False,8.842012083916445e-08,28782.005014427566,3156984.7952893237,0.9999429810039338,3157164.813657414,0.28263473861361754,1802.1514334717913,6.3805402772982776,0.23859187768253073,0.8170945732901225,0.046286928891313604,13003.556645871267,0.06873662109257016,0.0,climb,2.0,99.99119416580548,
3000,23406.963591114945,97.53197545287566,2204.5149310017373,30402.72637860627,,399.1573197014087,2,0.294013537060414,87.5,1.0,False,8.839303322732927e-08,28746.251644474978,3154862.721277187,0.9999430333923888,3155042.4533426235,0.28273250463366945,1800.8146277403002,6.373720744756256,0.23861797823693565,0.8170750851462001,0.04628599505572113,13003.294300014344,0.06858364512712856,0.0,climb,2.0,100.54892993650452,
