,TP_total_temperature,TP_total_pressure
10,"[101325.07023409144, 101325.07023409144, 500.229835316449, 684.8069030722015, 1422.1440748727916, 1255.693210061545, 1066.1688354180374, 858.0574522207041, 858.0574522207041]","[101325.07023409144, 101325.07023409144, 522854.42070133326, 1316413.9864542994, 1224265.0074024985, 674819.6749605752, 308435.0219556566, 111719.93665769976, 111719.93665769976]"
11,"[101325.08491813671, 101325.08491813671, 500.2298397389644, 684.8069009598778, 1422.144024522643, 1255.693165155505, 1066.16879697089, 858.0574198796764, 858.0574198796764]","[101325.08491813671, 101325.08491813671, 522854.4458192071, 1316414.0035398626, 1224265.0232920724, 674819.6825643654, 308435.02498964965, 111719.93690508914, 111719.93690508914]"
12,"[101325.10099118232, 101325.10099118232, 500.2298445802153, 684.806898648491, 1422.1439694124313, 1255.6931160040817, 1066.1687548889745, 858.0573844805576, 858.0573844805576]","[101325.10099118232, 101325.10099118232, 522854.47331428237, 1316414.0222458448, 1224265.0406886358, 674819.6908896525, 308435.0283116756, 111719.93717594126, 111719.93717594126]"
13,"[101325.11845226557, 101325.11845226557, 500.22984983894577, 684.8068961363736, 1422.143909538984, 1255.693062604451, 1066.1687091698814, 858.057346022753, 858.057346022753]","[101325.11845226557, 101325.11845226557, 522854.50318190857, 1316414.0425608288, 1224265.0595815708, 674819.6999305263, 308435.03191901755, 111719.93747009084, 111719.93747009084]"
14,"[101325.13730042356, 101325.13730042356, 500.22985551615346, 684.8068934260725, 1422.1438449142402, 1255.6930049672528, 1066.1686598227097, 858.0573045120061, 858.0573045120061]","[101325.13730042356, 101325.13730042356, 522854.5354244425, 1316414.0644974245, 1224265.0799826048, 674819.7096937033, 308435.03581483464, 111719.93778772038, 111719.93778772038]"
15,"[101325.15753469366, 101325.15753469366, 500.2298616099976, 684.8068905148263, 1422.1437755311022, 1255.6929430861671, 1066.168606842061, 858.0572599460777, 858.0572599460777]","[101325.15753469366, 101325.15753469366, 522854.57003541425, 1316414.0880379742, 1224265.1018753161, 674819.7201699953, 308435.039994883, 111719.93812857449, 111719.93812857449]"
16,"[101325.17915411356, 101325.17915411356, 500.2298681213584, 684.8068874049618, 1422.143701400721, 1255.692876971132, 1066.1685502364344, 858.0572123303793, 858.0572123303793]","[101325.17915411356, 101325.17915411356, 522854.6070168166, 1316414.1131938375, 1224265.1252702689, 674819.7313654616, 308435.04446201626, 111719.93849281721, 111719.93849281721]"
17,"[101325.20215772088, 101325.20215772088, 500.22987505012185, 684.8068840969471, 1422.1436225275786, 1255.6928066261432, 1066.1684900092496, 858.0571616675273, 858.0571616675273]","[101325.20215772088, 101325.20215772088, 522854.64636754955, 1316414.1399657691, 1224265.1501681653, 674819.7432805895, 308435.0492164946, 111719.93888045978, 111719.93888045978]"
18,"[101325.2265445535, 101325.2265445535, 500.2298823945933, 684.8068805882933, 1422.1435389055557, 1255.692732045752, 1066.168426155853, 858.0571079556919, 858.0571079556919]","[101325.2265445535, 101325.2265445535, 522854.68808159826, 1316414.16833767, 1224265.176554033, 674819.7559070073, 308435.05425445427, 111719.93929126904, 111719.93929126904]"
19,"[101325.25231364949, 101325.25231364949, 500.22989015559494, 684.8068768812192, 1422.1434505454126, 1255.6926532395487, 1066.1683586844465, 858.0570512001215, 858.0570512001215]","[101325.25231364949, 101325.25231364949, 522854.73216077505, 1316414.19832028, 1224265.2044378605, 674819.7692504507, 308435.0595785983, 111719.93972540056, 111719.93972540056]"
20,"[101325.27946404705, 101325.27946404705, 500.2298983335395, 684.8068729771768, 1422.1433574551595, 1255.6925702146727, 1066.1682876011366, 858.0569914049106, 858.0569914049106]","[101325.27946404705, 101325.27946404705, 522854.7786056184, 1316414.2299199675, 1224265.2338255697, 674819.7833143559, 308435.06519055914, 111719.94018294621, 111719.94018294621]"
21,"[101325.30799478442, 101325.30799478442, 500.2299069264982, 684.80686887324, 1422.1432596271086, 1255.6924829642774, 1066.168212900075, 858.0569285675724, 858.0569285675724]","[101325.30799478442, 101325.30799478442, 522854.8274093858, 1316414.2631181397, 1224265.26469987, 674819.7980890414, 308435.0710858632, 111719.9406636372, 111719.9406636372]"
22,"[101325.33790490017, 101325.33790490017, 500.229915934796, 684.8068645706966, 1422.1431570686807, 1255.692391494978, 1066.1681345869208, 858.0568626919545, 858.0568626919545]","[101325.33790490017, 101325.33790490017, 522854.8785723432, 1316414.2979202298, 1224265.2970658138, 674819.8135774537, 308435.07726591546, 111719.94116755214, 111719.94116755214]"
23,"[101325.36919343287, 101325.36919343287, 500.22992535828945, 684.806860069959, 1422.1430497841577, 1255.692295810592, 1066.168052664941, 858.0567937805878, 858.0567937805878]","[101325.36919343287, 101325.36919343287, 522854.93209330045, 1316414.3343266803, 1224265.3309238127, 674819.8297799143, 308435.08373089856, 111719.94169469719, 111719.94169469719]"
24,"[101325.4018594215, 101325.4018594215, 500.2299351973622, 684.8068553724249, 1422.1429377813533, 1255.6921959180845, 1066.1679671400932, 858.0567218374849, 858.0567218374849]","[101325.4018594215, 101325.4018594215, 522854.98797270603, 1316414.372343549, 1224265.3662795008, 674819.8466996981, 308435.09048237023, 111719.94224516023, 111719.94224516023]"
25,"[101325.43590190496, 101325.43590190496, 500.2299454499394, 684.8068504748942, 1422.1428210515958, 1255.6920918097323, 1066.1678780057798, 858.0566468597453, 858.0566468597453]","[101325.43590190496, 101325.43590190496, 522855.04620336404, 1316414.4119506842, 1224265.4031141363, 674819.8643263043, 308435.09751547506, 111719.9428186495, 111719.9428186495]"
26,"[101325.4713199223, 101325.4713199223, 500.22995611722405, 684.8068453802966, 1422.142699608192, 1255.6919834973942, 1066.1677852721416, 858.0565688536843, 858.0565688536843]","[101325.4713199223, 101325.4713199223, 522855.1067882705, 1316414.4531628788, 1224265.4414414773, 674819.8826675966, 308435.1048339071, 111719.94341537906, 111719.94341537906]"
27,"[101325.50811251294, 101325.50811251294, 500.2299671986632, 684.8068400882785, 1422.1425734526754, 1255.6918709824392, 1066.167688940353, 858.0564878206809, 858.0564878206809]","[101325.50811251294, 101325.50811251294, 522855.1697249628, 1316414.4959762087, 1224265.481257874, 674819.9017216027, 308435.112436781, 111719.94403529225, 111719.94403529225]"
28,"[101325.54627871623, 101325.54627871623, 500.2299786936454, 684.806834598376, 1422.142442586185, 1255.691754265886, 1066.167589011289, 858.0564037619481, 858.0564037619481]","[101325.54627871623, 101325.54627871623, 522855.23501079547, 1316414.5403861224, 1224265.522559094, 674819.921486022, 308435.1203230597, 111719.94467832315, 111719.94467832315]"
29,"[101325.58581757185, 101325.58581757185, 500.22999060188147, 684.8068289107282, 1422.142307012019, 1255.6916333506754, 1066.1674854874673, 858.056316679604, 858.056316679604]","[101325.58581757185, 101325.58581757185, 522855.3026441251, 1316414.586391503, 1224265.5653440978, 674819.9419603564, 308435.1284925437, 111719.94534445548, 111719.94534445548]"
30,"[101325.62672811949, 101325.62672811949, 500.23000292404737, 684.8068230272794, 1422.1421667399504, 1255.6915082455178, 1066.1673783763372, 858.0562265784824, 858.0562265784824]","[101325.62672811949, 101325.62672811949, 522855.3726263106, 1316414.6340015274, 1224265.6096214205, 674819.9631495185, 308435.13694755273, 111719.94603382214, 111719.94603382214]"
31,"[101325.66900939924, 101325.66900939924, 500.2300156578349, 684.8068169443919, 1422.1420217597367, 1255.691378941291, 1066.1672676701057, 858.0561334550235, 858.0561334550235]","[101325.66900939924, 101325.66900939924, 522855.44494943065, 1316414.6831935514, 1224265.6553700028, 674819.9850416989, 308435.1456826233, 111719.94674609546, 111719.94674609546]"
32,"[101325.71266045104, 101325.71266045104, 500.23002880552974, 684.8068106670207, 1422.141872091942, 1255.6912454563194, 1066.1671533844403, 858.0560373185851, 858.0560373185851]","[101325.71266045104, 101325.71266045104, 522855.5196198492, 1316414.733993914, 1224265.70261434, 674820.0076508283, 308435.1547042731, 111719.94748165646, 111719.94748165646]"
33,"[101325.75768031523, 101325.75768031523, 500.2300423645309, 684.8068041909805, 1422.1417177243611, 1255.691107779732, 1066.1670355100523, 858.0559381647848, 858.0559381647848]","[101325.75768031523, 101325.75768031523, 522855.5966287351, 1316414.7863768486, 1224265.7513304693, 674820.0309634568, 308435.1640062739, 111719.94824013239, 111719.94824013239]"
34,"[101325.80406803222, 101325.80406803222, 500.230056335661, 684.8067975184892, 1422.1415586677465, 1255.690965921112, 1066.1669140551378, 858.0558359988661, 858.0558359988661]","[101325.80406803222, 101325.80406803222, 522855.67597790307, 1316414.840353093, 1224265.8015283768, 674820.0549853174, 308435.17359132785, 111719.94902167848, 111719.94902167848]"
35,"[101325.85182264254, 101325.85182264254, 500.23007071868955, 684.8067906497955, 1422.1413949257853, 1255.6908198837468, 1066.1667890225108, 858.0557308231103, 858.0557308231103]","[101325.85182264254, 101325.85182264254, 522855.75766589324, 1316414.8959221567, 1224265.853207606, 674820.0797162406, 308435.1834593888, 111719.94982628778, 111719.94982628778]"
36,"[101325.90094318693, 101325.90094318693, 500.2300855129177, 684.8067835842714, 1422.1412264990277, 1255.6906696681303, 1066.1666604125971, 858.0556226384823, 858.0556226384823]","[101325.90094318693, 101325.90094318693, 522855.8416897897, 1316414.9530785554, 1224265.9063630565, 674820.1051534362, 308435.1936091909, 111719.95065388082, 111719.95065388082]"
37,"[101325.95142870642, 101325.95142870642, 500.23010071834887, 684.8067763226026, 1422.1410533927274, 1255.6905152789461, 1066.166528229405, 858.0555114479204, 858.0555114479204]","[101325.95142870642, 101325.95142870642, 522855.9280488599, 1316415.011824289, 1224265.960996589, 674820.1312980433, 308435.20404129825, 111719.95150448661, 111719.95150448661]"
38,"[101326.00327824193, 101326.00327824193, 500.23011633434305, 684.806768864271, 1422.1408756078274, 1255.6903567170377, 1066.166392473659, 858.0553972525545, 858.0553972525545]","[101326.00327824193, 101326.00327824193, 522856.01674037107, 1316415.0721545012, 1224266.0171036862, 674820.1581476013, 308435.2147545976, 111719.95237803482, 111719.95237803482]"
39,"[101326.0564908348, 101326.0564908348, 500.2301323612548, 684.8067612106189, 1422.1406931519355, 1255.690193989186, 1066.1662531511597, 858.0552800563091, 858.0552800563091]","[101326.0564908348, 101326.0564908348, 522856.10776468297, 1316415.1340749357, 1224266.0746896903, 674820.1857052173, 308435.22575056873, 111719.95327460858, 111719.95327460858]"
40,"[101326.11106552638, 101326.11106552638, 500.2301487980637, 684.8067533604169, 1422.1405060234413, 1255.690027093959, 1066.1661102606872, 858.0551598592438, 858.0551598592438]","[101326.11106552638, 101326.11106552638, 522856.2011178801, 1316415.1975766798, 1224266.1337463122, 674820.2139662972, 308435.23702710617, 111719.95419407893, 111719.95419407893]"
41,"[101326.16700135818, 101326.16700135818, 500.23016564524147, 684.8067453152261, 1422.1403142307397, 1255.68985603884, 1066.1659638086417, 858.0550366656123, 858.0550366656123]","[101326.16700135818, 101326.16700135818, 522856.29680068704, 1316415.2626667274, 1224266.1942800565, 674820.2429346078, 308435.2485859961, 111719.95513654691, 111719.95513654691]"
42,"[101326.22429737209, 101326.22429737209, 500.2301829013872, 684.806737073105, 1422.1401177696646, 1255.6896808201195, 1066.165813791857, 858.0549104744028, 858.0549104744028]","[101326.22429737209, 101326.22429737209, 522856.39480800484, 1316415.3293321051, 1224266.2562788578, 674820.2726034194, 308435.26042413944, 111719.95610182505, 111719.95610182505]"
43,"[101326.28295260978, 101326.28295260978, 500.23020056790955, 684.806728637367, 1422.1399166548924, 1255.689501450877, 1066.1656602215176, 858.0547812925031, 858.0547812925031]","[101326.28295260978, 101326.28295260978, 522856.49514347216, 1316415.3975897983, 1224266.3197585125, 674820.3029817492, 308435.2725457669, 111719.95709015895, 111719.95709015895]"
44,"[101326.34296611347, 101326.34296611347, 500.23021864250046, 684.8067200043737, 1422.139710876174, 1255.6893179219842, 1066.1655030898237, 858.0546491163502, 858.0546491163502]","[101326.34296611347, 101326.34296611347, 522856.5977991695, 1316415.4674171596, 1224266.3846979584, 674820.334057785, 308435.2849454116, 111719.95810122094, 111719.95810122094]"
45,"[101326.40433692535, 101326.40433692535, 500.23023712642214, 684.8067111771646, 1422.1395004472004, 1255.6891302456415, 1066.165342407209, 858.0545139524183, 858.0545139524183]","[101326.40433692535, 101326.40433692535, 522856.70277827966, 1316415.5388296116, 1224266.4511115388, 674820.3658397208, 308435.2976269219, 111719.95913523417, 111719.95913523417]"
46,"[101326.46706408777, 101326.46706408777, 500.2302560189759, 684.8067021551113, 1422.1392853685156, 1255.6889384223373, 1066.165178174095, 858.0543758016697, 858.0543758016697]","[101326.46706408777, 101326.46706408777, 522856.81007788854, 1316415.611821669, 1224266.518994152, 674820.3983247645, 308435.3105890313, 111719.96019211918, 111719.96019211918]"
47,"[101326.53114664323, 101326.53114664323, 500.23027531920036, 684.8066929370941, 1422.1390656388983, 1255.6887424509864, 1066.1650103895581, 858.0542346643266, 858.0542346643266]","[101326.53114664323, 101326.53114664323, 522856.9196942645, 1316415.6863850427, 1224266.5883380899, 674820.4315086502, 308435.3238297867, 111719.96127175612, 111719.96127175612]"
48,"[101326.59658363459, 101326.59658363459, 500.2302950277724, 684.8066835250569, 1422.138841268112, 1255.6885423402903, 1066.16483906104, 858.054090545216, 858.054090545216]","[101326.59658363459, 101326.59658363459, 522857.031628771, 1316415.7625289129, 1224266.659151889, 674820.4653962904, 308435.33735150774, 111719.9623742778, 111719.9623742778]"
49,"[101326.66337410468, 101326.66337410468, 500.23031514396416, 684.8066739183168, 1422.1386122565027, 1255.6883380905608, 1066.1646641888117, 858.0539434452171, 858.0539434452171]","[101326.66337410468, 101326.66337410468, 522857.14587840345, 1316415.8402474837, 1224266.7314301599, 674820.4999847305, 308435.35115285194, 111719.96349960036, 111719.96349960036]"
50,"[101326.73151709653, 101326.73151709653, 500.23033566745846, 684.8066641169586, 1422.138378607166, 1255.6881297045586, 1066.164485775237, 858.0537933663616, 858.0537933663616]","[101326.73151709653, 101326.73151709653, 522857.2624414336, 1316415.9195393324, 1224266.8051715791, 674820.5352733113, 308435.36523354595, 111719.96464770325, 111719.96464770325]"
51,"[101326.80101165331, 101326.80101165331, 500.2303565977323, 684.8066541206819, 1422.1381403218195, 1255.6879171838173, 1066.1643038216305, 858.0536403101025, 858.0536403101025]","[101326.80101165331, 101326.80101165331, 522857.3813154938, 1316416.0004008438, 1224266.8803727848, 674820.5712602241, 308435.3795927804, 111719.96581853398, 111719.96581853398]"
52,"[101326.87185681854, 101326.87185681854, 500.2303779354337, 684.8066439313767, 1422.137897410031, 1255.6877005368642, 1066.1641183352858, 858.0534842811859, 858.0534842811859]","[101326.87185681854, 101326.87185681854, 522857.5025018585, 1316416.082840892, 1224266.9570420296, 674820.6079502212, 308435.3942328007, 111719.96701222112, 111719.96701222112]"
53,"[101326.94405163568, 101326.94405163568, 500.23039967881084, 684.8066335464446, 1422.1376498652774, 1255.687479757891, 1066.1639293112419, 858.0533252776096, 858.0533252776096]","[101326.94405163568, 101326.94405163568, 522857.62599433924, 1316416.1668427605, 1224267.0351637674, 674820.6453346077, 308435.40914959233, 111719.96822852275, 111719.96822852275]"
54,"[101327.01759514849, 101327.01759514849, 500.2304218287755, 684.8066229682679, 1422.1373976988907, 1255.6872548569963, 1066.1637367581347, 858.0531633048582, 858.0531633048582]","[101327.01759514849, 101327.01759514849, 522857.7517950297, 1316416.2524181271, 1224267.1147488584, 674820.6834196093, 308435.42434608587, 111719.96946760769, 111719.96946760769]"
55,"[101327.0924864009, 101327.0924864009, 500.23044438462944, 684.8066121962188, 1422.1371409114124, 1255.6870258346664, 1066.1635406763849, 858.0529983638922, 858.0529983638922]","[101327.0924864009, 101327.0924864009, 522857.87990101863, 1316416.339561513, 1224267.195792207, 674820.7222024376, 308435.4398210174, 111719.97072939685, 111719.97072939685]"
56,"[101327.1687244369, 101327.1687244369, 500.23046734646476, 684.8066012311468, 1422.136879508679, 1255.6867926961038, 1066.1633410704426, 858.052830457892, 858.052830457892]","[101327.1687244369, 101327.1687244369, 522858.0103118511, 1316416.4282758571, 1224267.2782965472, 674820.7616847261, 308435.45557517913, 111719.97201393271, 111719.97201393271]"
57,"[101327.24630830076, 101327.24630830076, 500.23049071332014, 684.8065900719316, 1422.1366134894633, 1255.6865554402186, 1066.163137939381, 858.0526595870755, 858.0526595870755]","[101327.24630830076, 101327.24630830076, 522858.1430237975, 1316416.5185528712, 1224267.3622541702, 674820.8018622092, 308435.4716066193, 111719.97332109521, 111719.97332109521]"
58,"[101327.32523703687, 101327.32523703687, 500.230514484849, 684.806578718602, 1422.1363428566597, 1255.6863140695923, 1066.1629312854102, 858.0524857533895, 858.0524857533895]","[101327.32523703687, 101327.32523703687, 522858.27803503955, 1316416.610390819, 1224267.4476634616, 674820.8427340637, 308435.4879149871, 111719.97465085934, 111719.97465085934]"
59,"[101327.40550968981, 101327.40550968981, 500.23053866164094, 684.806567172938, 1422.1360676194395, 1255.6860685923994, 1066.162721115522, 858.0523089614122, 858.0523089614122]","[101327.40550968981, 101327.40550968981, 522858.4153466701, 1316416.703797946, 1224267.5345320897, 674820.8843047124, 308435.5045023744, 111719.9760033443, 111719.9760033443]"
60,"[101327.48712530435, 101327.48712530435, 500.2305632427933, 684.8065554339288, 1422.1357877769683, 1255.685819007899, 1066.162507429087, 858.0521292115267, 858.0521292115267]","[101327.48712530435, 101327.48712530435, 522858.5549551428, 1316416.79876659, 1224267.6228529287, 674820.9265702178, 308435.52136698115, 111719.9773784394, 111719.9773784394]"
61,"[101327.57008292546, 101327.57008292546, 500.2305882279012, 684.8065435014935, 1422.1355033317445, 1255.6855653183209, 1066.1622902280158, 858.0519465055127, 858.0519465055127]","[101327.57008292546, 101327.57008292546, 522858.69685845764, 1316416.8952943888, 1224267.7126237815, 674820.9695294289, 308435.5385083049, 111719.97877611025, 111719.97877611025]"
62,"[101327.65438159808, 101327.65438159808, 500.23061361740764, 684.8065313771381, 1422.1352142919575, 1255.6853075309639, 1066.1620695185509, 858.0517608475367, 858.0517608475367]","[101327.65438159808, 101327.65438159808, 522858.84105725284, 1316416.9933880274, 1224267.8038508655, 674821.0131859481, 308435.5559280553, 111719.98019645357, 111719.98019645357]"
63,"[101327.74002036761, 101327.74002036761, 500.23063940994234, 684.8065190589763, 1422.1349206536315, 1255.6850456422892, 1066.1618452976713, 858.0515722366645, 858.0515722366645]","[101327.74002036761, 101327.74002036761, 522858.98754652723, 1316417.0930348525, 1224267.896522413, 674821.0575332149, 308435.573623211, 111719.98163928659, 111719.98163928659]"
64,"[101327.82699827939, 101327.82699827939, 500.2306656058902, 684.8065065484047, 1422.1346224245626, 1255.6847796592458, 1066.1616175713216, 858.0513806768962, 858.0513806768962]","[101327.82699827939, 101327.82699827939, 522859.13632673817, 1316417.1942409272, 1224267.9906440624, 674821.1025745067, 308435.5915953312, 111719.98310469664, 111719.98310469664]"
65,"[101327.91531437897, 101327.91531437897, 500.2306922048465, 684.8064938453433, 1422.1343196072496, 1255.6845095840627, 1066.161386341411, 858.0511861700127, 858.0511861700127]","[101327.91531437897, 101327.91531437897, 522859.287395887, 1316417.2970038923, 1224268.08621362, 674821.1483086704, 308435.60984391207, 111719.98459264965, 111719.98459264965]"
66,"[101328.00496771233, 101328.00496771233, 500.2307192071082, 684.8064809510238, 1422.1340122088961, 1255.684235423161, 1066.1611516134317, 858.0509887197662, 858.0509887197662]","[101328.00496771233, 101328.00496771233, 522859.4407541584, 1316417.4013288727, 1224268.1832358516, 674821.1947384907, 308435.628370282, 111719.98610322, 111719.98610322]"
67,"[101328.09595732523, 101328.09595732523, 500.2307466115392, 684.8064678639977, 1422.1337002270968, 1255.6839571744013, 1066.1609133855598, 858.0507883258801, 858.0507883258801]","[101328.09595732523, 101328.09595732523, 522859.5963972796, 1316417.5072057117, 1224268.281701312, 674821.2418587197, 308435.64717203187, 111719.98763626047, 111719.98763626047]"
68,"[101328.18828226387, 101328.18828226387, 500.23077441755925, 684.8064545838562, 1422.133383663171, 1255.6836748389615, 1066.1606716588055, 858.0505849896398, 858.0505849896398]","[101328.18828226387, 101328.18828226387, 522859.7543227071, 1316417.6146301792, 1224268.3816060668, 674821.2896672228, 308435.6662482002, 111719.98919171002, 111719.98919171002]"
69,"[101328.28194157459, 101328.28194157459, 500.23080262610904, 684.806441113035, 1422.1330625286375, 1255.6833884271077, 1066.160426441949, 858.0503787166068, 858.0503787166068]","[101328.28194157459, 101328.28194157459, 522859.9145326274, 1316417.7236142629, 1224268.4829612644, 674821.3381703893, 308435.68560179503, 111719.990769742, 111719.990769742]"
70,"[101328.37693430376, 101328.37693430376, 500.2308312354679, 684.8064274489918, 1422.1327368171671, 1255.6830979332042, 1066.1601777301764, 858.0501695048587, 858.0501695048587]","[101328.37693430376, 101328.37693430376, 522860.0770209502, 1316417.8341415697, 1224268.58575166, 674821.3873596956, 308435.70522888063, 111719.99237011922, 111719.99237011922]"
71,"[101328.47325949809, 101328.47325949809, 500.230860246869, 684.8064135947092, 1422.1324065422373, 1255.682803369261, 1066.1599255337583, 858.0499573607781, 858.0499573607781]","[101328.47325949809, 101328.47325949809, 522860.24179077154, 1316417.946227206, 1224268.6899913016, 674821.4372431671, 308435.7251332267, 111719.99399306021, 111719.99399306021]"
72,"[101328.57091620429, 101328.57091620429, 500.2308896589718, 684.8063995483562, 1422.1320717000692, 1255.6825047319148, 1066.1596698498233, 858.0497422835128, 858.0497422835128]","[101328.57091620429, 101328.57091620429, 522860.40883718437, 1316418.0598588353, 1224268.795668717, 674821.4878144109, 308435.74531188904, 111719.99563838662, 111719.99563838662]"
73,"[101328.66990346953, 101328.66990346953, 500.23091947233706, 684.806385311657, 1422.1317322996279, 1255.682202029156, 1066.1594106852062, 858.0495242775522, 858.0495242775522]","[101328.66990346953, 101328.66990346953, 522860.57816119335, 1316418.175044389, 1224268.9027912817, 674821.5390776856, 308435.76576688414, 111719.997306213, 111719.997306213]"
74,"[101328.77022034081, 101328.77022034081, 500.23094968533155, 684.8063708822328, 1422.1313883351702, 1255.6818952558717, 1066.15914803554, 858.0493033412206, 858.0493033412206]","[101328.77022034081, 101328.77022034081, 522860.74975698185, 1316418.2917684107, 1224269.0113446221, 674821.5910249585, 308435.78649450466, 111719.99899631592, 111719.99899631592]"
75,"[101328.87186586563, 101328.87186586563, 500.23098029869175, 684.806356262137, 1422.131039816839, 1255.6815844211003, 1066.158881908555, 858.0490794795011, 858.0490794795011]","[101328.87186586563, 101328.87186586563, 522860.92362610094, 1316418.410040706, 1224269.1213378566, 674821.6436614693, 308435.8074972232, 111720.00070883702, 111720.00070883702]"
76,"[101328.97483909143, 101328.97483909143, 500.2310113121011, 684.8063414514525, 1422.130686747716, 1255.6812695275917, 1066.1586123066058, 858.0488526944175, 858.0488526944175]","[101328.97483909143, 101328.97483909143, 522861.09976682847, 1316418.5298598537, 1224269.232769664, 674821.6969865628, 308435.8287747673, 111720.00244375587, 111720.00244375587]"
77,"[101329.07913906591, 101329.07913906591, 500.2310427255353, 684.8063264508098, 1422.130329132844, 1255.6809505798408, 1066.1583392335388, 858.0486229888152, 858.0486229888152]","[101329.07913906591, 101329.07913906591, 522861.2781783503, 1316418.6512275494, 1224269.345641621, 674821.7510012178, 308435.8503276255, 111720.00420109696, 111720.00420109696]"
78,"[101329.18476483689, 101329.18476483689, 500.23107453756637, 684.8063112582133, 1422.12996696785, 1255.680627573955, 1066.1580626860305, 858.0483903615913, 858.0483903615913]","[101329.18476483689, 101329.18476483689, 522861.4588554884, 1316418.774130521, 1224269.4599413846, 674821.8056985502, 308435.8721526261, 111720.00598066824, 111720.00598066824]"
79,"[101329.29171545246, 101329.29171545246, 500.23110674893064, 684.8062958757154, 1422.1296002628756, 1255.6803005189736, 1066.1577826718117, 858.0481548177293, 858.0481548177293]","[101329.29171545246, 101329.29171545246, 522861.6417997942, 1316418.8985785733, 1224269.575678073, 674821.8610838016, 308435.89425224223, 111720.0077826116, 111720.0077826116]"
80,"[101329.39998996093, 101329.39998996093, 500.2311393582883, 684.8062803014855, 1422.129229014136, 1255.6799694115266, 1066.1574991880059, 858.0479163563723, 858.0479163563723]","[101329.39998996093, 101329.39998996093, 522861.8270063641, 1316419.0245593742, 1224269.692840218, 674821.9171505796, 308435.91662353073, 111720.00960674863, 111720.00960674863]"
