,mass,true_airspeed,altitude,ground_distance,alpha,EM_power_rate,TP_power_rate,time,engine_setting,mach,equivalent_airspeed,thrust_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_thermal_efficiency,TP_residual_thrust,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,CL,CD,drag,slope_angle,acceleration,name,delta_time,fuel_mass
0,23563.575504764103,0.001,0.0,0.0,-0.017453292519943295,0.0,1.0,0.0,1,2.9386244994912704e-06,0.001,1.0,False,1.0204547428288408e-07,78390.40464394623,3602848.91375788,3631921.932263478,,1827.1024854390264,,,,1068181935.9128789,0.8462812267338103,0.07291926016013357,2.675653892894642e-06,0.0,3.2872608336255906,,0.01,0.0036765442617399664
1,23563.571828219843,0.03387260833625591,0.0,1e-05,-0.017453292519943295,0.0,1.0,0.01,1,9.953887671859385e-05,0.03387260833625591,1.0,False,1.0204581931448515e-07,78374.47023144373,3602848.91375788,3631899.910580373,,1828.4142585838167,,,,930807.0422465286,0.8462812267338103,0.07291926016013357,0.003069921114329968,0.0,3.2865850535281402,take off,0.01,0.007353100954447224
2,23563.568151663152,0.06673845887153732,0.0,0.00034872608336255915,-0.017453292519943295,0.0,1.0,0.02,1,0.00019611927029819005,0.06673845887153732,1.0,False,1.0204616468332272e-07,78358.53801537139,3602848.91375788,3631877.8990458455,,1829.72468276652,,,,239726.6410123075,0.8462812267338103,0.07291926016013357,0.01191742101583369,0.0,3.2859091325098877,take off,0.01,0.011029670090271894
3,23563.564475094016,0.09959755019663619,0.0,0.0010161106720779323,-0.017453292519943295,0.0,1.0,0.03,1,0.0002926798010971467,0.09959755019663619,1.0,False,1.020465103892578e-07,78342.60799711948,3602848.91375788,3631855.8976529916,,1831.0337586381127,,,,107617.53386038539,0.8462812267338103,0.07291926016013357,0.026541609016875026,0.0,3.2852330707740873,take off,0.009999999999999998,0.01470625168135909
4,23563.560798512426,0.13244988090437707,0.0,0.0020120861740442943,-0.017453292519943295,0.0,1.0,0.04,1,0.0003892204649803034,0.13244988090437707,1.0,False,1.0204685643215114e-07,78326.68017807748,3602848.91375788,3631833.9063949077,,1832.3414868497996,,,,60839.95700717822,0.8462812267338103,0.07291926016013357,0.046938918519542454,0.0,3.2845568685239694,take off,0.010000000000000002,0.018382845739848913
5,23563.55712191837,0.16529544958961676,0.0,0.003336584983088065,-0.017453292519943295,0.0,1.0,0.05,1,0.000485741257818472,0.16529544958961676,1.0,False,1.0204720281186336e-07,78310.754559634,3602848.91375788,3631811.9252646943,,1833.647868053011,,,,39055.476026454584,0.8462812267338103,0.07291926016013357,0.07310578267183777,0.0,3.28388052596274,take off,0.010000000000000002,0.022059452277876434
6,23563.55344531183,0.19813425484924416,0.0,0.004989539478984233,-0.017453292519943295,0.0,1.0,0.060000000000000005,1,0.0005822421754884359,0.19813425484924416,1.0,False,1.0204754952825502e-07,78294.83114317681,3602848.91375788,3631789.9542554584,,1834.9529028993904,,,,27176.67263844032,0.8462812267338103,0.07291926016013357,0.10503863436997067,0.0,3.283204043293579,take off,0.010000000000000002,0.025736071307571703
7,23563.5497686928,0.23096629528217993,0.0,0.006970882027476675,-0.017453292519943295,0.0,1.0,0.07,1,0.000678723213872949,0.23096629528217993,1.0,False,1.0204789658118645e-07,78278.90993009286,3602848.91375788,3631767.99336031,,1836.2565920408226,,,,19995.38984038042,0.8462812267338103,0.07291926016013357,0.14273390626065202,0.0,3.2825274207196413,take off,0.010000000000000002,0.029412702841059745
8,23563.546092061264,0.2637915694893763,0.0,0.009280544980298474,-0.017453292519943295,0.0,1.0,0.08,1,0.0007751843688607351,0.2637915694893763,1.0,False,1.0204824397051781e-07,78262.99092176821,3602848.91375788,3631746.0425723596,,1837.5589361293987,,,,15325.58073993518,0.8462812267338103,0.07291926016013357,0.1861880307433859,0.0,3.2818506584440534,take off,0.009999999999999995,0.03308934689046054
9,23563.542415417214,0.29661007607381684,0.0,0.011918460675192238,-0.017453292519943295,0.0,1.0,0.09,1,0.0008716256363464876,0.29661007607381684,1.0,False,1.0204859169610919e-07,78247.07411958813,3602848.91375788,3631724.1018847246,,1838.8599358174322,,,,12119.330514290532,0.8462812267338103,0.07291926016013357,0.23539743997276055,0.0,3.281173756669918,take off,0.009999999999999995,0.03676600346788902
10,23563.538738760635,0.32942181364051604,0.0,0.014884561435930406,-0.017453292519943295,0.0,1.0,0.09999999999999999,1,0.0009680470122308679,0.32942181364051604,1.0,False,1.0204893975782043e-07,78231.15952493703,3602848.91375788,3631702.171290527,,1840.15959175747,,,,9823.299438604869,0.8462812267338103,0.07291926016013357,0.2903585658607375,0.0,3.2804967156003157,take off,0.009999999999999995,0.04044267258545508
11,23563.535062091516,0.3622267807965192,0.0,0.018178779572335567,-0.017453292519943295,0.0,1.0,0.10999999999999999,1,0.0010644484924205054,0.3622267807965192,1.0,False,1.0204928815551127e-07,78215.24713919843,3602848.91375788,3631680.25078289,,1841.4579046022636,,,,8122.928539039502,0.8462812267338103,0.07291926016013357,0.3510678400789399,0.0,3.2798195354382926,take off,0.009999999999999995,0.04411935425526357
12,23563.531385409846,0.39502497615090215,0.0,0.02180104738030076,-0.017453292519943295,0.0,1.0,0.11999999999999998,1,0.0011608300728279959,0.39502497615090215,1.0,False,1.020496368890413e-07,78199.33696375505,3602848.91375788,3631658.3403549413,,1842.7548750047936,,,,6828.672470822232,0.8462812267338103,0.07291926016013357,0.41752169406093986,0.0,3.2791422163868753,take off,0.009999999999999995,0.04779604848941425
