,TP_total_temperature,TP_total_pressure
30,"[101325.69645358823, 101325.69645358823, 500.23002392396796, 684.8068129975928, 1422.141927660565, 1255.691295016588, 1066.1671958163954, 858.0560730121821, 858.0560730121821]","[101325.69645358823, 101325.69645358823, 522855.491895873, 1316414.715132046, 1224265.685072803, 674819.9992561471, 308435.1513545491, 111719.94720854708, 111719.94720854708]"
31,"[101325.7434299321, 101325.7434299321, 500.2300380725298, 684.8068062406951, 1422.1417665865176, 1255.6911513586688, 1066.1670728209758, 858.0559695502016, 858.0559695502016]","[101325.7434299321, 101325.7434299321, 522855.5722523929, 1316414.7697947607, 1224265.7359091276, 674820.0235836414, 308435.1610616085, 111719.94800003292, 111719.94800003292]"
32,"[101325.79192711874, 101325.79192711874, 500.230052678997, 684.8067992647776, 1422.1416002968424, 1255.6910030490626, 1066.1669458429285, 858.0558627383086, 858.0558627383086]","[101325.79192711874, 101325.79192711874, 522855.6552099567, 1316414.826225593, 1224265.7883898015, 674820.0486979058, 308435.1710825474, 111719.94881712006, 111719.94881712006]"
33,"[101325.84194401179, 101325.84194401179, 500.2300677434663, 684.8067920708255, 1422.1414287983869, 1255.6908500938735, 1066.1668148874762, 858.0557525802453, 858.0557525802453]","[101325.84194401179, 101325.84194401179, 522855.7407679852, 1316414.8844279023, 1224265.8425179492, 674820.0746008129, 308435.1814182771, 111719.94965985733, 111719.94965985733]"
34,"[101325.89347947492, 101325.89347947492, 500.23008326477606, 684.8067846574709, 1422.1412520895606, 1255.6906924916884, 1066.1666799534155, 858.0556390762151, 858.0556390762151]","[101325.89347947492, 101325.89347947492, 522855.82892198535, 1316414.94439163, 1224265.898284216, 674820.101287183, 308435.19206642435, 111719.950528099, 111719.950528099]"
35,"[101325.9465323723, 101325.9465323723, 500.23009924349066, 684.8067770265739, 1422.1410701803466, 1255.6905302514053, 1066.1665410483577, 858.055522231274, 858.055522231274]","[101325.9465323723, 101325.9465323723, 522855.91967283265, 1316415.0061251235, 1224265.9556963649, 674820.1287615094, 308435.2030291214, 111719.9514219659, 111719.9514219659]"
36,"[101326.00110156815, 101326.00110156815, 500.2301156785071, 684.8067691768757, 1422.140883069546, 1255.6903633719596, 1066.1663981713973, 858.0554020457895, 858.0554020457895]","[101326.00110156815, 101326.00110156815, 522856.0130162181, 1316415.0696189508, 1224266.0147456243, 674820.157018942, 308435.21430414927, 111719.95234132146, 111719.95234132146]"
37,"[101326.05718592695, 101326.05718592695, 500.2301325705364, 684.8067611105106, 1422.1406907681232, 1255.6901918631238, 1066.1662513308925, 858.055278525229, 858.055278525229]","[101326.05718592695, 101326.05718592695, 522856.10895347263, 1316415.1348830215, 1224266.07544121, 674820.1860647945, 308435.2258940202, 111719.9532863092, 111719.9532863092]"
38,"[101326.11478431338, 101326.11478431338, 500.2301499178613, 684.8067528250707, 1422.1404932707576, 1255.6900157201608, 1066.1661005227988, 858.0551516682316, 858.0551516682316]","[101326.11478431338, 101326.11478431338, 522856.20747837686, 1316415.2019013497, 1224266.1377682553, 674820.2158907722, 308435.2377949124, 111719.95425669775, 111719.95425669775]"
39,"[101326.17389559226, 101326.17389559226, 500.23016772125106, 684.8067443227989, 1422.1402905888033, 1255.6898349531903, 1066.1659457557714, 858.055021480428, 858.055021480428]","[101326.17389559226, 101326.17389559226, 522856.30859244335, 1316415.270684467, 1224266.2017365543, 674820.2465025163, 308435.25000949076, 111719.95525263945, 111719.95525263945]"
40,"[101326.2345186288, 101326.2345186288, 500.2301859803053, 684.8067356037501, 1422.140082725769, 1255.689649565342, 1066.1657870324907, 858.0548879641586, 858.0548879641586]","[101326.2345186288, 101326.2345186288, 522856.4122935486, 1316415.3412304306, 1224266.2673443006, 674820.2778991128, 308435.2625373696, 111719.95627410625, 111719.95627410625]"
41,"[101326.2966522884, 101326.2966522884, 500.23020469357016, 684.8067266660087, 1422.1398696780964, 1255.6894595534495, 1066.1656243502541, 858.0547511188014, 858.0547511188014]","[101326.2966522884, 101326.2966522884, 522856.51857629203, 1316415.4135260629, 1224266.3345792384, 674820.3100737424, 308435.27537541284, 111719.95732090739, 111719.95732090739]"
42,"[101326.36029543664, 101326.36029543664, 500.23022386178604, 684.8067175117633, 1422.1396514569437, 1255.6892649274578, 1066.165457717568, 858.0546109499041, 858.0546109499041]","[101326.36029543664, 101326.36029543664, 522856.62744209776, 1316415.4875815865, 1224266.4034508755, 674820.3430318837, 308435.2885262105, 111719.9583931908, 111719.9583931908]"
43,"[101326.42544693917, 101326.42544693917, 500.2302434843769, 684.80670814074, 1422.1394280646389, 1255.6890656894443, 1066.1652871362126, 858.0544674593123, 858.0544674593123]","[101326.42544693917, 101326.42544693917, 522856.7388882959, 1316415.5633931851, 1224266.4739556622, 674820.3767716377, 308435.3019889173, 111719.95949090121, 111719.95949090121]"
44,"[101326.49210566217, 101326.49210566217, 500.23026356114724, 684.8066985533765, 1422.1391995060608, 1255.6888618437597, 1066.165112609912, 858.0543206499406, 858.0543206499406]","[101326.49210566217, 101326.49210566217, 522856.8529133998, 1316415.6409610973, 1224266.5460938206, 674820.4112932362, 308435.31576368096, 111719.96061404212, 111719.96061404212]"
45,"[101326.56027047192, 101326.56027047192, 500.2302840910238, 684.8066887484686, 1422.1389657801997, 1255.6886533895079, 1066.1649341379045, 858.054170522235, 858.054170522235]","[101326.56027047192, 101326.56027047192, 522856.96951319376, 1316415.7202762046, 1224266.6198568703, 674820.4465919927, 308435.329848358, 111719.96176248163, 111719.96176248163]"
46,"[101326.62994023468, 101326.62994023468, 500.2303050741913, 684.8066787271648, 1422.1387268944836, 1255.6884403333106, 1066.1647517258557, 858.0540170801792, 858.0540170801792]","[101326.62994023468, 101326.62994023468, 522857.08868737385, 1316415.8013428007, 1224266.6952488048, 674820.4826702706, 308435.34424408816, 111719.96293628182, 111719.96293628182]"
47,"[101326.70111381738, 101326.70111381738, 500.2303265106883, 684.8066684903406, 1422.1384828553585, 1255.6882226809141, 1066.1645653786818, 858.0538603273437, 858.0538603273437]","[101326.70111381738, 101326.70111381738, 522857.21043518285, 1316415.884163623, 1224266.7722721694, 674820.5195296145, 308435.35895162955, 111719.96413548214, 111719.96413548214]"
48,"[101326.77379008684, 101326.77379008684, 500.23034839923724, 684.8066580364087, 1422.1382336604402, 1255.6880004301984, 1066.1643750945757, 858.0537002635984, 858.0537002635984]","[101326.77379008684, 101326.77379008684, 522857.334751769, 1316415.9687273682, 1224266.8509164525, 674820.5571641903, 308435.3739683056, 111719.96535991924, 111719.96535991924]"
49,"[101326.84796791017, 101326.84796791017, 500.23037074049074, 684.8066473673932, 1422.1379793202937, 1255.6877735905796, 1066.164180881591, 858.0535368942413, 858.0535368942413]","[101326.84796791017, 101326.84796791017, 522857.4616382851, 1316416.0550433227, 1224266.9311902903, 674820.5955789848, 308435.38929647655, 111719.96660972734, 111719.96660972734]"
50,"[101326.9236461549, 101326.9236461549, 500.23039353311304, 684.8066364815979, 1422.137719832142, 1255.6875421595876, 1066.163982737621, 858.0533702189769, 858.0533702189769]","[101326.9236461549, 101326.9236461549, 522857.59108969907, 1316416.1430995623, 1224267.013082593, 674820.6347678379, 308435.40493331384, 111719.96788473403, 111719.96788473403]"
51,"[101327.00082368846, 101327.00082368846, 500.2304167774936, 684.8066253805539, 1422.1374552047826, 1255.6873061450633, 1066.1637806693727, 858.0532002423619, 858.0532002423619]","[101327.00082368846, 101327.00082368846, 522857.7231063449, 1316416.2329025648, 1224267.0965993854, 674820.6747342583, 308435.4208804899, 111719.96918503294, 111719.96918503294]"
52,"[101327.0794993787, 101327.0794993787, 500.2304404732913, 684.8066140644255, 1422.1371854421084, 1255.6870655504797, 1066.16357467982, 858.0530269668966, 858.0530269668966]","[101327.0794993787, 101327.0794993787, 522857.8576862846, 1316416.3244510132, 1224267.1817394423, 674820.7154776631, 308435.43713777233, 111719.970510605, 111719.970510605]"
53,"[101327.15967209374, 101327.15967209374, 500.2304646201938, 684.8066025334305, 1422.136910548207, 1255.6868203794818, 1066.1633647720832, 858.052850395163, 858.052850395163]","[101327.15967209374, 101327.15967209374, 522857.9948276704, 1316416.4177439003, 1224267.2685018273, 674820.7569976269, 308435.4537050028, 111719.97186143552, 111719.97186143552]"
54,"[101327.24134070188, 101327.24134070188, 500.23048921663144, 684.8065907854354, 1422.1366305187307, 1255.6865706281997, 1066.1631509428591, 858.052670526206, 858.052670526206]","[101327.24134070188, 101327.24134070188, 522858.1345247435, 1316416.5127668083, 1224267.3568731318, 674820.7992866796, 308435.4705787423, 111719.97323731617, 111719.97323731617]"
55,"[101327.32450407161, 101327.32450407161, 500.23051426439815, 684.8065788245975, 1422.1363453718895, 1255.686316312861, 1066.162933206024, 858.0524873685289, 858.0524873685289]","[101327.32450407161, 101327.32450407161, 522858.2767822062, 1316416.6095411875, 1224267.4468733044, 674820.8423561995, 308435.487764327, 111719.97463855709, 111719.97463855709]"
56,"[101327.40916107161, 101327.40916107161, 500.23053976160224, 684.8065666481805, 1422.1360551011762, 1255.686057427672, 1066.16271155663, 858.0523009202706, 858.0523009202706]","[101327.40916107161, 101327.40916107161, 522858.4215932993, 1316416.7080491872, 1224267.5384857443, 674820.8861969127, 308435.5052574783, 111719.97606490002, 111719.97606490002]"
57,"[101327.49531057102, 101327.49531057102, 500.2305657081077, 684.8065542567314, 1422.1357597118545, 1255.6857939773258, 1066.1624859986937, 858.0521111845056, 858.0521111845056]","[101327.49531057102, 101327.49531057102, 522858.56895672344, 1316416.8082916762, 1224267.631711259, 674820.9308093805, 308435.5230584969, 111719.97751635754, 111719.97751635754]"
58,"[101327.5829514388, 101327.5829514388, 500.2305921035439, 684.806541650359, 1422.135459207616, 1255.6855259651152, 1066.1622565350342, 858.0519181636494, 858.0519181636494]","[101327.5829514388, 101327.5829514388, 522858.7188704499, 1316416.9102670234, 1224267.7265483318, 674820.9761928522, 308435.54116707214, 111719.97899290596, 111719.97899290596]"
59,"[101327.67208254458, 101327.67208254458, 500.23061894830136, 684.8065288305946, 1422.1351535972535, 1255.6852533988779, 1066.1620231723564, 858.051721862256, 858.051721862256]","[101327.67208254458, 101327.67208254458, 522858.8713348171, 1316417.0139817102, 1224267.8230029906, 674821.0223508405, 308435.55958487827, 111719.98049463925, 111719.98049463925]"
60,"[101327.76270275789, 101327.76270275789, 500.23064624110276, 684.806515795851, 1422.134842878377, 1255.6849762764878, 1066.1617859088476, 858.0515222801904, 858.0515222801904]","[101327.76270275789, 101327.76270275789, 522859.0263449769, 1316417.1194244374, 1224267.9210647268, 674821.0692775125, 308435.57830923947, 111719.98202139369, 111719.98202139369]"
61,"[101327.85481094873, 101327.85481094873, 500.2306739825144, 684.8065025479883, 1422.1345270609545, 1255.68469460683, 1066.1615447521074, 858.0513194224985, 858.0513194224985]","[101327.85481094873, 101327.85481094873, 522859.18390181445, 1316417.2266035595, 1224268.0207413104, 674821.1169773663, 308435.59734228806, 111719.98357329026, 111719.98357329026]"
62,"[101327.94840598713, 101327.94840598713, 500.2307021717855, 684.8064890864033, 1422.1342061461255, 1255.6844083909227, 1066.161299703011, 858.0511132905257, 858.0511132905257]","[101327.94840598713, 101327.94840598713, 522859.3440021201, 1316417.3355133913, 1224268.122027454, 674821.1654475186, 308435.6166827209, 111719.98515024674, 111719.98515024674]"
63,"[101328.04348674348, 101328.04348674348, 500.23073080816596, 684.806475410494, 1422.1338801350296, 1255.6841176297855, 1066.161050762435, 858.0509038856162, 858.0509038856162]","[101328.04348674348, 101328.04348674348, 522859.506642685, 1316417.4461482493, 1224268.2249178719, 674821.2146850893, 308435.63632923696, 111719.98675218085, 111719.98675218085]"
64,"[101328.14005208846, 101328.14005208846, 500.23075989178324, 684.8064615212996, 1422.1335490346914, 1255.6838223296802, 1066.1607979357361, 858.0506912115815, 858.0506912115815]","[101328.14005208846, 101328.14005208846, 522859.6718230313, 1316417.5585118122, 1224268.3294159854, 674821.264692117, 308435.656282823, 111719.98837914565, 111719.98837914565]"
65,"[101328.23810089269, 101328.23810089269, 500.2307894217698, 684.8064474179984, 1422.1332128454635, 1255.6835224909248, 1066.1605412231916, 858.0504752694366, 858.0504752694366]","[101328.23810089269, 101328.23810089269, 522859.83953958546, 1316417.6725971457, 1224268.4355153455, 674821.3154650641, 308435.676541872, 111719.99003104112, 111719.99003104112]"
66,"[101328.3376320274, 101328.3376320274, 500.2308193986337, 684.8064331023402, 1422.1328715769173, 1255.6832181220504, 1066.1602806320984, 858.0502560640604, 858.0502560640604]","[101328.3376320274, 101328.3376320274, 522860.0097930523, 1316417.7884119798, 1224268.5432231412, 674821.3670080985, 308435.69710836327, 111719.9917079788, 111719.9917079788]"
67,"[101328.43864436379, 101328.43864436379, 500.23084982174174, 684.8064185739421, 1422.1325252309766, 1255.6829092247747, 1066.1600161639294, 858.0500335971259, 858.0500335971259]","[101328.43864436379, 101328.43864436379, 522860.1825805883, 1316417.9059518827, 1224268.6525352509, 674821.4193189968, 308435.7179813004, 111719.99340989465, 111719.99340989465]"
68,"[101328.54113677338, 101328.54113677338, 500.230880690256, 684.806403832037, 1422.132173808188, 1255.6825957995882, 1066.159747819109, 858.0498078697285, 858.0498078697285]","[101328.54113677338, 101328.54113677338, 522860.3578987136, 1316418.0252102353, 1224268.763445519, 674821.4723943867, 308435.7391591525, 111719.99513669296, 111719.99513669296]"
69,"[101328.64510812792, 101328.64510812792, 500.2309120043923, 684.8063888778279, 1422.1318173161603, 1255.6822778532735, 1066.1594756034394, 858.0495788859241, 858.0495788859241]","[101328.64510812792, 101328.64510812792, 522860.53574722394, 1316418.146191649, 1224268.8759582336, 674821.5262367968, 308435.76064313564, 111719.99688844044, 111719.99688844044]"
70,"[101328.75055729944, 101328.75055729944, 500.23094376316624, 684.8063737102744, 1422.13145575446, 1255.6819553854482, 1066.1591995165988, 858.0493466463968, 858.0493466463968]","[101328.75055729944, 101328.75055729944, 522860.7161221848, 1316418.2688879473, 1224268.9900657912, 674821.5808420368, 308435.7824313381, 111719.99866501866, 111719.99866501866]"
71,"[101328.85748316013, 101328.85748316013, 500.23097596729104, 684.80635833151, 1422.1310891340293, 1255.681628405865, 1066.1589195669283, 858.0491111566, 858.0491111566]","[101328.85748316013, 101328.85748316013, 522860.8990249397, 1316418.3933090463, 1224269.1057774131, 674821.6362154237, 308435.804526274, 111720.00046657125, 111720.00046657125]"
72,"[101328.96588458243, 101328.96588458243, 500.2310086151682, 684.8063427393446, 1422.130717450312, 1255.681296910468, 1066.1586357509661, 858.0488724154892, 858.0488724154892]","[101328.96588458243, 101328.96588458243, 522861.08444964356, 1316418.5194402155, 1224269.2230794006, 674821.6923493216, 308435.8269244279, 111720.00229288489, 111720.00229288489]"
73,"[101329.07576043913, 101329.07576043913, 500.23104170768653, 684.8063269362401, 1422.1303407154276, 1255.6809609100585, 1066.1583480779495, 858.0486304290108, 858.0486304290108]","[101329.07576043913, 101329.07576043913, 522861.27239818696, 1316418.6472932457, 1224269.3419827186, 674821.7492500318, 308435.8496287717, 111720.00414413035, 111720.00414413035]"
74,"[101329.18710960301, 101329.18710960301, 500.2310752436867, 684.8063109208276, 1422.1299589277626, 1255.6806204032032, 1066.1580565466581, 858.0483851973538, 858.0483851973538]","[101329.18710960301, 101329.18710960301, 522861.462866091, 1316418.7768580879, 1224269.4624780219, 674821.8069123816, 308435.8726369363, 111720.00602016205, 111720.00602016205]"
75,"[101329.29993094734, 101329.29993094734, 500.2311092229748, 684.806294693544, 1422.1295720921744, 1255.6802753942327, 1066.1577611607988, 858.0481367234198, 858.0481367234198]","[101329.29993094734, 101329.29993094734, 522861.6558518794, 1316418.9081349873, 1224269.5845655382, 674821.8653366024, 308435.89594906854, 111720.0079209836, 111720.0079209836]"
76,"[101329.41422334553, 101329.41422334553, 500.231143645445, 684.8062782549902, 1422.1291802141102, 1255.679925888004, 1066.157461924528, 858.0478850103574, 858.0478850103574]","[101329.41422334553, 101329.41422334553, 522861.8513543497, 1316419.041125127, 1224269.7082463682, 674821.9245234235, 308435.91956554685, 111720.00984661213, 111720.00984661213]"
77,"[101329.52998567112, 101329.52998567112, 500.231178510699, 684.8062616052201, 1422.1287832970552, 1255.679571887626, 1066.157158840508, 858.0476300604935, 858.0476300604935]","[101329.52998567112, 101329.52998567112, 522862.0493713898, 1316419.1758265698, 1224269.83351871, 674821.9844719324, 308435.943485985, 111720.01179701969, 111720.01179701969]"
78,"[101329.64721679811, 101329.64721679811, 500.2312138174024, 684.8062447425373, 1422.1283813382167, 1255.679213390614, 1066.1568519066195, 858.0473718735209, 858.0473718735209]","[101329.64721679811, 101329.64721679811, 522862.24989797774, 1316419.3122274014, 1224269.9603714834, 674822.045175972, 308435.9677075563, 111720.01377203375, 111720.01377203375]"
79,"[101329.76591560052, 101329.76591560052, 500.2312495676136, 684.8062276715898, 1422.1279743575524, 1255.678850414753, 1066.15654113807, 858.0471104586724, 858.0471104586724]","[101329.76591560052, 101329.76591560052, 522862.4529396417, 1316419.4503518788, 1224270.0888272473, 674822.1066483976, 308435.9922362835, 111720.01577200527, 111720.01577200527]"
80,"[101329.8860809528, 101329.8860809528, 500.2312857584485, 684.8062103877824, 1422.1275623418746, 1255.6784829482974, 1066.156226524824, 858.046845811283, 858.046845811283]","[101329.8860809528, 101329.8860809528, 522862.65848654055, 1316419.5901715604, 1224270.2188595512, 674822.168874368, 308436.01706529624, 111720.01779652279, 111720.01779652279]"
