,TP_total_temperature,TP_total_pressure
15,"[101325.16194471033, 101325.16194471033, 500.2298629385053, 684.8068898810131, 1422.1437604116575, 1255.6929296015105, 1066.1685952969174, 858.0572502340609, 858.0572502340609]","[101325.16194471033, 101325.16194471033, 522854.5775799445, 1316414.0931725032, 1224265.106650428, 674819.7224553394, 308435.0409068742, 111719.9382029195, 111719.9382029195]"
16,"[101325.18416937909, 101325.18416937909, 500.2298696321819, 684.8068866841359, 1422.1436842061319, 1255.6928616357054, 1066.168537106719, 858.0572012854087, 858.0572012854087]","[101325.18416937909, 101325.18416937909, 522854.6155967454, 1316414.1190329022, 1224265.1307005992, 674819.7339643777, 308435.0454991364, 111719.93857736369, 111719.93857736369]"
17,"[101325.20781691083, 101325.20781691083, 500.2298767545273, 684.8068832828303, 1422.143603122668, 1255.6927893193883, 1066.1684751917473, 858.0571492033469, 858.0571492033469]","[101325.20781691083, 101325.20781691083, 522854.656047845, 1316414.1465502954, 1224265.1562917747, 674819.7462109628, 308435.0503857378, 111719.93897580002, 111719.93897580002]"
18,"[101325.23288630262, 101325.23288630262, 500.2298843047411, 684.8068796763092, 1422.1435171613696, 1255.692712652655, 1066.1684095520886, 858.0570939886873, 858.0570939886873]","[101325.23288630262, 101325.23288630262, 522854.6989299784, 1316414.175718205, 1224265.1834179307, 674819.7591917854, 308435.05556517263, 111719.93939813515, 111719.93939813515]"
19,"[101325.25937655194, 101325.25937655194, 500.22989228331187, 684.8068758661956, 1422.1434263309773, 1255.6926316432955, 1066.1683401944053, 858.0570356458616, 858.0570356458616]","[101325.25937655194, 101325.25937655194, 522854.74424388824, 1316414.206543893, 1224265.2120858207, 674819.7729107538, 308435.06103929394, 111719.93984447379, 111719.93984447379]"
20,"[101325.28728665637, 101325.28728665637, 500.2299006892937, 684.8068718514301, 1422.1433306306146, 1255.6925462905328, 1066.168267118038, 858.0569741752698, 858.0569741752698]","[101325.28728665637, 101325.28728665637, 522854.791985857, 1316414.239019329, 1224265.242287976, 674819.7873637434, 308435.06680621684, 111719.94031469994, 111719.94031469994]"
21,"[101325.31661561369, 101325.31661561369, 500.2299095231161, 684.8068676335251, 1422.143230068627, 1255.692456601805, 1066.1681903293488, 858.0569095811784, 858.0569095811784]","[101325.31661561369, 101325.31661561369, 522854.8421564445, 1316414.2731511453, 1224265.2740305653, 674819.8025543325, 308435.07286764163, 111719.94080890954, 111719.94080890954]"
22,"[101325.3473624217, 101325.3473624217, 500.2299187833064, 684.8068632104358, 1422.1431246406048, 1255.6923625731865, 1066.1681098249865, 858.0568418625058, 858.0568418625058]","[101325.3473624217, 101325.3473624217, 522854.89475029527, 1316414.3089256943, 1224265.3073008957, 674819.818475443, 308435.07922030764, 111719.94132690509, 111719.94132690509]"
23,"[101325.37952607842, 101325.37952607842, 500.2299284706751, 684.8068585843869, 1422.1430143574464, 1255.692264214391, 1066.1680256132581, 858.0567710245887, 858.0567710245887]","[101325.37952607842, 101325.37952607842, 522854.9497691532, 1316414.346353668, 1224265.3421089114, 674819.835132789, 308435.0858669094, 111719.94186884126, 111719.94186884126]"
24,"[101325.41310558227, 101325.41310558227, 500.2299385840714, 684.8068537539355, 1422.1428992168992, 1255.692161523414, 1066.1679376924549, 858.0566970672494, 858.0566970672494]","[101325.41310558227, 101325.41310558227, 522855.0072086652, 1316414.3854248526, 1224265.378445113, 674819.852521095, 308435.09280502587, 111719.94243457026, 111719.94243457026]"
25,"[101325.44809993151, 101325.44809993151, 500.2299491238666, 684.8068487204845, 1422.1427792269146, 1255.6920545073435, 1066.1678460686398, 858.0566199945893, 858.0566199945893]","[101325.44809993151, 101325.44809993151, 522855.0670692093, 1316414.426145256, 1224265.4163150883, 674819.8706436137, 308435.1000362056, 111719.94302417901, 111719.94302417901]"
26,"[101325.48450812476, 101325.48450812476, 500.22996008943727, 684.8068434835773, 1422.1426543887735, 1255.6919431673234, 1066.1677507427944, 858.0565398079113, 858.0565398079113]","[101325.48450812476, 101325.48450812476, 522855.1293480714, 1316414.4685102846, 1224265.4557145648, 674819.8894980232, 308435.107559402, 111719.94363760101, 111719.94363760101]"
27,"[101325.52232916061, 101325.52232916061, 500.22997148048125, 684.8068380433575, 1422.1425247059135, 1255.6918275064202, 1066.1676517175447, 858.0564565094247, 858.0564565094247]","[101325.52232916061, 101325.52232916061, 522855.19404353696, 1316414.5125187691, 1224265.4966424555, 674819.9090838042, 308435.1153744083, 111719.94427481937, 111719.94427481937]"
28,"[101325.5615620382, 101325.5615620382, 500.22998329701926, 684.8068324005724, 1422.1423901839314, 1255.691707529623, 1066.1675489971592, 858.056370102242, 858.056370102242]","[101325.5615620382, 101325.5615620382, 522855.261154895, 1316414.5581729813, 1224265.5391008726, 674819.9294022437, 308435.1234818576, 111719.94493586691, 111719.94493586691]"
29,"[101325.60220575647, 101325.60220575647, 500.22999553778334, 684.8068265535591, 1422.1422508197859, 1255.691583234226, 1066.1674425793294, 858.0562805858551, 858.0562805858551]","[101325.60220575647, 101325.60220575647, 522855.3306774272, 1316414.6054614515, 1224265.58307915, 674819.9504474088, 308435.1318790229, 111719.94562057778, 111719.94562057778]"
30,"[101325.64425931466, 101325.64425931466, 500.2300082037892, 684.8068205049261, 1422.1421066257478, 1255.6914546311646, 1066.1673324734072, 858.0561879661755, 858.0561879661755]","[101325.64425931466, 101325.64425931466, 522855.4026135174, 1316414.6543970632, 1224265.6285892688, 674819.9722261623, 308435.1405691337, 111719.94632913824, 111719.94632913824]"
31,"[101325.68772171221, 101325.68772171221, 500.2300212945889, 684.8068142545438, 1422.1419576042708, 1255.691321722628, 1066.1672186812677, 858.056092244998, 858.056092244998]","[101325.68772171221, 101325.68772171221, 522855.47696099716, 1316414.7049770888, 1224265.6756286926, 674819.9947371654, 308435.1495516007, 111719.9470615089, 111719.9470615089]"
32,"[101325.73259194872, 101325.73259194872, 500.23003480844676, 684.8068077998746, 1422.1418037491749, 1255.6911845031136, 1066.1671011982123, 858.055993420498, 858.055993420498]","[101325.73259194872, 101325.73259194872, 522855.55371369526, 1316414.7571850745, 1224265.7241821194, 674820.017971866, 308435.1588224777, 111719.9478174516, 111719.9478174516]"
33,"[101325.77886902387, 101325.77886902387, 500.2300487462908, 684.8068011433621, 1422.1416450721379, 1255.6910429830286, 1066.1669800331401, 858.0558914983379, 858.0558914983379]","[101325.77886902387, 101325.77886902387, 522855.63287372177, 1316414.8110329618, 1224265.7742606546, 674820.0419366312, 308435.1683847623, 111719.94859713916, 111719.94859713916]"
34,"[101325.82655193764, 101325.82655193764, 500.2300631072045, 684.8067942840006, 1422.1414815724736, 1255.6908971617656, 1066.1668551855373, 858.0557864789965, 858.0557864789965]","[101325.82655193764, 101325.82655193764, 522855.71443745325, 1316414.8665130325, 1224265.8258571203, 674820.0666275009, 308435.1782366469, 111719.94940045997, 111719.94940045997]"
35,"[101325.8756396902, 101325.8756396902, 500.2300778919403, 684.8067872239053, 1422.1413132606804, 1255.6907470486804, 1066.1667266634045, 858.0556783676415, 858.0556783676415]","[101325.8756396902, 101325.8756396902, 522855.79840645415, 1316414.923635356, 1224265.878980881, 674820.0920498584, 308435.1883806706, 111719.9502275596, 111719.9502275596]"
36,"[101325.92613128168, 101325.92613128168, 500.23009309917256, 684.8067799613048, 1422.141140133326, 1255.690592640719, 1066.166594464136, 858.0555671635994, 858.0555671635994]","[101325.92613128168, 101325.92613128168, 522855.8847758281, 1316414.982387847, 1224265.9336206978, 674820.1181974487, 308435.19881395745, 111719.95107826316, 111719.95107826316]"
37,"[101325.97802571257, 101325.97802571257, 500.2301087288926, 684.8067724968909, 1422.1409621958055, 1255.6904339426906, 1066.1664585918465, 858.0554528698988, 858.0554528698988]","[101325.97802571257, 101325.97802571257, 522855.9735447742, 1316415.0427724638, 1224265.9897783913, 674820.1450713924, 308435.20953706215, 111719.95195259913, 111719.95195259913]"
38,"[101326.03132198351, 101326.03132198351, 500.2301247806237, 684.8067648304797, 1422.1407794503752, 1255.6902709566089, 1066.1663190482618, 858.0553354882509, 858.0553354882509]","[101326.03132198351, 101326.03132198351, 522856.0647110356, 1316415.1047861704, 1224266.0474511385, 674820.1726701878, 308435.220549321, 111719.9528505234, 111719.9528505234]"
39,"[101326.08601909532, 101326.08601909532, 500.23014125464977, 684.8067569633097, 1422.1405919043923, 1255.6901036890322, 1066.166175838992, 858.0552150225067, 858.0552150225067]","[101326.08601909532, 101326.08601909532, 522856.158274721, 1316415.168434041, 1224266.1066436584, 674820.2009965972, 308435.2318520541, 111719.95377210957, 111719.95377210957]"
40,"[101326.14211604885, 101326.14211604885, 500.23015815008415, 684.8067488944306, 1422.140399557364, 1255.6899321395244, 1066.1660289636689, 858.0550914732246, 858.0550914732246]","[101326.14211604885, 101326.14211604885, 522856.25423229986, 1316415.2337086732, 1224266.1673490661, 674820.2300468223, 308435.24344352784, 111719.95471725028, 111719.95471725028]"
41,"[101326.19961184535, 101326.19961184535, 500.2301754667433, 684.8067406242063, 1422.1402024135093, 1255.689756311848, 1066.1658784255123, 858.0549648429394, 858.0549648429394]","[101326.19961184535, 101326.19961184535, 522856.3525824276, 1316415.3006101556, 1224266.2295674447, 674820.2598210038, 308435.2553238423, 111719.95568594696, 111719.95568594696]"
42,"[101326.25850548608, 101326.25850548608, 500.23019320450135, 684.806732153109, 1422.1400004774353, 1255.6895762101103, 1066.1657242280376, 858.054835134348, 858.054835134348]","[101326.25850548608, 101326.25850548608, 522856.4533239391, 1316415.3691391936, 1224266.29329945, 674820.2903196061, 308435.26749324746, 111719.95667820984, 111719.95667820984]"
43,"[101326.31879597245, 101326.31879597245, 500.2302113626184, 684.8067234804621, 1422.1397937496308, 1255.6893918347505, 1066.1655663716242, 858.0547023484208, 858.0547023484208]","[101326.31879597245, 101326.31879597245, 522856.55645375967, 1316415.4392899445, 1224266.3585396484, 674820.3215396524, 308435.2799503925, 111719.95769395432, 111719.95769395432]"
44,"[101326.38048230624, 101326.38048230624, 500.2302299415541, 684.8067146078326, 1422.1395822386276, 1255.6892031933728, 1066.165404862777, 858.0545664895002, 858.0545664895002]","[101326.38048230624, 101326.38048230624, 522856.66197254625, 1316415.5110693586, 1224266.4252945036, 674820.3534848884, 308435.2926970559, 111719.95873328092, 111719.95873328092]"
45,"[101326.4435634892, 101326.4435634892, 500.2302489408613, 684.8067055350912, 1422.1393659468747, 1255.6890102881628, 1066.165239703368, 858.0544275593783, 858.0544275593783]","[101326.4435634892, 101326.4435634892, 522856.76987813413, 1316415.5844747124, 1224266.4935614825, 674820.3861539771, 308435.30573264894, 111719.95979615014, 111719.95979615014]"
46,"[101326.50803852335, 101326.50803852335, 500.2302683594494, 684.8066962609051, 1422.1391448725058, 1255.6888131174603, 1066.165070891982, 858.0542855580373, 858.0542855580373]","[101326.50803852335, 101326.50803852335, 522856.88016635884, 1316415.6594964233, 1224266.5633316739, 674820.4195419758, 308435.3190549052, 111719.96088242366, 111719.96088242366]"
47,"[101326.57390641091, 101326.57390641091, 500.2302881975729, 684.8066867864577, 1422.1389190226764, 1255.688611687644, 1066.1648984340763, 858.0541404892422, 858.0541404892422]","[101326.57390641091, 101326.57390641091, 522856.9928372397, 1316415.7361392535, 1224266.6346095058, 674820.45365148, 308435.3326650681, 111719.96199216992, 111719.96199216992]"
48,"[101326.64116615421, 101326.64116615421, 500.2303084553116, 684.8066771126046, 1422.1386884033666, 1255.6884060040452, 1066.1647223342122, 858.0539923562659, 858.0539923562659]","[101326.64116615421, 101326.64116615421, 522857.1078902511, 1316415.8144060974, 1224266.7073976707, 674820.4884841054, 308435.3465639236, 111719.9631254312, 111719.9631254312]"
49,"[101326.7098167558, 101326.7098167558, 500.2303291317211, 684.8066672382862, 1422.138453013689, 1255.6881960658764, 1066.1645425917204, 858.0538411595004, 858.0538411595004]","[101326.7098167558, 101326.7098167558, 522857.22532168374, 1316415.8942889296, 1224266.7816887046, 674820.5240357281, 308435.3607495863, 111719.96428209114, 111719.96428209114]"
50,"[101326.77985721838, 101326.77985721838, 500.23035022629585, 684.806657163264, 1422.138212855699, 1255.6879818749717, 1066.1643592081734, 858.0536869005723, 858.0536869005723]","[101326.77985721838, 101326.77985721838, 522857.34512919345, 1316415.9757844086, 1224266.8574795001, 674820.5603046837, 308435.37522131624, 111719.9654621014, 111719.9654621014]"
51,"[101326.85128654484, 101326.85128654484, 500.23037174002224, 684.8066468900893, 1422.1379679414538, 1255.6877634420769, 1066.1641721927604, 858.0535295853012, 858.0535295853012]","[101326.85128654484, 101326.85128654484, 522857.4673150742, 1316416.058905093, 1224266.9347817365, 674820.5972976676, 308435.3899822639, 111719.96666564372, 111719.96666564372]"
52,"[101326.92410373825, 101326.92410373825, 500.23039367125415, 684.8066364163897, 1422.1377182653594, 1255.687540762211, 1066.1639815412282, 858.0533692121069, 858.0533692121069]","[101326.92410373825, 101326.92410373825, 522857.5918734354, 1316416.1436354772, 1224267.0135809937, 674820.6350066233, 308435.4050287139, 111719.96789249378, 111719.96789249378]"
53,"[101326.99830780177, 101326.99830780177, 500.23041601992503, 684.8066257427469, 1422.13746383241, 1255.6873138398275, 1066.1637872573876, 858.0532057838469, 858.0532057838469]","[101326.99830780177, 101326.99830780177, 522857.718803297, 1316416.2299768925, 1224267.0938785102, 674820.6734323453, 308435.4203610703, 111719.96914267071, 111719.96914267071]"
54,"[101327.07389773904, 101327.07389773904, 500.2304387864361, 684.8066148706178, 1422.1372046507395, 1255.6870826821757, 1066.1635893474397, 858.053039304696, 858.053039304696]","[101327.07389773904, 101327.07389773904, 522857.8481051353, 1316416.3179356647, 1224267.1756801682, 674820.7125782507, 308435.43598095805, 111719.97041626617, 111719.97041626617]"
55,"[101327.15087255351, 101327.15087255351, 500.23046196978504, 684.8066037988337, 1422.136940719067, 1255.6868472881183, 1066.1633878104167, 858.0528697748817, 858.0528697748817]","[101327.15087255351, 101327.15087255351, 522857.9797750615, 1316416.4075031483, 1224267.258977928, 674820.7524398894, 308435.4518863405, 111719.97171315507, 111719.97171315507]"
56,"[101327.2292312489, 101327.2292312489, 500.2304855699932, 684.8065925281412, 1422.136672042976, 1255.6866076626322, 1066.1631826505768, 858.0526971975089, 858.0526971975089]","[101327.2292312489, 101327.2292312489, 522858.11381236924, 1316416.498681614, 1224267.343773901, 674820.7930185478, 308435.46807785006, 111719.97303337012, 111719.97303337012]"
57,"[101327.30897282937, 101327.30897282937, 500.2305095864676, 684.8065810581364, 1422.136398623929, 1255.6863638070242, 1066.1629738690413, 858.0525215739541, 858.0525215739541]","[101327.30897282937, 101327.30897282937, 522858.25021444354, 1316416.591466782, 1224267.4300641073, 674820.834312071, 308435.4845545185, 111719.97437684936, 111719.97437684936]"
58,"[101327.39009629883, 101327.39009629883, 500.23053401963915, 684.8065693903317, 1422.1361204702546, 1255.6861157287176, 1066.16276147216, 858.0523429084743, 858.0523429084743]","[101327.39009629883, 101327.39009629883, 522858.38898185256, 1316416.6858652902, 1224267.51785472, 674820.8763240394, 308435.5013180468, 111719.97574368908, 111719.97574368908]"
59,"[101327.47260066174, 101327.47260066174, 500.2305588680666, 684.806557522737, 1422.1358375777259, 1255.68586342395, 1066.1625454567206, 858.05216120006, 858.05216120006]","[101327.47260066174, 101327.47260066174, 522858.5301093429, 1316416.7818638126, 1224267.6071333457, 674820.9190475448, 308435.5183652533, 111719.97713369621, 111719.97713369621]"
60,"[101327.55648492264, 101327.55648492264, 500.2305841327369, 684.8065454579037, 1422.1355499583976, 1255.6856069034645, 1066.162325831911, 858.0519764545298, 858.0519764545298]","[101327.55648492264, 101327.55648492264, 522858.67359921226, 1316416.8794749142, 1224267.6979116702, 674820.9624892836, 308435.5356992894, 111719.97854705265, 111719.97854705265]"
61,"[101327.64174808614, 101327.64174808614, 500.2306098119751, 684.806533193405, 1422.1352576064744, 1255.6853461621008, 1066.162102593324, 858.0517886702169, 858.0517886702169]","[101327.64174808614, 101327.64174808614, 522858.8194454809, 1316416.9786827783, 1224267.790174984, 674821.0066410361, 308435.5533163638, 111719.97998352957, 111719.97998352957]"
62,"[101327.72838915711, 101327.72838915711, 500.2306359068263, 684.8065207319007, 1422.1349605343999, 1255.6850812109487, 1066.1618757504439, 858.0515978531022, 858.0515978531022]","[101327.72838915711, 101327.72838915711, 522858.9676506273, 1316417.0795005881, 1224267.883935547, 674821.0515098239, 308435.5712197788, 111719.98144331752, 111719.98144331752]"
63,"[101327.81640714058, 101327.81640714058, 500.2306624158496, 684.8065080714016, 1422.1346587379478, 1255.6848120462464, 1066.1616453000588, 858.0514040021775, 858.0514040021775]","[101327.81640714058, 101327.81640714058, 522859.1182094004, 1316417.181915023, 1224267.9791809714, 674821.0970887403, 308435.589406354, 111719.9829262241, 111719.9829262241]"
64,"[101327.90580104175, 101327.90580104175, 500.23068933973974, 684.8064952139121, 1422.134352227209, 1255.6845386769874, 1066.1614112498605, 858.0512071224364, 858.0512071224364]","[101327.90580104175, 101327.90580104175, 522859.27112318896, 1316417.2859355293, 1224268.0759200423, 674821.1433828435, 308435.60787847807, 111719.98443238565, 111719.98443238565]"
65,"[101327.99656986618, 101327.99656986618, 500.23071667717284, 684.8064821576612, 1422.134040998739, 1255.6842611001057, 1066.1611735972328, 858.0510072131979, 858.0510072131979]","[101327.99656986618, 101327.99656986618, 522859.4263871057, 1316417.3915500315, 1224268.1741415292, 674821.1903858796, 308435.62663327425, 111719.9859616276, 111719.9859616276]"
66,"[101328.08871261924, 101328.08871261924, 500.230744429165, 684.8064689052545, 1422.1337250647855, 1255.6839793265167, 1066.1609323515104, 858.0508042803605, 858.0508042803605]","[101328.08871261924, 101328.08871261924, 522859.58400353993, 1316417.4987714055, 1224268.2738574073, 674821.2381047091, 308435.64567397063, 111719.98751413623, 111719.98751413623]"
67,"[101328.18222830689, 101328.18222830689, 500.2307725942462, 684.8064554546476, 1422.1334044209214, 1255.6836933522795, 1066.1606875093285, 858.0505983228308, 858.0505983228308]","[101328.18222830689, 101328.18222830689, 522859.74396714964, 1316417.6075860152, 1224268.3750549941, 674821.2865322595, 308435.664997309, 111719.98908971423, 111719.98908971423]"
68,"[101328.27711593507, 101328.27711593507, 500.2308011724678, 684.8064418066413, 1422.133079072921, 1255.6834031825417, 1066.1604390750915, 858.0503893437924, 858.0503893437924]","[101328.27711593507, 101328.27711593507, 522859.9062773242, 1316417.717996448, 1224268.4777366968, 674821.335669983, 308435.6846039996, 111719.99068839903, 111719.99068839903]"
69,"[101328.37337450983, 101328.37337450983, 500.2308301640272, 684.8064279623095, 1422.1327490275396, 1255.6831088233253, 1066.1601870539512, 858.0501773468405, 858.0501773468405]","[101328.37337450983, 101328.37337450983, 522860.0709339075, 1316417.8300068483, 1224268.581906369, 674821.385520151, 308435.7044951342, 111719.99231025044, 111719.99231025044]"
70,"[101328.47100303748, 101328.47100303748, 500.2308595674543, 684.8064139196073, 1422.1324142803464, 1255.6828102706854, 1066.15993144254, 858.0499623308804, 858.0499623308804]","[101328.47100303748, 101328.47100303748, 522860.2379315569, 1316417.9436035773, 1224268.687551327, 674821.4360756893, 308435.72466745396, 111719.99395507146, 111719.99395507146]"
71,"[101328.57000052465, 101328.57000052465, 500.2308893834733, 684.806399680594, 1422.1320748416285, 1255.682507533791, 1066.1596722486997, 858.049744300987, 858.049744300987]","[101328.57000052465, 101328.57000052465, 522860.407271756, 1316418.0587964002, 1224268.7946806522, 674821.4873418232, 308435.7451234259, 111719.995623003, 111719.995623003]"
72,"[101328.67036597795, 101328.67036597795, 500.2309196114335, 684.8063852447566, 1422.1317307124475, 1255.6822006135912, 1066.1594094732457, 858.0495232583685, 858.0495232583685]","[101328.67036597795, 101328.67036597795, 522860.57895171, 1316418.175580411, 1224268.9032897823, 674821.539316068, 308435.76586192736, 111719.99731397435, 111719.99731397435]"
73,"[101328.77209840434, 101328.77209840434, 500.2309502507428, 684.8063706116922, 1422.1313818942613, 1255.6818895113877, 1066.1591431172947, 858.0492992043979, 858.0492992043979]","[101328.77209840434, 101328.77209840434, 522860.7529688091, 1316418.293951338, 1224269.0133747444, 674821.5919962709, 308435.7868819903, 111719.99902792346, 111719.99902792346]"
74,"[101328.87519681074, 101328.87519681074, 500.2309813023006, 684.8063557837872, 1422.1310283985263, 1255.6815742373906, 1066.1588731895788, 858.0490721446415, 858.0490721446415]","[101328.87519681074, 101328.87519681074, 522860.9293250797, 1316418.4139208074, 1224269.124946351, 674821.6453886346, 308435.80818653683, 111720.00076501879, 111720.00076501879]"
75,"[101328.97966020458, 101328.97966020458, 500.2310127642866, 684.806340758341, 1422.1306702184613, 1255.6812547855623, 1066.158599684941, 858.0488420770175, 858.0488420770175]","[101328.97966020458, 101328.97966020458, 522861.10801409266, 1316418.5354714475, 1224269.2379884461, 674821.6994841252, 308435.82977139525, 111720.00252500873, 111720.00252500873]"
76,"[101329.08548759315, 101329.08548759315, 500.2310446373373, 684.8063255372482, 1422.1303073637582, 1255.68093116454, 1066.158322610769, 858.0486090063517, 858.0486090063517]","[101329.08548759315, 101329.08548759315, 522861.2890370569, 1316418.6586120806, 1224269.352509235, 674821.7542874704, 308435.8516388013, 111720.00430802116, 111720.00430802116]"
77,"[101329.19267798417, 101329.19267798417, 500.2310769207728, 684.806310119941, 1422.1299398352817, 1255.6806033750977, 1066.1580419677282, 858.0483729337687, 858.0483729337687]","[101329.19267798417, 101329.19267798417, 522861.4723910893, 1316418.7833374934, 1224269.468503869, 674821.8097960239, 308435.87378755707, 111720.00611398052, 111720.00611398052]"
78,"[101329.30123038538, 101329.30123038538, 500.2311096140304, 684.8062945060711, 1422.129567634682, 1255.6802714187088, 1066.1577577570827, 858.0481338607217, 858.0481338607217]","[101329.30123038538, 101329.30123038538, 522861.6580736716, 1316418.909643725, 1224269.5859686644, 674821.8660077968, 308435.8962167713, 111720.00794282938, 111720.00794282938]"
79,"[101329.41114380489, 101329.41114380489, 500.23114271763, 684.806278697314, 1422.129190770865, 1255.6799353033111, 1066.1574699856214, 858.0478917917069, 858.0478917917069]","[101329.41114380489, 101329.41114380489, 522861.8460856508, 1316419.0375383508, 1224269.7049106662, 674821.9229268637, 308435.9189283742, 111720.00979467755, 111720.00979467755]"
80,"[101329.52241725073, 101329.52241725073, 500.2311762308042, 684.8062626929383, 1422.1288092441073, 1255.6795950291544, 1066.1571786535624, 858.0476467276014, 858.0476467276014]","[101329.52241725073, 101329.52241725073, 522862.0364238721, 1316419.1670152256, 1224269.8253241598, 674821.9805500883, 308435.94192094065, 111720.01166943602, 111720.01166943602]"
