,TP_total_temperature,TP_total_pressure
33,"[101325.87467269212, 101325.87467269212, 500.2300776004583, 684.8067873625508, 1422.1413165747613, 1255.6907500044279, 1066.166729194025, 858.0556804967149, 858.0556804967149]","[101325.87467269212, 101325.87467269212, 522855.79675159603, 1316414.9225076083, 1224265.8779320759, 674820.091547754, 308435.18818023463, 111719.95021123046, 111719.95021123046]"
34,"[101325.92820796637, 101325.92820796637, 500.2300937244311, 684.8067796622166, 1422.1411330113463, 1255.6905862888043, 1066.1665890258269, 858.0555625892792, 858.0555625892792]","[101325.92820796637, 101325.92820796637, 522855.88832750515, 1316414.9848021162, 1224265.935865968, 674820.1192717346, 308435.19924253726, 111719.95111322048, 111719.95111322048]"
35,"[101325.98331918966, 101325.98331918966, 500.2301103233119, 684.8067717356994, 1422.1409440461082, 1255.6904177554284, 1066.166444732818, 858.0554412117255, 858.0554412117255]","[101325.98331918966, 101325.98331918966, 522855.98259997997, 1316415.0489331966, 1224265.995507873, 674820.1478133012, 308435.21063116746, 111719.95204180313, 111719.95204180313]"
36,"[101326.04000515956, 101326.04000515956, 500.2301273961821, 684.8067635821325, 1422.140749679448, 1255.6902444046607, 1066.1662963153115, 858.0553163651429, 858.0553163651429]","[101326.04000515956, 101326.04000515956, 522856.0795652324, 1316415.114893519, 1224266.0568509728, 674820.1771687123, 308435.22234442417, 111719.95299687223, 111719.95299687223]"
37,"[101326.09826467364, 101326.09826467364, 500.23014494303067, 684.8067552023466, 1422.1405499178538, 1255.6900662422865, 1066.166143778258, 858.0551880531737, 858.0551880531737]","[101326.09826467364, 101326.09826467364, 522856.17922229646, 1316415.1826854295, 1224266.1198974494, 674820.2073393154, 308435.23438297695, 111719.9539784617, 111719.9539784617]"
38,"[101326.15809653, 101326.15809653, 500.2301629634365, 684.806746596406, 1422.1403447650607, 1255.6898832716365, 1066.1659871245092, 858.0550562783046, 858.0550562783046]","[101326.15809653, 101326.15809653, 522856.2815689318, 1316415.2523069032, 1224266.1846454202, 674820.2383241575, 308435.2467464233, 111719.9549865424, 111719.9549865424]"
39,"[101326.21949952659, 101326.21949952659, 500.23018145656897, 684.8067377636082, 1422.1401342220593, 1255.6896954935978, 1066.1658263548286, 858.054921041872, 858.054921041872]","[101326.21949952659, 101326.21949952659, 522856.3866016249, 1316415.3237515485, 1224266.2510889403, 674820.2701199935, 308435.2594332936, 111719.95602102164, 111719.95602102164]"
40,"[101326.28247246201, 101326.28247246201, 500.23020042297304, 684.8067287058235, 1422.1399182990608, 1255.689502917272, 1066.1656614770015, 858.0547823490784, 858.0547823490784]","[101326.28247246201, 101326.28247246201, 522856.49432113924, 1316415.3970276378, 1224266.3192357032, 674820.3027312838, 308435.2724457065, 111719.95708201917, 111719.95708201917]"
41,"[101326.34701413474, 101326.34701413474, 500.23021986196477, 684.8067194226239, 1422.1396969980367, 1255.6893055444189, 1066.1654924925374, 858.0546402016715, 858.0546402016715]","[101326.34701413474, 101326.34701413474, 522856.6047244175, 1316415.4721303426, 1224266.3890812187, 674820.3361556024, 308435.2857825735, 111719.9581694652, 111719.9581694652]"
42,"[101326.4131233438, 101326.4131233438, 500.23023977277205, 684.8067099134162, 1422.1394703203648, 1255.68910337627, 1066.1653194024934, 858.0544946011491, 858.0544946011491]","[101326.4131233438, 101326.4131233438, 522856.71780812804, 1316415.5490538923, 1224266.46062012, 674820.3703900288, 308435.2994425765, 111719.95928327613, 111719.95928327613]"
43,"[101326.48079888818, 101326.48079888818, 500.23026015556, 684.8067001793598, 1422.1392382737067, 1255.6888964196553, 1066.1651422127136, 858.0543455516442, 858.0543455516442]","[101326.48079888818, 101326.48079888818, 522856.833571854, 1316415.627802509, 1224266.5338563335, 674820.4054368958, 308435.3134268432, 111719.96042351307, 111719.96042351307]"
44,"[101326.55003956739, 101326.55003956739, 500.23028100943947, 684.8066902196426, 1422.139000858655, 1255.6886846751065, 1066.1649609236572, 858.0541930543254, 858.0541930543254]","[101326.55003956739, 101326.55003956739, 522856.95201190084, 1316415.7083691761, 1224266.6087833338, 674820.4412926274, 308435.3277337505, 111719.96159007442, 111719.96159007442]"
45,"[101326.62084418093, 101326.62084418093, 500.2303023343998, 684.8066800350948, 1422.1387580816897, 1255.6884681484014, 1066.1647755402678, 858.0540371128302, 858.0540371128302]","[101326.62084418093, 101326.62084418093, 522857.0731273049, 1316415.7907562382, 1224266.6854033016, 674820.4779585701, 308435.3423639657, 111719.96278299413, 111719.96278299413]"
46,"[101326.69321152872, 101326.69321152872, 500.2303241305765, 684.8066696268202, 1422.1385099502725, 1255.688246846191, 1066.1645860682365, 858.0538777312076, 858.0538777312076]","[101326.69321152872, 101326.69321152872, 522857.1969175582, 1316415.8749676032, 1224266.7637198712, 674820.5154368879, 308435.3573185386, 111719.96400232887, 111719.96400232887]"
47,"[101326.76714041088, 101326.76714041088, 500.2303463964374, 684.8066589928036, 1422.1382564606786, 1255.6880207651614, 1066.164392504735, 858.0537149088148, 858.0537149088148]","[101326.76714041088, 101326.76714041088, 522857.3233769666, 1316415.9609893942, 1224266.8437201367, 674820.5537204024, 308435.37259416835, 111719.96524787755, 111719.96524787755]"
48,"[101326.84262962766, 101326.84262962766, 500.2303691324399, 684.8066481347504, 1422.1379976225257, 1255.6877899138844, 1066.164194857096, 858.053548650605, 858.053548650605]","[101326.84262962766, 101326.84262962766, 522857.4525060226, 1316416.048828948, 1224266.9254109217, 674820.5928130801, 308435.3881927431, 111719.96651974662, 111719.96651974662]"
49,"[101326.91967797972, 101326.91967797972, 500.2303923381055, 684.8066370526155, 1422.137733439153, 1255.6875542953394, 1066.1639931278705, 858.0533789588975, 858.0533789588975]","[101326.91967797972, 101326.91967797972, 522857.5843023095, 1316416.1384836228, 1224267.0087897694, 674820.6327136463, 308435.40411371004, 111719.96781789775, 111719.96781789775]"
50,"[101326.99828426784, 101326.99828426784, 500.2304160128089, 684.8066257460794, 1422.1374639129153, 1255.6873139116283, 1066.1637873188615, 858.0532058355994, 858.0532058355994]","[101326.99828426784, 101326.99828426784, 522857.71876295324, 1316416.2299492087, 1224267.0938527642, 674820.6734200007, 308435.4203561344, 111719.96914226995, 111719.96914226995]"
51,"[101327.07844729314, 101327.07844729314, 500.2304401566278, 684.8066142161367, 1422.1371890508792, 1255.687068769051, 1066.1635774354584, 858.0530292845926, 858.0530292845926]","[101327.07844729314, 101327.07844729314, 522857.8558872672, 1316416.3232289953, 1224267.1806029656, 674820.714933985, 308435.4369209134, 111719.97049291078, 111719.97049291078]"
52,"[101327.16016585683, 101327.16016585683, 500.23046476855666, 684.8066024617564, 1422.1369088528484, 1255.6868188674362, 1066.1633634775199, 858.0528493067146, 858.0528493067146]","[101327.16016585683, 101327.16016585683, 522857.9956711949, 1316416.4183147168, 1224267.2690326867, 674820.7572513674, 308435.45380611887, 111719.97186970073, 111719.97186970073]"
53,"[101327.24343876062, 101327.24343876062, 500.2304898488488, 684.8065904842617, 1422.1366233270646, 1255.6865642141304, 1066.1631454513313, 858.0526659063397, 858.0526659063397]","[101327.24343876062, 101327.24343876062, 522858.13811459625, 1316416.515211534, 1224267.3591467268, 674820.8003749709, 308435.47101310693, 111719.97327271447, 111719.97327271447]"
54,"[101327.32826480624, 101327.32826480624, 500.23051539690834, 684.8065782833876, 1422.1363324760769, 1255.6863048114092, 1066.1629233588424, 858.0524790854557, 858.0524790854557]","[101327.32826480624, 101327.32826480624, 522858.28321468964, 1316416.613915551, 1224267.4509414625, 674820.844302863, 308435.48854101845, 111719.9747018955, 111719.9747018955]"
55,"[101327.41464279576, 101327.41464279576, 500.2305414123744, 684.8065658593077, 1422.1360363040055, 1255.6860406629469, 1066.162697203199, 858.0522888467092, 858.0522888467092]","[101327.41464279576, 101327.41464279576, 522858.4309694245, 1316416.7144253748, 1224267.5444155985, 674820.889034422, 308435.5063896056, 111719.97615722379, 111719.97615722379]"
56,"[101327.50257153144, 101327.50257153144, 500.230567895266, 684.8065532129068, 1422.1357348175195, 1255.6857717746893, 1066.162466989489, 858.0520951938146, 858.0520951938146]","[101327.50257153144, 101327.50257153144, 522858.58137793175, 1316416.8167436654, 1224267.639571609, 674820.9345711595, 308435.5245596137, 111719.9776387377, 111719.9776387377]"
57,"[101327.59204981601, 101327.59204981601, 500.2305948439051, 684.8065403418952, 1422.1354280119076, 1255.6854981424426, 1066.1622327141324, 858.0518981257154, 858.0518981257154]","[101327.59204981601, 101327.59204981601, 522858.73443406634, 1316416.920854989, 1224267.7363951397, 674820.9809050756, 308435.5430473596, 111719.97914621403, 111719.97914621403]"
58,"[101327.68307645201, 101327.68307645201, 500.23062225930573, 684.8065272490181, 1422.135115900507, 1255.6852197780936, 1066.1619943872952, 858.0516976489221, 858.0516976489221]","[101327.68307645201, 101327.68307645201, 522858.8901400526, 1316417.0267726104, 1224267.8348985277, 674821.0280432549, 308435.5618561829, 111719.98067984458, 111719.98067984458]"
59,"[101327.77565024262, 101327.77565024262, 500.230650140961, 684.806513934176, 1422.134798486457, 1255.684936684443, 1066.1617520113762, 858.0514937656692, 858.0514937656692]","[101327.77565024262, 101327.77565024262, 522859.0484933875, 1316417.1344935815, 1224267.935079031, 674821.0759842597, 308435.5809854553, 111719.98223958684, 111719.98223958684]"
60,"[101327.86976999119, 101327.86976999119, 500.23067848792437, 684.8065003964468, 1422.1344757699458, 1255.6846488616625, 1066.1615055865275, 858.0512864769535, 858.0512864769535]","[101327.86976999119, 101327.86976999119, 522859.20949019986, 1316417.2440102631, 1224268.0369295448, 674821.1247241878, 308435.6004334018, 111719.98382533003, 111719.98382533003]"
61,"[101327.96543450117, 101327.96543450117, 500.23070730009823, 684.8064866364964, 1422.1341477568565, 1255.684356314997, 1066.1612551172377, 858.0510757861599, 858.0510757861599]","[101327.96543450117, 101327.96543450117, 522859.3731292593, 1316417.3553240707, 1224268.1404513859, 674821.1742638949, 308435.62020046235, 111719.98543709492, 111719.98543709492]"
62,"[101328.06264257645, 101328.06264257645, 500.230736577502, 684.8064726552091, 1422.133814453852, 1255.6840590503873, 1066.1610006085896, 858.0508616969995, 858.0508616969995]","[101328.06264257645, 101328.06264257645, 522859.5394096992, 1316417.4684376644, 1224268.245647028, 674821.2246048917, 308435.640287381, 111719.98707491973, 111719.98707491973]"
63,"[101328.161393021, 101328.161393021, 500.230766318956, 684.8064584512265, 1422.1334758595563, 1255.6837570666107, 1066.1607420595433, 858.0506442098133, 858.0506442098133]","[101328.161393021, 101328.161393021, 522859.70832692424, 1316417.5833409198, 1224268.3525070555, 674821.2757419695, 308435.66069177433, 111719.98873865811, 111719.98873865811]"
64,"[101328.26168463913, 101328.26168463913, 500.2307965249186, 684.8064440262536, 1422.133131983574, 1255.6834503722284, 1066.160479477422, 858.0504233295455, 858.0504233295455]","[101328.26168463913, 101328.26168463913, 522859.879881433, 1316417.7000411758, 1224268.4610382935, 674821.3276790965, 308435.6814155313, 111719.99042841612, 111719.99042841612]"
65,"[101328.3635162354, 101328.3635162354, 500.2308271947071, 684.8064293798614, 1422.132782827859, 1255.683138968985, 1066.160212863722, 858.0501990579332, 858.0501990579332]","[101328.3635162354, 101328.3635162354, 522860.0540701764, 1316417.8185336073, 1224268.5712362549, 674821.3804138495, 308435.7024575645, 111719.99214412406, 111719.99214412406]"
66,"[101328.46688661462, 101328.46688661462, 500.23085832761006, 684.8064145115665, 1422.1324283941708, 1255.6828228584527, 1066.1599422197924, 858.049971396631, 858.049971396631]","[101328.46688661462, 101328.46688661462, 522860.2308900153, 1316417.9388130794, 1224268.683096164, 674821.4339436443, 308435.7238167127, 111719.99388570756, 111719.99388570756]"
67,"[101328.5717945818, 101328.5717945818, 500.230889923384, 684.8063994217611, 1422.132068687405, 1255.682502044996, 1066.1596675493688, 858.0497403486089, 858.0497403486089]","[101328.5717945818, 101328.5717945818, 522860.4103392669, 1316418.0608794477, 1224268.7966178865, 674821.4882685135, 308435.74549303186, 111719.99565316456, 111719.99565316456]"
68,"[101328.67823894233, 101328.67823894233, 500.2309219822242, 684.8063841116574, 1422.1317037153983, 1255.6821765356012, 1066.1593888584284, 858.0495059180693, 858.0495059180693]","[101328.67823894233, 101328.67823894233, 522860.5924176122, 1316418.1847372453, 1224268.911805638, 674821.5433909531, 308435.76748772577, 111719.99744656056, 111719.99744656056]"
69,"[101328.78621850176, 101328.78621850176, 500.23095450415036, 684.8063685821397, 1422.1313334848107, 1255.6818463362063, 1066.159106152052, 858.0492681087217, 858.0492681087217]","[101328.78621850176, 101328.78621850176, 522860.7771241869, 1316418.3103891343, 1224269.028661895, 674821.5993124748, 308435.7898015389, 111719.99926593421, 111719.99926593421]"
70,"[101328.89573206582, 101328.89573206582, 500.23098748690103, 684.8063528298248, 1422.130957987002, 1255.6815114391168, 1066.1588194236672, 858.0490269178595, 858.0490269178595]","[101328.89573206582, 101328.89573206582, 522860.96445103333, 1316418.4378134508, 1224269.1471665094, 674821.6560218055, 308435.8124292648, 111720.00111097183, 111720.00111097183]"
71,"[101329.00677844061, 101329.00677844061, 500.23102093181245, 684.8063368580594, 1422.1305772374578, 1255.6811718581334, 1066.1585286850761, 858.0487823528923, 858.0487823528923]","[101329.00677844061, 101329.00677844061, 522861.15440138086, 1316418.5670268936, 1224269.2673350112, 674821.7135278317, 308435.83537508175, 111720.00298191517, 111720.00298191517]"
72,"[101329.11935643248, 101329.11935643248, 500.2310548375592, 684.8063206652106, 1422.1301912338133, 1255.680827591153, 1066.158233934486, 858.0485344137452, 858.0485344137452]","[101329.11935643248, 101329.11935643248, 522861.34697018296, 1316418.6980177788, 1224269.3891565343, 674821.7718245259, 308435.8586362245, 111720.00487859527, 111720.00487859527]"
73,"[101329.23346484799, 101329.23346484799, 500.2310892050388, 684.8063042538035, 1422.129799988608, 1255.6804786493517, 1066.1579351814553, 858.0482831065918, 858.0482831065918]","[101329.23346484799, 101329.23346484799, 522861.54215930525, 1316418.8307981247, 1224269.512642256, 674821.8309183161, 308435.88221572735, 111720.00680118587, 111720.00680118587]"
74,"[101329.34910249397, 101329.34910249397, 500.2311240325164, 684.80628762144, 1422.1294034967311, 1255.6801250281794, 1066.1576324220994, 858.0480284302051, 858.0480284302051]","[101329.34910249397, 101329.34910249397, 522861.73996242863, 1316418.965351883, 1224269.6377772514, 674821.8908008797, 308435.9061097563, 111720.00874945468, 111720.00874945468]"
75,"[101329.46626817751, 101329.46626817751, 500.2311593200711, 684.806270769114, 1422.1290017652304, 1255.67976673392, 1066.1573256617949, 858.047770388456, 858.047770388456]","[101329.46626817751, 101329.46626817751, 522861.94037887384, 1316419.1016823433, 1224269.7645645794, 674821.9514740589, 308435.93031921046, 111720.01072344948, 111720.01072344948]"
76,"[101329.58496070594, 101329.58496070594, 500.2311950676935, 684.8062536976543, 1422.1285948005643, 1255.6794037723305, 1066.1570149054683, 858.0475089849683, 858.0475089849683]","[101329.58496070594, 101329.58496070594, 522862.14340768737, 1316419.2397918543, 1224269.8930064247, 674822.0129391986, 308435.95484475745, 111720.01272320417, 111720.01272320417]"
77,"[101329.70517888696, 101329.70517888696, 500.23123127473156, 684.8062364066868, 1422.128182604876, 1255.6790361453247, 1066.1567001547605, 858.0472442215558, 858.0472442215558]","[101329.70517888696, 101329.70517888696, 522862.34904591757, 1316419.3796759108, 1224270.023098597, 674822.0751940435, 308435.97968538856, 111720.0147486535, 111720.0147486535]"
78,"[101329.82692152823, 101329.82692152823, 500.2312679406792, 684.8062188961111, 1422.1277651812893, 1255.6786638556898, 1066.1563814120586, 858.0469761004442, 858.0469761004442]","[101329.82692152823, 101329.82692152823, 522862.55729106616, 1316419.5213315627, 1224270.1548383534, 674822.1382371552, 308436.00484047487, 111720.0167997549, 111720.0167997549]"
79,"[101329.9501874381, 101329.9501874381, 500.2313050657323, 684.806201167139, 1422.127342537632, 1255.6782869104034, 1066.1560586833325, 858.0467046258303, 858.0467046258303]","[101329.9501874381, 101329.9501874381, 522862.7681428187, 1316419.6647633454, 1224270.2882299114, 674822.2020710284, 308436.03031121904, 111720.01887657378, 111720.01887657378]"
80,"[101330.07497542477, 101330.07497542477, 500.2313426493265, 684.8061832195605, 1422.1269146766342, 1255.6779053119017, 1066.1557319706696, 858.046429799774, 858.046429799774]","[101330.07497542477, 101330.07497542477, 522862.9815984961, 1316419.8099676864, 1224270.4232699485, 674822.2666938984, 308436.0560968409, 111720.02097905867, 111720.02097905867]"
