,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,H2_fc,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time,H2_mass
0,23572.0,60.0,10.668,0.0,0.0,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7517485443599947,0.11899414372150799,15702.576970674185,1.0,0.0,1.0,False,0.0,47548.04595411976,3597344.2160289474,3597344.2160289474,2530.2462759720142,0.1326655254389131,0.13776234953463942,0.0,,,,,,,,,2.0,0.2653310508778262
1,23571.73466894912,60.04750060862465,27.14724118283835,118.86309187480293,0.0,62.0,0.0,1,0.17651111056510663,59.969279456360205,1.7517288263351283,0.11899207146085422,15702.303513246772,1.0,0.0,1.0,False,0.0,47527.81131935624,3598372.143510878,3598372.143510878,2530.1528444927603,0.13251395950117015,0.1376775479273298,0.0,,,,,,initial climb,,,2.0,0.5303589698801665
2,23571.46964103012,60.095065057427036,43.62944077831598,237.8216830478071,0.0,64.0,0.0,1,0.17668379617701974,59.969279456360205,1.751709130837448,0.11899000159144706,15702.030371370465,1.0,0.0,1.0,False,0.0,47507.277416036064,3599382.573617948,3599382.573617948,2530.043332509716,0.13236229610226163,0.13759144662223316,0.0,,,,,,initial climb,,,2.0,0.7950835620846898
3,23571.204916437913,60.14269301808093,60.11444548585192,356.8759227741523,0.0,66.0,0.0,1,0.17685674455512412,59.969279456360205,1.7516894578814388,0.11898793411472725,15701.757545235392,1.0,0.0,1.0,False,0.0,47486.4450943488,3600375.518971024,3600375.518971024,2529.9177564843135,0.13221053990911052,0.13750404925488485,0.0,,,,,,initial climb,,,2.0,1.0595046419029108
4,23570.940495358096,60.19038416027162,76.60210194220583,476.02595961193816,0.0,68.0,0.0,1,0.17702995460891485,59.969279456360205,1.7516698074808925,0.11898586903206276,15701.485035022071,1.0,0.0,1.0,False,0.0,47465.31521623503,3601350.9928714954,3601350.9928714954,2529.7761335344394,0.13205869556683314,0.13741535951201944,0.0,,,,,,initial climb,,,2.0,1.323622033036577
5,23570.676377966964,60.23813815170443,93.09225672758359,595.2719414167713,0.0,70.0,0.0,1,0.17720342523984225,59.969279456360205,1.7516501796489117,0.11898380634474914,15701.212840901453,1.0,0.0,1.0,False,0.0,47443.888655312185,3602309.0092993206,3602309.0092993206,2529.6184814328103,0.1319067676984558,0.13732538113125145,0.0,,,,,,initial climb,,,2.0,1.5874355684334887
6,23570.412564431568,60.28595465811337,109.58475637174708,714.6140153363349,0.0,72.0,0.0,1,0.17737715534133494,59.969279456360205,1.7516305743979097,0.11898174605400957,15700.940963034966,1.0,0.0,1.0,False,0.0,47417.33274246108,3602848.91375788,3603249.5829110225,2529.1870022731687,0.13174011022134102,0.13721320671087991,0.0,,,,,,initial climb,,,2.0,1.8509157888761707
7,23570.149084211127,60.33382608932238,126.07694975929164,834.0526727024835,0.0,74.0,0.0,1,0.17755111743592666,59.969279456360205,1.7516109939171443,0.11897968838982506,15700.669431771094,1.0,0.0,1.0,False,0.0,47384.19950360818,3602848.91375788,3604172.590583439,2528.4039535592133,0.1315543700798806,0.13707257083184185,0.0,,,,,,initial climb,,,2.0,2.114024529035932
8,23569.885975470967,60.38174261682878,142.5654282854192,953.5884931003869,0.0,76.0,0.0,1,0.17772527588937087,59.969279456360205,1.7515914410428612,0.11897763365015553,15700.398286428928,1.0,0.0,1.0,False,0.0,47351.015259820764,3602848.91375788,3605077.8792823544,2527.6170981997675,0.13136935402463987,0.13693170731547064,0.0,,,,,,initial climb,,,2.0,2.376763237085212
9,23569.623236762916,60.42970416690184,159.0501500255774,1073.2215709464801,0.0,78.0,0.0,1,0.17789963050560317,59.969279456360205,1.7515719156674427,0.11897558182359287,15700.127525503025,1.0,0.0,1.0,False,0.0,47317.780002882035,3602848.91375788,3605965.4899003645,2526.8264285984324,0.13118506084075326,0.13679061614017196,0.0,,,,,,initial climb,,,2.0,2.6391333587667183
10,23569.360866641236,60.47771066492656,175.53107292789943,1192.9520005084123,0.0,80.0,0.0,1,0.17807418108514586,59.969279456360205,1.7515524176834467,0.1189735328987481,15699.857147490502,1.0,0.0,1.0,False,0.0,47284.493725269494,3602848.91375788,3606835.4634526125,2526.0319371832757,0.1310014893096538,0.13664929728731617,0.0,,,,,,initial climb,,,2.0,2.901136337386026
