,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,shaft_power,power_rate,EMshaft_power,FC_power,FC_stack_power,H2_fc,BAT_ec,BAT_power,slope_angle,acceleration,CT,TP_thermal_efficiency,TP_air_flow,FC_efficiency,FC_airflow,V_cell,V_stack,V_pack,V_core,I_cell,I_stack,I_pack,I_core,name,ceiling,max_mach,delta_time,BAT_energy
0,23553.0,60.0,10.668,0.0,0.712710728340081,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7503365630965109,0.11884581208603671,15683.00299123008,1.0,1.0,1.0,False,9.90606799822497e-08,50034.29482219399,3597344.2160289474,3597344.2160289474,4037344.2160289474,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14872232504042016,0.0,,,,,,,,,,,,,,,,,2.0,925731.1171891438
1,23552.28728927166,60.05125511061637,28.448961935389725,118.67534450193192,1.4251193488726526,62.0,0.0,1,0.17652474034394358,59.969279456360205,1.750283598138895,0.11884025037924822,15682.269063271919,1.0,1.0,1.0,False,9.898819051205331e-08,50007.03756936714,3598452.58736104,3598452.58736104,4038452.58736104,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14861199051492158,0.0,,,,,,,,,,,,,,initial climb,,,2.0,1851462.2343782876
2,23551.574880651126,60.10258062702898,46.23200800861063,237.4540304426301,2.137223224888565,64.0,0.0,1,0.17671108484651765,59.969279456360205,1.7502306556323615,0.1188346912015907,15681.535469060213,1.0,1.0,1.0,False,9.891594142199802e-08,49979.44480258434,3599540.507722181,3599540.507722181,4039540.507722181,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14850019328165895,0.0,,,,,,,,,,,,,,initial climb,,,2.0,2777193.3515674314
3,23550.86277677511,60.15397617082095,64.01696257577382,356.33622500160527,2.849019732726021,66.0,0.0,1,0.17689772106472595,59.969279456360205,1.7501777357728572,0.11882913457342008,15680.802211281149,1.0,1.0,1.0,False,9.884393248133178e-08,49951.517662897575,3600607.998735227,3600607.998735227,4040607.998735227,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14838693812453096,0.0,,,,,,,,,,,,,,initial climb,,,2.0,3702924.468756575
4,23550.150980267274,60.205441361190566,81.80364994899506,475.32209453629446,3.5605062617890044,68.0,0.0,1,0.17708464774402857,59.969279456360205,1.7501248387553576,0.11882358051498798,15680.069292607159,1.0,1.0,1.0,False,9.877216344929141e-08,49923.25730492897,3601655.082852635,3601655.082852635,4041655.082852635,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14827222988707864,0.0,,,,,,,,,,,,,,initial climb,,,2.0,4628655.585945719
5,23549.43949373821,60.25697581496145,99.59189440376937,594.4118045754083,4.271680214565115,70.0,0.0,1,0.17727186362019076,59.969279456360205,1.7500719647738712,0.11881802904644197,15679.336715696913,1.0,1.0,1.0,False,9.870063407517133e-08,49894.664896768125,3602681.7833534586,3602681.7833534586,4042681.7833534586,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.1481560734720508,0.0,,,,,,,,,,,,,,initial climb,,,2.0,5554386.703134863
6,23548.728319785434,60.30857914659288,117.38152018634925,713.6055198123081,4.9823734650641915,72.0,0.0,1,0.17745936741930943,59.969279456360205,1.750019114021429,0.11881248018782468,15678.604483195277,1.0,1.0,1.0,False,9.862934409839049e-08,49856.30938818273,3602848.91375788,3603688.1243402734,4042848.91375788,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14799763002365185,0.0,,,,,,,,,,,,,,initial climb,,,2.0,6480117.8203240065
7,23548.017626534936,60.360236807279136,135.1674789252963,832.9041306443706,5.692554884588866,74.0,0.0,1,0.17764710638779185,59.969279456360205,1.7499662989922824,0.11880693525063515,15677.872768168863,1.0,1.0,1.0,False,9.855831267483457e-08,49816.008323049784,3602848.91375788,3604673.863475937,4042848.91375788,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.1478307467670805,0.0,,,,,,,,,,,,,,initial climb,,,2.0,7405848.93751315
8,23547.307445115413,60.41194588350564,152.94874608801422,952.3078964468415,6.402226357041476,76.0,0.0,1,0.17783507002830976,59.969279456360205,1.749913521999753,0.1188013944773865,15677.141602619937,1.0,1.0,1.0,False,9.848754269748178e-08,49775.64444885178,3602848.91375788,3605638.9976296667,4042848.91375788,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.14766357585308293,0.0,,,,,,,,,,,,,,initial climb,,,2.0,8331580.054702294
9,23546.59777364296,60.463706274974044,170.72526782386475,1071.816925799026,7.1113897590855295,78.0,0.0,1,0.17802325806420502,59.969279456360205,1.749860782903842,0.11879585785301296,15676.41098456038,1.0,1.0,1.0,False,9.8417033161734e-08,49735.21777378226,3602848.91375788,3606583.5793144307,4042848.91375788,1.0,440000.0,0.0,0.0,0.0,462865.5585945719,462865.5585945719,0.1474961173224265,0.0,,,,,,,,,,,,,,initial climb,,,2.0,9257311.171891438
