,TP_total_temperature,TP_total_pressure
10,"[101325.07956131277, 101325.07956131277, 500.229838125492, 684.8069017302531, 1422.144042889904, 1255.6931815368075, 1066.1688109960498, 858.0574316775495, 858.0574316775495]","[101325.07956131277, 101325.07956131277, 522854.43665571, 1316413.9973057406, 1224265.0174943388, 674819.6797898236, 308435.0238825355, 111719.93681482259, 111719.93681482259]"
11,"[101325.09619713422, 101325.09619713422, 500.2298431364449, 684.8068993382956, 1422.1439858513695, 1255.6931306655595, 1066.1687674416728, 858.0573950395167, 858.0573950395167]","[101325.09619713422, 101325.09619713422, 522854.4651140859, 1316414.016668737, 1224265.0355019255, 674819.6884076861, 308435.02732137963, 111719.93709518782, 111719.93709518782]"
12,"[101325.11440644611, 101325.11440644611, 500.2298486206639, 684.8068967188026, 1422.1439234132451, 1255.6930749785565, 1066.168719764202, 858.0573549341563, 858.0573549341563]","[101325.11440644611, 101325.11440644611, 522854.496262029, 1316414.037855794, 1224265.0552058883, 674819.6978367874, 308435.0310836798, 111719.9374019646, 111719.9374019646]"
13,"[101325.13418808774, 101325.13418808774, 500.22985457818, 684.8068938726536, 1422.1438555820657, 1255.6930144816238, 1066.1686679686218, 858.0573113650953, 858.0573113650953]","[101325.13418808774, 101325.13418808774, 522854.53009873687, 1316414.0608696195, 1224265.076608746, 674819.7080786587, 308435.03517018905, 111719.93773519182, 111719.93773519182]"
14,"[101325.15554089827, 101325.15554089827, 500.2298610097849, 684.8068908021506, 1422.1437823694698, 1255.692949185135, 1066.1686120638044, 858.0572643381029, 858.0572643381029]","[101325.15554089827, 101325.15554089827, 522854.56662577274, 1316414.0857210336, 1224265.0997205614, 674819.7191390966, 308435.03958364594, 111719.93809502636, 111719.93809502636]"
15,"[101325.17846371728, 101325.17846371728, 500.22986791360677, 684.8068875046141, 1422.1437037692315, 1255.6928790835461, 1066.168552045016, 858.0572138514566, 858.0572138514566]","[101325.17846371728, 101325.17846371728, 522854.6058364177, 1316414.112392456, 1224265.1245249843, 674819.7310089685, 308435.04431983916, 111719.93848121373, 111719.93848121373]"
16,"[101325.20295538455, 101325.20295538455, 500.2298752899404, 684.8068839814161, 1422.143619789653, 1255.6928041842584, 1066.1684879185877, 858.057159909525, 858.057159909525]","[101325.20295538455, 101325.20295538455, 522854.64773069014, 1316414.1408894064, 1224265.1510271481, 674819.743691286, 308435.04938021046, 111719.9388938336, 111719.9388938336]"
17,"[101325.22901473985, 101325.22901473985, 500.2298831385238, 684.8068802328877, 1422.1435304353033, 1255.6927244913459, 1066.1684196880071, 858.0571025151122, 858.0571025151122]","[101325.22901473985, 101325.22901473985, 522854.69230687653, 1316414.1712114671, 1224265.1792266646, 674819.7571859371, 308435.05476474797, 111719.93933288004, 111719.93933288004]"
18,"[101325.25664062341, 101325.25664062341, 500.2298914593297, 684.8068762597985, 1422.1434357123226, 1255.692640010283, 1066.1683473579583, 858.0570416716804, 858.0570416716804]","[101325.25664062341, 101325.25664062341, 522854.7395639943, 1316414.2033607236, 1224265.209125473, 674819.7714941271, 308435.06047405227, 111719.9397983833, 111719.9397983833]"
19,"[101325.2858318755, 101325.2858318755, 500.22990025151086, 684.806872061385, 1422.1433356213554, 1255.6925507416474, 1066.1682709289403, 858.056977380388, 858.056977380388]","[101325.2858318755, 101325.2858318755, 522854.78949851135, 1316414.2373305198, 1224265.2407173836, 674819.7866124656, 308435.06650658516, 111719.9402902469, 111719.9402902469]"
20,"[101325.31658733664, 101325.31658733664, 500.2299095141914, 684.8068676368292, 1422.143230162848, 1255.6924566858409, 1066.168190401301, 858.0569096423095, 858.0569096423095]","[101325.31658733664, 101325.31658733664, 522854.8421068055, 1316414.2731138903, 1224265.273995918, 674819.8025374017, 308435.07286073355, 111719.94080837017, 111719.94080837017]"
21,"[101325.34890584752, 101325.34890584752, 500.229919248163, 684.8068629884327, 1422.1431193484348, 1255.6923578532324, 1066.1681057839091, 858.0568384632103, 858.0568384632103]","[101325.34890584752, 101325.34890584752, 522854.8973904416, 1316414.3107216544, 1224265.3089711387, 674819.8192747302, 308435.0795392356, 111719.94135290958, 111719.94135290958]"
22,"[101325.38278624922, 101325.38278624922, 500.22992945260876, 684.8068581154878, 1422.1430031789544, 1255.6922542445727, 1066.1680170774112, 858.0567638443299, 858.0567638443299]","[101325.38278624922, 101325.38278624922, 522854.95534598135, 1316414.350147474, 1224265.345637151, 674819.8368212271, 308435.08654062985, 111719.94192377344, 111719.94192377344]"
23,"[101325.41822738269, 101325.41822738269, 500.22994012656414, 684.8068530170108, 1422.1428816542639, 1255.692145859739, 1066.167924281707, 858.0566857864956, 858.0566857864956]","[101325.41822738269, 101325.41822738269, 522855.01596952864, 1316414.3913834428, 1224265.3839866018, 674819.8551728487, 308435.0938630741, 111719.94252084735, 111719.94252084735]"
24,"[101325.45522808934, 101325.45522808934, 500.22995127032465, 684.8068476943745, 1422.1427547826602, 1255.6920327061262, 1066.1678274031224, 858.0566042940732, 858.0566042940732]","[101325.45522808934, 101325.45522808934, 522855.0792611045, 1316414.4344350821, 1224265.4240246264, 674819.874332603, 308435.10150800814, 111719.94314421108, 111719.94314421108]"
25,"[101325.4937872107, 101325.4937872107, 500.229962884038, 684.8068421486756, 1422.1426225714556, 1255.6919147902531, 1066.1677264472348, 858.056519371016, 858.056519371016]","[101325.4937872107, 101325.4937872107, 522855.1452202714, 1316414.4793063442, 1224265.4657549001, 674819.8943026762, 308435.10947649, 111719.94379392188, 111719.94379392188]"
26,"[101325.5339035885, 101325.5339035885, 500.2299749665655, 684.8068363786039, 1422.1424850193287, 1255.6917921109462, 1066.1676214130457, 858.056431017657, 858.056431017657]","[101325.5339035885, 101325.5339035885, 522855.2138425913, 1316414.525987458, 1224265.509168336, 674819.9150780416, 308435.11776621937, 111719.9444698385, 111719.9444698385]"
27,"[101325.5755760647, 101325.5755760647, 500.2299875177919, 684.8068303847641, 1422.142342131827, 1255.6916646731518, 1066.1675123047885, 858.056339237209, 858.056339237209]","[101325.5755760647, 101325.5755760647, 522855.2851268095, 1316414.5744795722, 1224265.5542660023, 674819.9366594119, 308435.1263775681, 111719.94517197729, 111719.94517197729]"
28,"[101325.61880348138, 101325.61880348138, 500.23000053701736, 684.8068241666666, 1422.1421939105708, 1255.6915324783167, 1066.1673991237044, 858.0562440312381, 858.0562440312381]","[101325.61880348138, 101325.61880348138, 522855.35906985233, 1316414.624777593, 1224265.6010431615, 674819.959044218, 308435.1353093799, 111719.94590026468, 111719.94590026468]"
29,"[101325.66358468098, 101325.66358468098, 500.23001402433175, 684.8068177252994, 1422.1420403624797, 1255.6913955326106, 1066.1672818750724, 858.0561454035324, 858.0561454035324]","[101325.66358468098, 101325.66358468098, 522855.4356711031, 1316414.6768848537, 1224265.649502914, 674819.9822343218, 308435.14456256205, 111719.94665474887, 111719.94665474887]"
30,"[101325.70991850608, 101325.70991850608, 500.2300279790645, 684.8068110602278, 1422.1418814893702, 1255.6912538376548, 1066.1671605602828, 858.05604335574, 858.05604335574]","[101325.70991850608, 101325.70991850608, 522855.51492758066, 1316414.7307965774, 1224265.699640817, 674820.0062273196, 308435.1541360344, 111719.94743536081, 111719.94743536081]"
31,"[101325.75780379935, 101325.75780379935, 500.23004240130547, 684.8068041724392, 1422.1417172981596, 1255.6911073996162, 1066.1670351846126, 858.055937891648, 858.055937891648]","[101325.75780379935, 101325.75780379935, 522855.59683866735, 1316414.7865160923, 1224265.751459966, 674820.0310250694, 308435.16403070313, 111719.94824214854, 111719.94824214854]"
32,"[101325.80723940389, 101325.80723940389, 500.2300572910575, 684.8067970627582, 1422.1415477951778, 1255.690956224138, 1066.1669057528902, 858.0558290147962, 858.0558290147962]","[101325.80723940389, 101325.80723940389, 522855.6814034762, 1316414.8440457997, 1224265.8049625938, 674820.0566289423, 308435.1742472456, 111719.94907514674, 111719.94907514674]"
33,"[101325.85822416279, 101325.85822416279, 500.2300726468889, 684.8067897293263, 1422.141372977137, 1255.6908003082947, 1066.1667722626194, 858.0557167246932, 858.0557167246932]","[101325.85822416279, 101325.85822416279, 522855.7686166592, 1316414.9033728072, 1224265.8601367108, 674820.0830322695, 308435.184782597, 111719.94993416904, 111719.94993416904]"
34,"[101325.91075691945, 101325.91075691945, 500.23008846880225, 684.8067821729675, 1422.141192850366, 1255.6906396577288, 1066.1666347186285, 858.0556010248777, 858.0556010248777]","[101325.91075691945, 101325.91075691945, 522855.85847732885, 1316414.9644995127, 1224265.916984547, 674820.1102364223, 308435.195637436, 111719.95081924995, 111719.95081924995]"
35,"[101325.96483651748, 101325.96483651748, 500.23010475618537, 684.8067743933557, 1422.1410074170694, 1255.6904742744082, 1066.1664931226048, 858.0554819171608, 858.0554819171608]","[101325.96483651748, 101325.96483651748, 522855.95098268555, 1316415.0274217592, 1224265.975502236, 674820.1382393227, 308435.2068108352, 111719.95173032943, 111719.95173032943]"
36,"[101326.02046180068, 101326.02046180068, 500.2301215101825, 684.80676639345, 1422.1408166912288, 1255.6903041707928, 1066.1663474852037, 858.0553594082905, 858.0553594082905]","[101326.02046180068, 101326.02046180068, 522856.04613539175, 1316415.0921541166, 1224266.0357033284, 674820.1670487358, 308435.21830644895, 111719.95266761823, 111719.95266761823]"
37,"[101326.07763161307, 101326.07763161307, 500.23013872833803, 684.806758169476, 1422.1406206626862, 1255.6901293378369, 1066.1661977986978, 858.0552334948933, 858.0552334948933]","[101326.07763161307, 101326.07763161307, 522856.14392691635, 1316415.158672772, 1224266.0975656782, 674820.1966522563, 308435.23011854273, 111719.95363077168, 111719.95363077168]"
38,"[101326.13634479896, 101326.13634479896, 500.23015641147407, 684.8067497237902, 1422.1404193432606, 1255.6899497860738, 1066.166044072096, 858.0551041828106, 858.0551041828106]","[101326.13634479896, 101326.13634479896, 522856.2443589201, 1316415.22698886, 1224266.1610996397, 674820.2270558437, 308435.2422499303, 111719.95461995115, 111719.95461995115]"
39,"[101326.19660020269, 101326.19660020269, 500.2301745594765, 684.8067410569975, 1422.1402127384945, 1255.6897655204457, 1066.1658863096272, 858.0549714752518, 858.0549714752518]","[101326.19660020269, 101326.19660020269, 522856.34743015363, 1316415.2971035335, 1224266.2263062862, 674820.2582602132, 308435.2547009841, 111719.95563517309, 111719.95563517309]"
40,"[101326.25839666897, 101326.25839666897, 500.23019317190915, 684.8067321691007, 1422.140000851768, 1255.6895765439672, 1066.1657245138738, 858.0548353745196, 858.0548353745196]","[101326.25839666897, 101326.25839666897, 522856.45313836494, 1316415.3690145093, 1224266.2931834937, 674820.2902642717, 308435.26747123577, 111719.95667640441, 111719.95667640441]"
41,"[101326.32173304266, 101326.32173304266, 500.2302122474582, 684.8067230584608, 1422.1397836805766, 1255.6893828544112, 1066.1655586829365, 858.0546958804492, 858.0546958804492]","[101326.32173304266, 101326.32173304266, 522856.5614785743, 1316415.4427101486, 1224266.3617204383, 674820.3230620123, 308435.2805579285, 111719.95774347695, 111719.95774347695]"
42,"[101326.38660816872, 101326.38660816872, 500.23023178679904, 684.8067137271589, 1422.139561235753, 1255.6891844614327, 1066.165388825074, 858.054552998468, 858.054552998468]","[101326.38660816872, 101326.38660816872, 522856.6724519871, 1316415.5182000205, 1224266.4319260193, 674820.3566585716, 308435.2939634938, 111719.95883652891, 111719.95883652891]"
43,"[101326.45302089263, 101326.45302089263, 500.23025178929163, 684.8067041748161, 1422.1393335193065, 1255.6889813668251, 1066.1652149418233, 858.0544067303034, 858.0544067303034]","[101326.45302089263, 101326.45302089263, 522856.7860557183, 1316415.595479666, 1224266.5037960894, 674820.3910517141, 308435.30768692977, 111719.95995549591, 111719.95995549591]"
44,"[101326.52097005976, 101326.52097005976, 500.2302722542072, 684.8066944008875, 1422.1391005326536, 1255.6887735718544, 1066.1650370342713, 858.0542570774343, 858.0542570774343]","[101326.52097005976, 101326.52097005976, 522856.9022866075, 1316415.6745436836, 1224266.5773256258, 674820.4262387091, 308435.32172700565, 111719.96110029971, 111719.96110029971]"
45,"[101326.59045451587, 101326.59045451587, 500.2302931821924, 684.8066844074002, 1422.1388622864322, 1255.6885610860022, 1066.1648551105288, 858.0541040452059, 858.0541040452059]","[101326.59045451587, 101326.59045451587, 522857.0211457714, 1316415.7554013352, 1224266.6525232417, 674820.4622245331, 308435.33608607826, 111719.96227107431, 111719.96227107431]"
46,"[101326.66147310683, 101326.66147310683, 500.23031457152416, 684.806674191949, 1422.1386187753867, 1255.6883439045898, 1066.1646691666006, 858.0539476322995, 858.0539476322995]","[101326.66147310683, 101326.66147310683, 522857.14262695756, 1316415.8380366133, 1224266.7293740504, 674820.4990008823, 308435.35076032137, 111719.96346758821, 111719.96346758821]"
47,"[101326.73402467881, 101326.73402467881, 500.2303364226739, 684.8066637562334, 1422.1383700089782, 1255.6881220360501, 1066.1644792097, 858.0537878435664, 858.0537878435664]","[101326.73402467881, 101326.73402467881, 522857.26673073793, 1316415.922456911, 1224266.8078849274, 674820.5365717491, 308435.3657516333, 111719.96468994822, 111719.96468994822]"
48,"[101326.80810807817, 101326.80810807817, 500.23035873514715, 684.8066531001463, 1422.138115990191, 1255.6878954830456, 1066.164285242108, 858.0536246811425, 858.0536246811425]","[101326.80810807817, 101326.80810807817, 522857.3934546816, 1316416.0086593234, 1224266.8880531709, 674820.5749357155, 308435.3810593941, 111719.96593811223, 111719.96593811223]"
49,"[101326.88372215153, 101326.88372215153, 500.2303815083917, 684.8066422234715, 1422.1378567216163, 1255.687664247889, 1066.1640872658063, 858.0534581469987, 858.0534581469987]","[101326.88372215153, 101326.88372215153, 522857.5227961774, 1316416.0966403256, 1224266.9698755029, 674820.6140910378, 308435.3966828316, 111719.96721202954, 111719.96721202954]"
50,"[101326.96086574563, 101326.96086574563, 500.23040474287876, 684.8066311279082, 1422.1375922127124, 1255.68742833901, 1066.1638852880055, 858.0532882459848, 858.0532882459848]","[101326.96086574563, 101326.96086574563, 522857.65475579706, 1316416.1864073079, 1224267.0533587963, 674820.654041706, 308435.41262384306, 111719.96851180677, 111719.96851180677]"
51,"[101327.0395377075, 101327.0395377075, 500.2304284377923, 684.8066198127468, 1422.1373224643032, 1255.6871877571473, 1066.163679309342, 858.0531149793308, 858.0531149793308]","[101327.0395377075, 101327.0395377075, 522857.78933011007, 1316416.2779539337, 1224267.1384971584, 674820.6947845004, 308435.4288809696, 111719.9698373523, 111719.9698373523]"
52,"[101327.1197368843, 101327.1197368843, 500.2304525922585, 684.8066082771702, 1422.1370474768223, 1255.6869425026905, 1066.1634693301532, 858.0529383481021, 858.0529383481021]","[101327.1197368843, 101327.1197368843, 522857.9265155053, 1316416.3712732487, 1224267.2252841212, 674820.7363158737, 308435.44545259915, 111719.9711885656, 111719.9711885656]"
53,"[101327.20146212351, 101327.20146212351, 500.23047720619235, 684.8065965218365, 1422.1367672559954, 1255.6866925807444, 1066.1632553548081, 858.0527583555836, 858.0527583555836]","[101327.20146212351, 101327.20146212351, 522858.0663108263, 1316416.4663667139, 1224267.313721044, 674820.778636701, 308435.4623391793, 111719.97256546779, 111719.97256546779]"
54,"[101327.28471227273, 101327.28471227273, 500.2305022798031, 684.8065845479532, 1422.136481809517, 1255.6864379981682, 1066.1630373891746, 858.0525750058853, 858.0525750058853]","[101327.28471227273, 101327.28471227273, 522858.20871582994, 1316416.5632389188, 1224267.4038121945, 674820.8217495027, 308435.47954192274, 111719.97396812511, 111719.97396812511]"
55,"[101327.36948617992, 101327.36948617992, 500.23052781221577, 684.8065723547011, 1422.136191137813, 1255.6861787553457, 1066.1628154335858, 858.0523883000692, 858.0523883000692]","[101327.36948617992, 101327.36948617992, 522858.3537269034, 1316416.6618829025, 1224267.4955510993, 674820.8656507299, 308435.4970592177, 111719.97539643696, 111719.97539643696]"
56,"[101327.45578269311, 101327.45578269311, 500.23055380267397, 684.8065599414813, 1422.1358952421, 1255.6859148533638, 1066.1625894889755, 858.052198239529, 858.052198239529]","[101327.45578269311, 101327.45578269311, 522858.5013408013, 1316416.7622929567, 1224267.5889324497, 674820.9103374889, 308435.5148897566, 111719.97685032069, 111719.97685032069]"
57,"[101327.5436006606, 101327.5436006606, 500.2305802519126, 684.8065473104851, 1422.1355941335985, 1255.685646302223, 1066.1623595638969, 858.0520048298531, 858.0520048298531]","[101327.5436006606, 101327.5436006606, 522858.65155891684, 1316416.8644792833, 1224267.6839657335, 674820.9558152497, 308435.5330361253, 111719.97832992402, 111719.97832992402]"
58,"[101327.63293893095, 101327.63293893095, 500.23060715891125, 684.8065344606204, 1422.1352878117539, 1255.6853731014332, 1066.1621256579363, 858.0518080716918, 858.0518080716918]","[101327.63293893095, 101327.63293893095, 522858.8043771847, 1316416.9684333638, 1224267.7806430284, 674821.0020796445, 308435.55149633053, 111719.97983512348, 111719.97983512348]"
59,"[101327.72379635289, 101327.72379635289, 500.2306345231763, 684.8065213917797, 1422.1349762795448, 1255.685095253652, 1066.1618877733697, 858.0516079671775, 858.0516079671775]","[101327.72379635289, 101327.72379635289, 522858.9597931779, 1316417.0741522957, 1224267.878961635, 674821.0491292544, 308435.57026975136, 111719.98136587722, 111719.98136587722]"
60,"[101327.81617177543, 101327.81617177543, 500.2306623453851, 684.806508106046, 1422.1346595477987, 1255.6848127685296, 1066.1616459184515, 858.0514045217325, 858.0514045217325]","[101327.81617177543, 101327.81617177543, 522859.11780811026, 1316417.1816456614, 1224267.9789304652, 674821.096969225, 308435.5893588232, 111719.98292232383, 111719.98292232383]"
61,"[101327.91006404777, 101327.91006404777, 500.23069062393193, 684.806494601232, 1422.1343376120365, 1255.684525642079, 1066.1614000897782, 858.0511977343623, 858.0511977343623]","[101327.91006404777, 101327.91006404777, 522859.2784160972, 1316417.290898702, 1224268.080535793, 674821.1455919064, 308435.6087600241, 111719.98450424976, 111719.98450424976]"
62,"[101328.00547201913, 101328.00547201913, 500.23071935835287, 684.8064808772858, 1422.1340104754327, 1255.6842338771326, 1066.1611502897758, 858.0509876072806, 858.0509876072806]","[101328.00547201913, 101328.00547201913, 522859.4416148044, 1316417.4019088312, 1224268.183775213, 674821.1949960482, 308435.62847281183, 111719.98611161752, 111719.98611161752]"
63,"[101328.10239453941, 101328.10239453941, 500.23074855034866, 684.8064669382038, 1422.1336781556736, 1255.683937489451, 1066.1608965319215, 858.0507741487854, 858.0507741487854]","[101328.10239453941, 101328.10239453941, 522859.60740862857, 1316417.5146965408, 1224268.288667783, 674821.2451925266, 308435.6485022894, 111719.98774472365, 111719.98774472365]"
64,"[101328.20083045829, 101328.20083045829, 500.2307781969979, 684.806452779338, 1422.1333406394556, 1255.6836364671856, 1066.160638806092, 858.0505573541817, 858.0505573541817]","[101328.20083045829, 101328.20083045829, 522859.77578759455, 1316417.6292330448, 1224268.3951867318, 674821.2961663221, 308435.6688415049, 111719.98940315176, 111719.98940315176]"
65,"[101328.30077862582, 101328.30077862582, 500.2308082993578, 684.8064384034807, 1422.1329979401498, 1255.683330822253, 1066.1603771224784, 858.0503372299581, 858.0503372299581]","[101328.30077862582, 101328.30077862582, 522859.9467540986, 1316417.7455319725, 1224268.5033447344, 674821.3479247058, 308435.6894938822, 111719.99108709887, 111719.99108709887]"
66,"[101328.40223789243, 101328.40223789243, 500.2308388567016, 684.806423810088, 1422.1326500591626, 1255.6830205559097, 1066.1601114821594, 858.0501137775863, 858.0501137775863]","[101328.40223789243, 101328.40223789243, 522860.120304989, 1316417.8635879334, 1224268.6131367781, 674821.4004649508, 308435.7104581918, 111719.99279648699, 111719.99279648699]"
67,"[101328.5052071085, 101328.5052071085, 500.2308698690039, 684.8064089999274, 1422.1322970026056, 1255.6827056736047, 1066.159841889798, 858.0498870005111, 858.0498870005111]","[101328.5052071085, 101328.5052071085, 522860.2964392962, 1316417.9834030143, 1224268.7245648033, 674821.4537882637, 308435.7317350352, 111719.99453134637, 111719.99453134637]"
68,"[101328.60968512493, 101328.60968512493, 500.2309013358009, 684.8063939729465, 1422.1319387736476, 1255.682386178165, 1066.1595683478154, 858.0496569009434, 858.0496569009434]","[101328.60968512493, 101328.60968512493, 522860.47515468794, 1316418.10497463, 1224268.837626406, 674821.5078933928, 308435.7533238693, 111719.99629163959, 111719.99629163959]"
69,"[101328.71567079259, 101328.71567079259, 500.23093325566384, 684.8063787272881, 1422.1315753689864, 1255.682062066652, 1066.1592908537045, 858.0494234783803, 858.0494234783803]","[101328.71567079259, 101328.71567079259, 522860.6564458299, 1316418.228289903, 1224268.9523096099, 674821.5627736779, 308435.77522163326, 111719.99807718024, 111719.99807718024]"
70,"[101328.82316296268, 101328.82316296268, 500.2309656306737, 684.8063632676589, 1422.131206808854, 1255.681733357095, 1066.1590094228818, 858.0491867421865, 858.0491867421865]","[101328.82316296268, 101328.82316296268, 522860.84031830315, 1316418.3533733783, 1224269.0686372418, 674821.6184421271, 308435.79743442236, 111719.99988832363, 111719.99988832363]"
71,"[101328.9321604866, 101328.9321604866, 500.23099845855353, 684.8063475906148, 1422.1308330842585, 1255.6814000414868, 1066.1587240485076, 858.0489466894738, 858.0489466894738]","[101328.9321604866, 101328.9321604866, 522861.0267641368, 1316418.480203135, 1224269.1865889155, 674821.6748873269, 308435.8199569632, 111720.00172475235, 111720.00172475235]"
72,"[101329.04266221606, 101329.04266221606, 500.2310317392198, 684.8063316968144, 1422.1304542009154, 1255.6810621249228, 1066.1584347349424, 858.0487033235198, 858.0487033235198]","[101329.04266221606, 101329.04266221606, 522861.21578218095, 1316418.608780639, 1224269.3061659944, 674821.7321101557, 308435.8427897043, 111720.0035864877, 111720.0035864877]"
73,"[101329.15466700288, 101329.15466700288, 500.23106547256054, 684.8063155868623, 1422.130070164348, 1255.680719612328, 1066.1581414864004, 858.0484566475221, 858.0484566475221]","[101329.15466700288, 101329.15466700288, 522861.40737119754, 1316418.7391070519, 1224269.4273695583, 674821.7901113319, 308435.86593301914, 111720.0054735466, 111720.0054735466]"
74,"[101329.26817369921, 101329.26817369921, 500.2310996579949, 684.8062992604865, 1422.1296809769347, 1255.680372505825, 1066.1578443047015, 858.0482066633589, 858.0482066633589]","[101329.26817369921, 101329.26817369921, 522861.6015284904, 1316418.871178536, 1224269.5501960386, 674821.8488889468, 308435.88938605954, 111720.00738587338, 111720.00738587338]"
75,"[101329.38318115723, 101329.38318115723, 500.2311342965807, 684.8062827204797, 1422.129286652042, 1255.6800208173265, 1066.1575432000332, 858.047953377516, 858.047953377516]","[101329.38318115723, 101329.38318115723, 522861.7982564596, 1316419.0050087257, 1224269.674658115, 674821.9084502723, 308435.9131522498, 111720.0093236653, 111720.0093236653]"
76,"[101329.49968822968, 101329.49968822968, 500.23116938525123, 684.80626596192, 1422.1288871753784, 1255.679664534103, 1066.1572381615194, 858.0476967848816, 858.0476967848816]","[101329.49968822968, 101329.49968822968, 522861.99754467956, 1316419.1405672783, 1224269.8007275688, 674821.9687794711, 308435.93722425774, 111720.01128648335, 111720.01128648335]"
77,"[101329.61769376927, 101329.61769376927, 500.23120492655625, 684.8062489903898, 1422.128482570309, 1255.6793036769752, 1066.1569292069623, 858.0474368961338, 858.0474368961338]","[101329.61769376927, 101329.61769376927, 522862.199400189, 1316419.277883731, 1224269.92843187, 674822.0298921725, 308435.9616093979, 111720.01327475494, 111720.01327475494]"
78,"[101329.7371966289, 101329.7371966289, 500.23124091769256, 684.8062318014606, 1422.1280728243096, 1255.678938234789, 1066.1566163268326, 858.047173706902, 858.047173706902]","[101329.7371966289, 101329.7371966289, 522862.40381338255, 1316419.4169305535, 1224270.0577454148, 674822.0917740178, 308435.98630102625, 111720.01528808165, 111720.01528808165]"
79,"[101329.85819566196, 101329.85819566196, 500.2312773603323, 684.806214399073, 1422.127657954859, 1255.6785682231198, 1066.1562995344484, 858.0469072253951, 858.0469072253951]","[101329.85819566196, 101329.85819566196, 522862.61078857066, 1316419.5577279245, 1224270.18868697, 674822.1544357165, 308436.01130416733, 111720.01732675548, 111720.01732675548]"
80,"[101329.98068972185, 101329.98068972185, 500.2313142527838, 684.8061967808765, 1422.1272379568818, 1255.6781936374505, 1066.1559788259538, 858.046637450366, 858.046637450366]","[101329.98068972185, 101329.98068972185, 522862.82031960407, 1316419.700260161, 1224270.3212419497, 674822.2178691371, 308436.0366150755, 111720.01939054954, 111720.01939054954]"
