,Unnamed: 0,mass,true_airspeed,altitude,ground_distance,alpha,time,engine_setting,mach,equivalent_airspeed,thrust_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,TP_power_rate,thermo_power,TP_thermal_efficiency,TP_residual_thrust,TP_air_flow,CT,CL,CD,drag,slope_angle,acceleration,name,delta_time,fuel_mass,max_mach,EI_NOx,NOx_delta,NOx
10,10,22095.997592723706,0.36041220383453454,0.0,0.01628080866153093,-0.017453292519943295,0.1,1,0.0010591161321038046,0.36041220383453454,1.0,False,9.19527607009251e-08,80182.45221191671,3602827.4334608843,0.9999940379689768,4168900.8130998537,0.2699381848506182,3349.5942885297795,7.520801995901983,0.3602060825459873,0.8462812267275118,0.0729192601795517,0.3475592978894745,0.0,3.589281494374264,take off,0.009999999999999995,0.036441896118532116,,0.003953616817916732,1.3097934342514826e-05,0.0001309793749757429
11,11,22095.994279824416,0.3963050187782772,0.0,0.01988493069987628,-0.017453292519943295,0.11,1,0.001164591637453193,0.3963050187782772,1.0,False,9.1952757490555e-08,80163.05416205531,3602827.4335611,0.9999940379967924,4168901.3811616832,0.2699356425456004,3349.0544858142052,7.520802257344682,0.3601189400932828,0.8462812267275118,0.0729192601795517,0.42023196066117613,0.0,3.588401075621777,take off,0.009999999999999995,0.039754795291317736,,0.003953616631524676,1.309793326808957e-05,0.00014407730824383247
12,12,22095.990966925237,0.43218902953449495,0.0,0.023847980887659048,-0.017453292519943295,0.11999999999999998,1,0.001270041270601423,0.43218902953449495,1.0,False,9.195275397683668e-08,80143.66092314107,3602827.4336286364,0.9999940380155375,4168902.002953303,0.2699331017937313,3348.5148232855468,7.520802543485908,0.36003181925294336,0.8462812267275118,0.0729192601795517,0.4997783197024697,0.0,3.587520577674705,take off,0.009999999999999995,0.043067694337572265,,0.003953616427455079,1.309793209177217e-05,0.00015717524033560465
13,13,22095.987654026198,0.468064235311242,0.0,0.028169871183003996,-0.017453292519943295,0.12999999999999998,1,0.0013754650292212625,0.468064235311242,1.0,False,9.195275015982726e-08,80124.27249554987,3602827.4336866955,0.9999940380316524,4168902.678435082,0.269930562594808,3347.9753009632427,7.520802854323852,0.3599447200266576,0.8462812267275118,0.0729192601795517,0.5861933011207824,0.0,3.5866400007689894,take off,0.009999999999999995,0.0463805932463599,,0.00395361620574726,1.3097930813785214e-05,0.00017027317114938985
14,14,22095.984341127285,0.5039306353189319,0.0,0.03285051353611642,-0.017453292519943295,0.14,1,0.001480862910992414,0.5039306353189319,1.0,False,9.195274603925234e-08,80104.88887965643,3602827.4338048124,0.9999940380644368,4168903.4075673684,0.26992802494957363,3347.4359189038664,7.520803189889567,0.3598576424161089,0.8462812267275118,0.0729192601795517,0.6794718316663044,0.0,3.5857593451404917,take off,0.010000000000000007,0.04969349200679896,,0.003953615966493076,1.3097929434646991e-05,0.00018337110058403686
15,15,22095.981028228525,0.5397882287703368,0.0,0.03788981988930574,-0.017453292519943295,0.15,1,0.0015862349136015106,0.5397882287703368,1.0,False,9.195274161600107e-08,80085.5100758341,3602827.4338902417,0.9999940380881484,4168904.190310524,0.2699254888554521,3346.8966770338234,7.5208035500990755,0.3597705864229744,0.8462812267275118,0.0729192601795517,0.7796088387346229,0.0,3.5848786110249846,take off,0.010000000000000007,0.05300639060795445,,0.003953615709600417,1.3097927953841585e-05,0.00019646902853787845
16,16,22095.977715329926,0.5756370148805867,0.0,0.04328770217700911,-0.017453292519943295,0.16,1,0.001691581034742113,0.5756370148805867,1.0,False,9.195273689001543e-08,80066.13608445508,3602827.4339822563,0.9999940381136878,4168905.02662493,0.2699229543125692,3346.3575753853493,7.52080393496197,0.3596835520489261,0.8462812267275118,0.0729192601795517,0.8865992503693536,0.0,3.583997798658161,take off,0.010000000000000007,0.05631928903892545,,0.003953615435126802,1.3097926371694298e-05,0.00020956695490957275
17,17,22095.974402431493,0.6114769928671683,0.0,0.049044072325814966,-0.017453292519943295,0.17,1,0.0017969012721147093,0.6114769928671683,1.0,False,9.195273186148152e-08,80046.76690589021,3602827.4340861696,0.9999940381425296,4168905.91647094,0.269920421320354,3345.8186139634404,7.520804344463787,0.3595965392956301,0.8462812267275118,0.0729192601795517,1.0004379952647695,0.0,3.5831169082756245,take off,0.010000000000000007,0.059632187288822615,,0.003953615143091292,1.3097924688314078e-05,0.00022266487959788684
18,18,22095.971089533243,0.6473081619499246,0.0,0.055158842254486654,-0.017453292519943295,0.18000000000000002,1,0.0019021956234267113,0.6473081619499246,1.0,False,9.195272653048236e-08,80027.40254050923,3602827.434221605,0.9999940381801208,4168906.859808953,0.26991788987852944,3345.2797927845227,7.52080477860021,0.3595095481647473,0.8462812267275118,0.0729192601795517,1.12112000276843,0.0,3.5822359401128963,take off,0.010000000000000007,0.06294508534677759,,0.003953614833529158,1.3097922903900732e-05,0.00023576280250178758
19,19,22095.967776635185,0.6831305213510536,0.0,0.0616319238739859,-0.017453292519943295,0.19000000000000006,1,0.00200746408639245,0.6831305213510536,1.0,False,9.195272089745956e-08,80008.04298868052,3602827.4343582387,0.9999940382180448,4168907.856599356,0.2699153599857963,3344.741111824964,7.520805237331519,0.3594225786579326,0.8462812267275118,0.0729192601795517,1.2486402028838008,0.0,3.581354894405415,take off,0.010000000000000007,0.06625798320191012,,0.003953614506419042,1.30979210183365e-05,0.0002488607235201241
20,20,22095.964463737328,0.7189440702951078,0.0,0.06846322908749644,-0.017453292519943295,0.20000000000000004,1,0.002112706658733177,0.7189440702951078,1.0,False,9.195271496286677e-08,79988.68825077129,3602827.4344639867,0.999994038247396,4168908.9068025295,0.2699128316408202,3344.202571059677,7.520805720616742,0.3593356307768356,0.8462812267275118,0.0729192601795517,1.3829935262728792,0.0,3.5804737713885344,take off,0.010000000000000007,0.06957088084332677,,0.003953614161737574,1.309791903149188e-05,0.00026195864255161593
21,21,22095.961150839692,0.7547488080089931,0.0,0.07565266979044752,-0.017453292519943295,0.21000000000000005,1,0.0022179233381770607,0.7547488080089931,1.0,False,9.195270872642893e-08,79969.3383271474,3602827.4346083864,0.9999940382874752,4168910.0103788883,0.2699103048443454,3343.664170545026,7.520806228486933,0.3592487045230999,0.8462812267275118,0.0729192601795517,1.52417490425881,0.0,3.5795925712975176,take off,0.010000000000000007,0.07288377826018809,,0.0039536137995765976,1.3097916943884572e-05,0.0002750565594955005
22,22,22095.95783794227,0.7905447337219683,0.0,0.08320015787053743,-0.017453292519943295,0.22000000000000008,1,0.0023231141224591785,0.7905447337219683,1.0,False,9.195270218857477e-08,79949.99321817361,3602827.4347629044,0.9999940383303629,4168911.167288826,0.2699077795951088,3343.1259102587433,7.520806760903678,0.35916179989836405,0.8462812267275118,0.0729192601795517,1.6721792688285042,0.0,3.5787112943675523,take off,0.010000000000000007,0.0761966754416439,,0.003953613419916804,1.3097914755408223e-05,0.0002881544742509088
