,mass,true_airspeed,altitude,ground_distance,fuel_mass,time,DISA,engine_setting,mach,equivalent_airspeed,CL,CD,drag,thrust_rate,EM_power_rate,TP_power_rate,thrust_is_regulated,psfc,thrust,TPshaft_power,thermo_power,TP_residual_thrust,slope_angle,acceleration,TP_thermal_efficiency,TP_air_flow,TP_total_pressure,TP_total_temperature,CT,name,ceiling,max_mach,delta_time
0,23652.613718755023,60.0,10.668,0.0,0.7457963373842235,60.0,0.0,1,0.17633868880182274,59.969279456360205,1.7546578739990615,0.11927378652354607,15767.119963350078,1.0,0.0,1.0,False,1.0338703303493353e-07,47660.674384165024,3606817.583846447,3606817.583846447,2536.2397434210357,0.13750012966478498,0.0,,,,,,,,,2.0
1,23651.867922417638,60.04741071382162,27.116072352163414,118.86740897276258,1.4907422392698377,62.0,0.0,1,0.1765107842270008,59.969279456360205,1.7546025474532791,0.11926796257803081,15766.350080458991,1.0,0.0,1.0,False,1.032396952216614e-07,47640.512822159726,3607846.2857051915,3607846.2857051915,2536.150667455264,0.1374208609206833,0.0,,,,,,initial climb,,,2.0
2,23651.12297651575,60.0948868157675,43.56771165114874,237.83004889855442,2.2348371277383516,64.0,0.0,1,0.17668314899991425,59.969279456360205,1.7545472839966476,0.11926214546061725,15765.581100192892,1.0,0.0,1.0,False,1.0309285951936073e-07,47620.05181570897,3608857.54812521,3608857.54812521,2536.045542342664,0.13734028729500794,0.0,,,,,,initial climb,,,2.0
3,23650.378881627283,60.14242798557597,60.02276545054947,356.88807210597395,2.9780804509181427,66.0,0.0,1,0.1768557820704124,59.969279456360205,1.7544920836720421,0.1192563351751782,15764.813023063713,1.0,0.0,1.0,False,1.029465266836866e-07,47599.292177389376,3609851.381695857,3609851.381695857,2535.9243826115016,0.1372584121711127,0.0,,,,,,initial climb,,,2.0
4,23649.635638304102,60.190033900954425,76.48108121456012,476.0416302492912,3.7204716828682987,68.0,0.0,1,0.1770286823801518,59.969279456360205,1.754436946520401,0.1192505317253826,15764.045849556478,1.0,0.0,1.0,False,1.0280069745023742e-07,47578.23473166801,3610827.797688455,3610827.797688455,2535.7872034475586,0.1371752389846021,0.0,,,,,,initial climb,,,2.0
5,23648.893247072152,60.23770423758716,92.94250632404854,595.2908743028988,4.462010323460831,70.0,0.0,1,0.177201848862616,59.969279456360205,1.7543818725807419,0.11924473511469753,15763.279580129505,1.0,0.0,1.0,False,1.0265537253456395e-07,47556.8803148325,3611786.808054577,3611786.808054577,2535.6340206927352,0.13709077122303567,0.0,,,,,,initial climb,,,2.0
6,23648.15170843156,60.285438669143545,109.40688808263504,714.6359545557841,5.202615602239124,72.0,0.0,1,0.17737528044313652,59.969279456360205,1.7543268618901666,0.11923894534638861,15762.514215214482,1.0,0.0,1.0,False,1.0251055263218005e-07,47530.506311403165,3612336.77783239,3612728.425424262,2535.212907689492,0.13698464469292262,0.0,,,,,,initial climb,,,2.0
7,23647.411103152783,60.3332298018002,125.87164097565511,834.0773559804829,5.9421784116818674,74.0,0.0,1,0.17754895036099932,59.969279456360205,1.7542719204405917,0.1192331630504243,15761.749838088628,1.0,0.0,1.0,False,1.0236625969942421e-07,47497.434043521906,3612336.77783239,3613652.527857746,2534.433823031496,0.1368496177998669,0.0,,,,,,initial climb,,,2.0
8,23646.67154034334,60.38106766573551,142.3333055241026,953.615668138392,6.680702770224016,76.0,0.0,1,0.17772282247188215,59.969279456360205,1.7542170563261075,0.1192273890779254,15760.986561263871,1.0,0.0,1.0,False,1.0222252297656841e-07,47464.30967920499,3612336.77783239,3614558.9567719307,2533.6509147821225,0.13671434702126,0.0,,,,,,initial climb,,,2.0
9,23645.9330159848,60.42895219210138,158.79183941742153,1073.250988975923,7.418192689969039,78.0,0.0,1,0.17789689660073965,59.969279456360205,1.7541622692486096,0.11922162339674144,15760.224380490137,1.0,0.0,1.0,False,1.0207934158724245e-07,47431.13320481661,3612336.77783239,3615447.750977774,2532.8641749496737,0.13657883233484416,0.0,,,,,,initial climb,,,2.0
